chemical.id,plate.id,well,chemical_plate_well,conc,AXIS,BRAI,CFIN,CIRC,DNC_,DP24,EYE_,JAW_,MO24,MORT,NC24,NC__,OTIC,PE__,PFIN,PIG_,SM24,SNOU,SOMI,SWIM,TRUN,TR__,YSE_
1268,1,D07,1268_1_D07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,1,D10,1268_1_D10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,1,D12,1268_1_D12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,1,F08,1268_1_F08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,1,F09,1268_1_F09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,1,G11,1268_1_G11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,1,H01,1268_1_H01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,1,H06,1268_1_H06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,A04,1268_2_A04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,A09,1268_2_A09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,A10,1268_2_A10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,A12,1268_2_A12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,B01,1268_2_B01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,B04,1268_2_B04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,B05,1268_2_B05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,C01,1268_2_C01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,C02,1268_2_C02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,C06,1268_2_C06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,C07,1268_2_C07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,C10,1268_2_C10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,D09,1268_2_D09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,D11,1268_2_D11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,E04,1268_2_E04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,E05,1268_2_E05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,E10,1268_2_E10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,F01,1268_2_F01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,F03,1268_2_F03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,F05,1268_2_F05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,F07,1268_2_F07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,G03,1268_2_G03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,G05,1268_2_G05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,G07,1268_2_G07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,G09,1268_2_G09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,G10,1268_2_G10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,H03,1268_2_H03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1268,2,H12,1268_2_H12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,1,D02,1271_1_D02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,1,D10,1271_1_D10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,1,D12,1271_1_D12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,1,E11,1271_1_E11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,1,G12,1271_1_G12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,1,H01,1271_1_H01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,1,H11,1271_1_H11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,2,A07,1271_2_A07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,2,B04,1271_2_B04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,2,B05,1271_2_B05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,2,B10,1271_2_B10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,2,C01,1271_2_C01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,2,F12,1271_2_F12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1271,2,G11,1271_2_G11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,1,A04,1273_1_A04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,1,A12,1273_1_A12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,1,B04,1273_1_B04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,1,C12,1273_1_C12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,1,D03,1273_1_D03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,1,D07,1273_1_D07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,1,D12,1273_1_D12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,1,E12,1273_1_E12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,1,F01,1273_1_F01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,A02,1273_2_A02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,A03,1273_2_A03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,A05,1273_2_A05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,A06,1273_2_A06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,A09,1273_2_A09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,C06,1273_2_C06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,C10,1273_2_C10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,D04,1273_2_D04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,D10,1273_2_D10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,D12,1273_2_D12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,E03,1273_2_E03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,E05,1273_2_E05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,E12,1273_2_E12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,F06,1273_2_F06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,F08,1273_2_F08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,F09,1273_2_F09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,G07,1273_2_G07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,H10,1273_2_H10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1273,2,H12,1273_2_H12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1310,1,A04,1310_1_A04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1310,1,C03,1310_1_C03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1310,1,C04,1310_1_C04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1310,1,D05,1310_1_D05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1310,1,H03,1310_1_H03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1310,2,A08,1310_2_A08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1310,2,B05,1310_2_B05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1310,2,C06,1310_2_C06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1310,2,G07,1310_2_G07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1310,2,H07,1310_2_H07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,1,A07,1327_1_A07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,1,A08,1327_1_A08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,1,A09,1327_1_A09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,1,A11,1327_1_A11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,1,A12,1327_1_A12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,1,B09,1327_1_B09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,1,B10,1327_1_B10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,1,B11,1327_1_B11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,1,C02,1327_1_C02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,1,D03,1327_1_D03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,1,F06,1327_1_F06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,1,F12,1327_1_F12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,1,G05,1327_1_G05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,2,A06,1327_2_A06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,2,A07,1327_2_A07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,2,B06,1327_2_B06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,2,F01,1327_2_F01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1327,2,F08,1327_2_F08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,1,A01,1363_1_A01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,1,A03,1363_1_A03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,1,B01,1363_1_B01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,1,D01,1363_1_D01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,1,D04,1363_1_D04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,1,F09,1363_1_F09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,1,G07,1363_1_G07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,2,A07,1363_2_A07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,2,A09,1363_2_A09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,2,A10,1363_2_A10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,2,B01,1363_2_B01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,2,B10,1363_2_B10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,2,C01,1363_2_C01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,2,C10,1363_2_C10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,2,D03,1363_2_D03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,2,D12,1363_2_D12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,2,E04,1363_2_E04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,2,E07,1363_2_E07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,2,F03,1363_2_F03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1363,2,H07,1363_2_H07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,1,A01,1383_1_A01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,1,C02,1383_1_C02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,1,C12,1383_1_C12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,1,D02,1383_1_D02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,1,F01,1383_1_F01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,1,F06,1383_1_F06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,1,F07,1383_1_F07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,1,F10,1383_1_F10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,1,F11,1383_1_F11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,1,G02,1383_1_G02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,1,G04,1383_1_G04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,1,G11,1383_1_G11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,1,H04,1383_1_H04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,2,A07,1383_2_A07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,2,A11,1383_2_A11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,2,C11,1383_2_C11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,2,D12,1383_2_D12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,2,E01,1383_2_E01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,2,F04,1383_2_F04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,2,G01,1383_2_G01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,2,H07,1383_2_H07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1383,2,H10,1383_2_H10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,1,A05,1391_1_A05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,1,C04,1391_1_C04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,1,C08,1391_1_C08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,1,C12,1391_1_C12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,1,D11,1391_1_D11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,1,E12,1391_1_E12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,1,F03,1391_1_F03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,1,G10,1391_1_G10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,1,G12,1391_1_G12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,1,H02,1391_1_H02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,1,H09,1391_1_H09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,1,H11,1391_1_H11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,1,H12,1391_1_H12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,2,A06,1391_2_A06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,2,C06,1391_2_C06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,2,D10,1391_2_D10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,2,E05,1391_2_E05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1391,2,F07,1391_2_F07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,1,C11,1450_1_C11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,1,D01,1450_1_D01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,1,D06,1450_1_D06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,1,E04,1450_1_E04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,1,E06,1450_1_E06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,1,E09,1450_1_E09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,1,F04,1450_1_F04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,1,F05,1450_1_F05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,A02,1450_2_A02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,A06,1450_2_A06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,A08,1450_2_A08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,B04,1450_2_B04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,C04,1450_2_C04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,C10,1450_2_C10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,E07,1450_2_E07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,E10,1450_2_E10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,F02,1450_2_F02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,F07,1450_2_F07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,G08,1450_2_G08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,H02,1450_2_H02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,H04,1450_2_H04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1450,2,H08,1450_2_H08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,A02,1454_1_A02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,A06,1454_1_A06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,B05,1454_1_B05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,B10,1454_1_B10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,B11,1454_1_B11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,C06,1454_1_C06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,C08,1454_1_C08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,D06,1454_1_D06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,E06,1454_1_E06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,F04,1454_1_F04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,F09,1454_1_F09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,F12,1454_1_F12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,G02,1454_1_G02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,G05,1454_1_G05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,G08,1454_1_G08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,1,G11,1454_1_G11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,B04,1454_2_B04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,B07,1454_2_B07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,B11,1454_2_B11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,C02,1454_2_C02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,D01,1454_2_D01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,D06,1454_2_D06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,D07,1454_2_D07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,D11,1454_2_D11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,E01,1454_2_E01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,E03,1454_2_E03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,E08,1454_2_E08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,E09,1454_2_E09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,F01,1454_2_F01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,F08,1454_2_F08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,F12,1454_2_F12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,H05,1454_2_H05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,H07,1454_2_H07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,H08,1454_2_H08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1454,2,H10,1454_2_H10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,A05,1455_1_A05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,A06,1455_1_A06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,B07,1455_1_B07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,C02,1455_1_C02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,C06,1455_1_C06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,D04,1455_1_D04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,D12,1455_1_D12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,E01,1455_1_E01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,E08,1455_1_E08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,F02,1455_1_F02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,F03,1455_1_F03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,F08,1455_1_F08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,F12,1455_1_F12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,G08,1455_1_G08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,G10,1455_1_G10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,H02,1455_1_H02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,1,H09,1455_1_H09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,2,A09,1455_2_A09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,2,B07,1455_2_B07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,2,C02,1455_2_C02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,2,C07,1455_2_C07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,2,E01,1455_2_E01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,2,E02,1455_2_E02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,2,F08,1455_2_F08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,2,G11,1455_2_G11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1455,2,H03,1455_2_H03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,A01,1532_1_A01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,A05,1532_1_A05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,A06,1532_1_A06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,A09,1532_1_A09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,A12,1532_1_A12,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,B01,1532_1_B01,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,B02,1532_1_B02,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,B03,1532_1_B03,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,B04,1532_1_B04,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,B05,1532_1_B05,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,B06,1532_1_B06,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,B07,1532_1_B07,64.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,B08,1532_1_B08,6.4,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,B09,1532_1_B09,0.64,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,B10,1532_1_B10,0.064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1532,1,B11,1532_1_B11,0.0064,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,
