chemical.id,endpoint,ids,num.conc,flag,spearman,run.ttest,ttest.pval
57,AXIS,57 AXIS,6,2,1.0,False,
57,BRAI,57 BRAI,6,2,0.9486832980505138,False,
57,BRN_,57 BRN_,6,1,-0.46381682852195877,False,
57,CFIN,57 CFIN,6,,0.8,True,
57,CIRC,57 CIRC,6,1,,False,
57,CRAN,57 CRAN,6,1,-0.46381682852195877,False,
57,DP24,57 DP24,6,2,0.9276336570439175,False,
57,EDEM,57 EDEM,6,1,-0.46381682852195877,False,
57,EYE_,57 EYE_,6,2,0.9486832980505138,False,
57,JAW_,57 JAW_,6,2,0.9486832980505138,False,
57,LTRK,57 LTRK,6,1,-0.2125118592516207,False,
57,MO24,57 MO24,6,4,0.6831300510639732,True,0.6213082950374971
57,MORT,57 MORT,6,2,0.9710083124552245,False,
57,MUSC,57 MUSC,6,1,-0.2125118592516207,False,
57,NC24,57 NC24,6,1,,False,
57,NC__,57 NC__,6,1,,False,
57,OTIC,57 OTIC,6,2,0.9486832980505138,False,
57,PE__,57 PE__,6,2,0.9486832980505138,False,
57,PFIN,57 PFIN,6,2,0.9486832980505138,False,
57,PIG_,57 PIG_,6,1,,False,
57,SKIN,57 SKIN,6,1,,False,
57,SM24,57 SM24,6,1,,False,
57,SNOU,57 SNOU,6,2,0.9486832980505138,False,
57,SOMI,57 SOMI,6,2,1.0,False,
57,SWIM,57 SWIM,6,1,,False,
57,TCHR,57 TCHR,6,1,-0.033806170189140665,False,
57,TOT_MORT,57 TOT_MORT,6,2,0.9710083124552245,False,
57,TRUN,57 TRUN,6,2,0.9486832980505138,False,
57,TR__,57 TR__,6,2,0.9486832980505138,False,
57,YSE_,57 YSE_,6,2,0.9486832980505138,False,
58,ALL_BUT_MORT,58 ALL_BUT_MORT,6,1,-0.44136741475237473,False,
58,ANY120,58 ANY120,6,2,0.8116794499134278,False,
58,ANY24,58 ANY24,6,4,0.6179143806533246,True,0.407321403561071
58,AXIS,58 AXIS,6,,0.8,True,
58,BRAI,58 BRAI,6,1,,False,
58,BRN_,58 BRN_,6,1,0.13093073414159545,False,
58,CFIN,58 CFIN,6,,0.7745966692414834,True,
58,CIRC,58 CIRC,6,1,,False,
58,CRAN,58 CRAN,6,1,0.0,False,
58,DP24,58 DP24,6,1,,False,
58,EDEM,58 EDEM,6,1,-0.5554920598635309,False,
58,EYE_,58 EYE_,6,2,0.9486832980505138,False,
58,JAW_,58 JAW_,6,2,0.9486832980505138,False,
58,LTRK,58 LTRK,6,1,0.033806170189140665,False,
58,MO24,58 MO24,6,4,0.6179143806533246,True,0.407321403561071
58,MORT,58 MORT,6,2,0.9710083124552245,False,
58,MUSC,58 MUSC,6,1,,False,
58,NC24,58 NC24,6,1,,False,
58,NC__,58 NC__,6,1,,False,
58,OTIC,58 OTIC,6,1,,False,
58,PE__,58 PE__,6,,0.2,True,
58,PFIN,58 PFIN,6,,0.7745966692414834,True,
58,PIG_,58 PIG_,6,1,,False,
58,SKIN,58 SKIN,6,1,,False,
58,SM24,58 SM24,6,1,,False,
58,SNOU,58 SNOU,6,2,0.9486832980505138,False,
58,SOMI,58 SOMI,6,1,,False,
58,SWIM,58 SWIM,6,1,,False,
58,TCHR,58 TCHR,6,1,,False,
58,TOT_MORT,58 TOT_MORT,6,3,0.7944613465542745,True,0.26351670400527377
58,TRUN,58 TRUN,6,,0.2581988897471611,True,
58,TR__,58 TR__,6,1,,False,
58,YSE_,58 YSE_,6,,0.31622776601683794,True,
60,ALL_BUT_MORT,60 ALL_BUT_MORT,6,4,0.37032803990902063,True,1.0
60,ANY120,60 ANY120,6,4,0.33394720739540396,True,1.0
60,ANY24,60 ANY24,6,4,0.41403933560541256,True,0.6213082950374971
60,AXIS,60 AXIS,6,4,0.33394720739540396,True,1.0
60,BRAI,60 BRAI,6,1,,False,
60,BRN_,60 BRN_,6,4,0.37032803990902063,True,1.0
60,CFIN,60 CFIN,6,1,-0.13093073414159545,False,
60,CIRC,60 CIRC,6,1,,False,
60,CRAN,60 CRAN,6,4,0.2704493615131253,True,1.0
60,DP24,60 DP24,6,1,0.18516401995451032,False,
60,EDEM,60 EDEM,6,4,0.37032803990902063,True,1.0
60,EYE_,60 EYE_,6,4,0.2704493615131253,True,1.0
60,JAW_,60 JAW_,6,1,-0.13093073414159545,False,
60,LTRK,60 LTRK,6,1,0.0,False,
60,MO24,60 MO24,6,1,0.08827348295047495,False,
60,MORT,60 MORT,6,4,0.28988551782622424,True,0.946094963295652
60,MUSC,60 MUSC,6,1,,False,
60,NC24,60 NC24,6,1,,False,
60,NC__,60 NC__,6,1,,False,
60,OTIC,60 OTIC,6,1,,False,
60,PE__,60 PE__,6,4,0.33394720739540396,True,1.0
60,PFIN,60 PFIN,6,4,0.33394720739540396,True,1.0
60,PIG_,60 PIG_,6,1,,False,
60,SKIN,60 SKIN,6,1,,False,
60,SM24,60 SM24,6,1,,False,
60,SNOU,60 SNOU,6,1,-0.13093073414159545,False,
60,SOMI,60 SOMI,6,1,,False,
60,SWIM,60 SWIM,6,1,,False,
60,TCHR,60 TCHR,6,4,0.4394802124588286,True,1.0
60,TOT_MORT,60 TOT_MORT,6,4,0.2125118592516207,True,0.5528894339334172
60,TRUN,60 TRUN,6,1,0.13093073414159545,False,
60,TR__,60 TR__,6,4,0.4394802124588286,True,1.0
60,YSE_,60 YSE_,6,4,0.33394720739540396,True,1.0
61,ALL_BUT_MORT,61 ALL_BUT_MORT,6,1,-0.3718678720805473,False,
61,ANY120,61 ANY120,6,4,0.6571428571428571,True,0.6652940458058274
