Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,DataQC_Flag,BMD_Analysis_Flag,BMD10_Flag,BMD50_Flag,ids
54,TR__,Logistic,53.76138251773066,,126.84807769247061,0.11502443792766374,0.0,5.0,0.02300488758553275,4.0,0.0,1.0,1.0,54 TR__
56,ANY24,Logistic,53.539518775291796,41.529154467507496,91.16962742622582,1.4406249999999998,0.0,50.0,0.028812499999999998,3.0,0.0,1.0,1.0,56 ANY24
56,BRAI,Quantal Linear,160.85233130488473,60.64458836080344,1058.2174853108093,1.2516129032258063,0.0,50.0,0.025032258064516127,4.0,0.0,1.0,1.0,56 BRAI
56,CRAN,Quantal Linear,161.55851824140646,50.261225789079155,1062.8633574474643,1.6749999999999998,0.0,50.0,0.033499999999999995,4.0,0.0,1.0,1.0,56 CRAN
56,EYE_,Quantal Linear,144.5770477726292,46.46139267005939,951.1454306349013,1.7425298943270298,0.0,50.0,0.034850597886540595,4.0,0.0,1.0,1.0,56 EYE_
56,JAW_,Quantal Linear,144.5770477726292,46.46139267005939,951.1454306349013,1.7425298943270298,0.0,50.0,0.034850597886540595,4.0,0.0,1.0,1.0,56 JAW_
56,MO24,Logistic,53.539518775291796,41.529154467507496,91.16962742622582,1.4406249999999998,0.0,50.0,0.028812499999999998,3.0,0.0,1.0,1.0,56 MO24
56,MUSC,Quantal Linear,345.0321198306575,94.55636411411399,2269.9019606162733,0.60625,0.0,50.0,0.012124999999999999,4.0,0.0,1.0,1.0,56 MUSC
56,NC__,Quantal Linear,323.732246167515,88.71911449612125,2129.7740646610337,0.6258064516129032,0.0,50.0,0.012516129032258063,4.0,0.0,1.0,1.0,56 NC__
56,PE__,Logistic,132.8705984400144,48.67894086524575,292.8023471481135,1.75815489432703,0.0,50.0,0.0351630978865406,4.0,0.0,1.0,1.0,56 PE__
56,PFIN,Logistic,132.8705984400144,48.67894086524575,292.8023471481135,1.75815489432703,0.0,50.0,0.0351630978865406,4.0,0.0,1.0,1.0,56 PFIN
56,SNOU,Quantal Linear,144.5770477726292,46.46139267005939,951.1454306349013,1.7425298943270298,0.0,50.0,0.034850597886540595,4.0,0.0,1.0,1.0,56 SNOU
56,SOMI,Quantal Linear,323.732246167515,88.71911449612125,2129.7740646610337,0.6258064516129032,0.0,50.0,0.012516129032258063,4.0,0.0,1.0,1.0,56 SOMI
56,TCHR,Quantal Linear,179.56915539179747,53.28986495031723,1181.351979897125,1.371875,0.0,50.0,0.0274375,4.0,0.0,1.0,1.0,56 TCHR
56,TOT_MORT,Quantal Linear,59.09603960488319,30.649217366612184,388.78182190579406,1.9187499999999997,0.0,50.0,0.03837499999999999,2.0,0.0,1.0,1.0,56 TOT_MORT
56,TR__,Quantal Linear,160.5972747903019,49.49903247679481,1056.539516074775,1.4161290322580644,0.0,50.0,0.02832258064516129,4.0,0.0,1.0,1.0,56 TR__
56,YSE_,Logistic,132.8705984400144,48.67894086524575,292.8023471481135,1.75815489432703,0.0,50.0,0.0351630978865406,4.0,0.0,1.0,1.0,56 YSE_
57,ALL_BUT_MORT,Log Probit,3.936047983563264e-12,,0.01803619632274625,2.8734375,0.0,5.0,0.5746875,4.0,0.0,0.0,0.0,57 ALL_BUT_MORT
57,ANY120,Log Logistic,0.013868288485303,0.0030902311768886835,0.08089645074382909,4.735312499999999,0.0,5.0,0.9470624999999998,3.0,0.0,0.0,0.0,57 ANY120
57,ANY24,Log Logistic,0.28530652225440956,0.1206057398975717,2.9254011965650486,2.136875,0.0,5.0,0.42737499999999995,2.0,0.0,0.0,0.0,57 ANY24
57,AXIS,Quantal Linear,0.01704680438698383,0.009375742412841106,0.11214774647429365,,0.0,5.0,,2.0,0.0,0.0,0.0,57 AXIS
57,BRAI,Log Logistic,0.22254837211438555,0.11312898221272374,0.7294802070698788,,0.0,5.0,,2.0,0.0,0.0,0.0,57 BRAI
57,DP24,Log Logistic,0.314152338926655,0.1346891721907557,3.1002467248966035,2.089667338709677,0.0,5.0,0.4179334677419354,2.0,0.0,0.0,0.0,57 DP24
57,EYE_,Log Logistic,0.1049445762546396,0.05771951694005178,0.13107595942443104,,0.0,5.0,,2.0,0.0,0.0,0.0,57 EYE_
57,JAW_,Log Logistic,0.10037604492034888,0.055206824706191884,0.12593219857109694,,0.0,5.0,,2.0,0.0,0.0,0.0,57 JAW_
57,MO24,Quantal Linear,15.95298144711522,5.230287789387459,104.95168937388975,0.0990625,0.0,5.0,0.0198125,4.0,0.0,1.0,1.0,57 MO24
57,MORT,Gamma,0.32811022085028235,0.2055224827886444,0.8415027523597249,3.795675403225806,0.0,5.0,0.7591350806451612,2.0,0.0,0.0,0.0,57 MORT
57,OTIC,Log Logistic,0.206702547332622,0.10477311064655921,0.6853486090141772,,0.0,5.0,,2.0,0.0,0.0,0.0,57 OTIC
57,PE__,Log Logistic,0.09700161082030195,0.05335088595116608,0.12239307875330638,,0.0,5.0,,2.0,0.0,0.0,0.0,57 PE__
57,PFIN,Log Logistic,0.1049445762546396,0.05771951694005178,0.13107595942443104,,0.0,5.0,,2.0,0.0,0.0,0.0,57 PFIN
57,SNOU,Log Logistic,0.1049445762546396,0.05771951694005178,0.13107595942443104,,0.0,5.0,,2.0,0.0,0.0,0.0,57 SNOU
57,SOMI,Log Logistic,0.1446664279703306,0.08293596341795173,0.3925485131410506,,0.0,5.0,,2.0,0.0,0.0,0.0,57 SOMI
57,TOT_MORT,Gamma,0.309776683010657,0.19208177424363498,0.825083023996102,3.8074999999999997,0.0,5.0,0.7615,2.0,0.0,0.0,0.0,57 TOT_MORT
57,TRUN,Log Logistic,0.22254837211438555,0.11312898221272374,0.7294802070698788,,0.0,5.0,,2.0,0.0,0.0,0.0,57 TRUN
57,TR__,Log Logistic,0.17975336380011464,0.10799793623286064,0.39998117212996004,,0.0,5.0,,2.0,0.0,0.0,0.0,57 TR__
57,YSE_,Log Logistic,0.09700161082030195,0.05335088595116608,0.12239307875330638,,0.0,5.0,,2.0,0.0,0.0,0.0,57 YSE_
58,ANY120,Log Probit,0.024471094354000484,,341.46454889647356,1.499375,0.0,5.0,0.299875,2.0,0.0,0.0,1.0,58 ANY120
58,ANY24,Log Probit,1.2512445114880908,1.2190732120042922,2.7666727717206463,2.3246874999999996,0.0,5.0,0.4649374999999999,4.0,0.0,0.0,0.0,58 ANY24
58,EYE_,Quantal Linear,2.0816573915131165,0.7848270186227827,13.694835705864422,,0.0,5.0,,2.0,0.0,0.0,1.0,58 EYE_
58,JAW_,Quantal Linear,2.0816573915131165,0.7848270186227827,13.694835705864422,,0.0,5.0,,2.0,0.0,0.0,1.0,58 JAW_
58,MO24,Log Probit,1.2512445114880908,1.2190732120042922,2.7666727717206463,2.3246874999999996,0.0,5.0,0.4649374999999999,4.0,0.0,0.0,0.0,58 MO24
58,MORT,Logistic,0.7295509043809896,0.562706878355737,1.5960071002805474,3.0931666666666664,0.0,5.0,0.6186333333333333,2.0,0.0,0.0,0.0,58 MORT
58,SNOU,Quantal Linear,2.0816573915131165,0.7848270186227827,13.694835705864422,,0.0,5.0,,2.0,0.0,0.0,1.0,58 SNOU
58,TOT_MORT,Log Logistic,1.0566519493294926,0.9132370347727661,1.1935877180868069,3.2887499999999994,0.0,5.0,0.6577499999999998,3.0,0.0,0.0,0.0,58 TOT_MORT
60,ALL_BUT_MORT,Log Logistic,513.6971005930616,,33171580.34829557,3.5718749999999995,0.0,50.0,0.07143749999999999,4.0,0.0,1.0,1.0,60 ALL_BUT_MORT
60,ANY120,Quantal Linear,222.01376368786316,35.05856687971996,1460.5871410644843,5.453125,0.0,50.0,0.1090625,4.0,0.0,1.0,1.0,60 ANY120
60,ANY24,Logistic,83.61515079224219,39.66590681519065,215.14128883856458,2.715625,0.0,50.0,0.05431250000000001,4.0,0.0,1.0,1.0,60 ANY24
60,AXIS,Quantal Linear,157.21290590437576,41.136929254312086,1034.2743844302693,1.9374749721913234,0.0,50.0,0.03874949944382647,4.0,0.0,1.0,1.0,60 AXIS
60,BRN_,Quantal Linear,187.8126694568879,46.37628305084198,1235.584521342543,1.8499999999999999,0.0,50.0,0.037,4.0,0.0,1.0,1.0,60 BRN_
60,CRAN,Quantal Linear,179.56915539179747,53.28986495031723,1181.351979897125,1.371875,0.0,50.0,0.0274375,4.0,0.0,1.0,1.0,60 CRAN
60,EDEM,Log Logistic,2368.6791712729087,,26981506.479369726,2.328125,0.0,50.0,0.0465625,4.0,0.0,1.0,1.0,60 EDEM
60,EYE_,Quantal Linear,156.07147327630545,47.61970794117743,1026.765112071395,1.4274749721913236,0.0,50.0,0.02854949944382647,4.0,0.0,1.0,1.0,60 EYE_
60,MORT,Logistic,136637.4331942658,,330651.93927806464,2.086417050691244,0.0,50.0,0.04172834101382488,4.0,0.0,1.0,1.0,60 MORT
60,PE__,Quantal Linear,157.21290590437576,41.136929254312086,1034.2743844302693,1.9374749721913234,0.0,50.0,0.03874949944382647,4.0,0.0,1.0,1.0,60 PE__
60,PFIN,Quantal Linear,157.21290590437576,41.136929254312086,1034.2743844302693,1.9374749721913234,0.0,50.0,0.03874949944382647,4.0,0.0,1.0,1.0,60 PFIN
60,TCHR,Quantal Linear,114.13708446863038,50.23592184571457,750.8865897514884,1.6906249999999998,0.0,50.0,0.033812499999999995,4.0,0.0,1.0,1.0,60 TCHR
60,TOT_MORT,Logistic,79.80381637439076,37.01837185335509,220.93699170754917,3.3531249999999995,0.0,50.0,0.06706249999999998,4.0,0.0,1.0,1.0,60 TOT_MORT
