Chemical_ID,End_Point,Dose,Response,CI_Lo,CI_Hi
1515,AXIS,0.0,0.0,0.0,0.11351339317396875
1515,AXIS,0.0001,0.03225806451612903,0.026540842990712216,0.12968298713112003
1515,BRN_,0.0,0.0,0.0,0.11351339317396875
1515,BRN_,0.0001,0.0967741935483871,0.0633095493851897,0.15222519088554123
1515,CRAN,0.0,0.0,0.0,0.11351339317396875
1515,CRAN,0.0001,0.0967741935483871,0.0633095493851897,0.15222519088554123
1515,EDEM,0.0,0.0,0.0,0.11351339317396875
1515,EDEM,0.0001,0.0967741935483871,0.0633095493851897,0.15222519088554123
1515,LTRK,0.0,0.0,0.0,0.11351339317396875
1515,LTRK,0.0001,0.16129032258064516,0.09036407814699213,0.1650532170072874
1515,MUSC,0.0,0.0,0.0,0.11351339317396875
1515,MUSC,0.0001,0.03225806451612903,0.026540842990712216,0.12968298713112003
1515,NC__,0.0,0.0,0.0,0.11351339317396875
1515,NC__,0.0001,0.0,0.0,0.11025539546043595
1515,SKIN,0.0,0.0,0.0,0.11351339317396875
1515,SKIN,0.0001,0.0,0.0,0.11025539546043595
1515,TCHR,0.0,0.0,0.0,0.11351339317396875
1515,TCHR,0.0001,0.03225806451612903,0.026540842990712216,0.12968298713112003
1519,AXIS,0.0,0.0,0.0,0.11351339317396875
1519,AXIS,0.0001,0.0,0.0,0.1071791982550706
1519,BRN_,0.0,0.0,0.0,0.11351339317396875
1519,BRN_,0.0001,0.09375,0.061348448701633834,0.14843154728387867
1519,CRAN,0.0,0.0,0.0,0.11351339317396875
1519,CRAN,0.0001,0.03125,0.025712139835996878,0.12619263820012558
1519,EDEM,0.0,0.0,0.0,0.11351339317396875
1519,EDEM,0.0001,0.0625,0.04518943296835905,0.13897123144154583
1519,LTRK,0.0,0.0,0.0,0.11351339317396875
1519,LTRK,0.0001,0.59375,0.17114975124617138,0.15105365157334572
1519,MUSC,0.0,0.0,0.0,0.11351339317396875
1519,MUSC,0.0001,0.03125,0.025712139835996878,0.12619263820012558
1519,NC__,0.0,0.0,0.0,0.11351339317396875
1519,NC__,0.0001,0.0,0.0,0.1071791982550706
1519,SKIN,0.0,0.0,0.0,0.11351339317396875
1519,SKIN,0.0001,0.0,0.0,0.1071791982550706
1519,TCHR,0.0,0.0,0.0,0.11351339317396875
1519,TCHR,0.0001,0.0,0.0,0.1071791982550706
3053,ANY24,0.0,0.04674945215485756,0.00997033928878651,0.012506893388048425
3053,ANY24,5.0,0.11693242217160213,0.01625122928306484,0.018479412409728224
3053,ANY120,0.0,0.11609110947832477,0.015948345037547648,0.018109431490932054
3053,ANY120,5.0,0.9533995416348358,0.01280542922926664,0.010152076599656445
3053,AXIS,0.0,0.025502318392581144,0.0072864206589702725,0.010095335865094174
3053,AXIS,5.0,0.005203816131830009,0.002816743448813221,0.00610282755389677
3053,ALL_BUT_MORT,0.0,0.07239819004524888,0.012747597375022152,0.015217989215643712
3053,ALL_BUT_MORT,5.0,0.925,0.016008800115512534,0.013383674562384762
3053,BRN_,0.0,0.03786707882534776,0.00910634410046688,0.011842062819134781
3053,BRN_,5.0,0.03642671292281006,0.00936584809503576,0.012444571941078127
3053,CRAN,0.0,0.03941267387944358,0.009309938284741429,0.012036507442477334
3053,CRAN,5.0,0.05897658282740677,0.012189637082752995,0.015118600741710037
3053,DP24,0.0,0.015082956259426848,0.00529808253703694,0.00809960273724798
3053,DP24,5.0,0.06048387096774194,0.011959574378196017,0.014674362663688753
