Chemical_ID,End_Point,Dose,Response,CI_Lo,CI_Hi
1119,MOV1,0.0,0.4074074074074074,0.16225983666345176,0.18532558291194573
1119,MOV1,0.0064,0.6428571428571429,0.1845540777128648,0.15008456206548038
1119,MOV1,0.064,0.6785714285714286,0.18518299676285244,0.1420961022036218
1119,MOV1,0.64,0.2857142857142857,0.13317432514759475,0.1848785986186715
1119,MOV1,6.4,0.6538461538461539,0.19164044195804564,0.1520315429244411
1119,MOV1,64.0,0.72,0.19576605190361562,0.1371614614904345
1119,AUC1,0.0,0.3333333333333333,0.14690071834617682,0.18841906159346594
1119,AUC1,0.0064,0.39285714285714285,0.15720027744134693,0.18305241417688528
1119,AUC1,0.064,0.25,0.12323505080706679,0.18355670318998962
1119,AUC1,0.64,0.25,0.12323505080706679,0.18355670318998962
1119,AUC1,6.4,0.6538461538461539,0.19164044195804564,0.1520315429244411
1119,AUC1,64.0,0.76,0.19429683355429062,0.1250368630659856
1167,MOV1,0.0,0.125,0.07529865612519929,0.15568305481650224
1167,MOV1,0.0064,0.03333333333333333,0.02742474295172089,0.1333705765807584
1167,MOV1,0.064,0.13333333333333333,0.0802367784927859,0.16347993348702963
1167,MOV1,0.64,0.03333333333333333,0.02742474295172089,0.1333705765807584
1167,MOV1,6.4,0.12903225806451613,0.07768941431822465,0.15949180449854805
1167,MOV1,64.0,0.25,0.11747599081490961,0.17106558994244486
1167,AUC1,0.0,0.0625,0.04518943296835905,0.13897123144154583
1167,AUC1,0.0064,0.06666666666666667,0.04818964287539629,0.14656791695950255
1167,AUC1,0.064,0.13333333333333333,0.0802367784927859,0.16347993348702963
1167,AUC1,0.64,0.03333333333333333,0.02742474295172089,0.1333705765807584
1167,AUC1,6.4,0.25806451612903225,0.12104745706509479,0.1743968419653057
1167,AUC1,64.0,0.15625,0.08760579717494293,0.16129149597530396
1183,MOV1,0.0,0.35714285714285715,0.15008456206548038,0.18455407771286475
1183,MOV1,0.0064,0.3225806451612903,0.1368863794976986,0.1760092617578532
1183,MOV1,0.064,0.18518518518518517,0.10337811375541989,0.18180165100029916
1183,MOV1,0.64,0.2857142857142857,0.13317432514759475,0.1848785986186715
1183,MOV1,6.4,0.41379310344827586,0.1586613300350519,0.17882853667293824
1183,MOV1,64.0,0.3103448275862069,0.1375886601413748,0.18195651474472457
1183,AUC1,0.0,0.10714285714285714,0.07002449031355713,0.1648156583438644
1183,AUC1,0.0064,0.22580645161290322,0.11185509600027826,0.1723177322205173
1183,AUC1,0.064,0.18518518518518517,0.10337811375541989,0.18180165100029916
1183,AUC1,0.64,0.35714285714285715,0.15008456206548038,0.18455407771286475
1183,AUC1,6.4,0.3103448275862069,0.1375886601413748,0.18195651474472457
1183,AUC1,64.0,0.27586206896551724,0.12887451794463767,0.18130925520314212
1187,MOV1,0.0,0.3181818181818182,0.15457588636825575,0.20863220440775426
1187,MOV1,0.0064,0.30434782608695654,0.14830758155481635,0.20430973660063556
1187,MOV1,0.064,0.5454545454545454,0.19885659224719598,0.1853425127373215
1187,MOV1,0.64,0.32142857142857145,0.1420961022036219,0.18518299676285238
1187,MOV1,6.4,0.30434782608695654,0.14830758155481635,0.20430973660063556
1187,MOV1,64.0,0.6296296296296297,0.18733728550860573,0.15504524076071435
1187,AUC1,0.0,0.36363636363636365,0.1663043169327024,0.20684655546232633
1187,AUC1,0.0064,0.34782608695652173,0.1597133275685444,0.20327055927084825
1187,AUC1,0.064,0.4090909090909091,0.17653274712619046,0.20356090614593964
1187,AUC1,0.64,0.32142857142857145,0.1420961022036219,0.18518299676285238
1187,AUC1,6.4,0.43478260869565216,0.17843625543891012,0.19710364045418322
1187,AUC1,64.0,0.5185185185185185,0.17866236096899563,0.17404921171929677
1268,MOV1,0.0,0.12,0.07833182849559639,0.17955793920927327
1268,MOV1,0.0064,0.15,0.09763125410378343,0.21041886474075702
1268,MOV1,0.064,0.19047619047619047,0.11380053994857253,0.2095294564258588
1268,MOV1,0.64,0.4,0.18119346762718302,0.2134184992377468
1268,MOV1,6.4,0.12,0.07833182849559639,0.17955793920927327
1268,MOV1,64.0,0.4,0.18119346762718302,0.2134184992377468
1268,AUC1,0.0,0.08,0.05777959871515238,0.16966108950395314
1268,AUC1,0.0064,0.15,0.09763125410378343,0.21041886474075702
1268,AUC1,0.064,0.19047619047619047,0.11380053994857253,0.2095294564258588
1268,AUC1,0.64,0.15,0.09763125410378343,0.21041886474075702
1268,AUC1,6.4,0.04,0.03290376649801272,0.15544063736193733
1268,AUC1,64.0,0.35,0.16880817589891792,0.21714572331476378
1271,MOV1,0.0,0.17857142857142858,0.09978640911538586,0.17734281932200088
1271,MOV1,0.0064,0.2692307692307692,0.13218628601058544,0.19159963456099255
1271,MOV1,0.064,0.3076923076923077,0.14267915173767012,0.19219027552967594
1271,MOV1,0.64,0.5666666666666667,0.17469359665853057,0.15955847756866803
1271,MOV1,6.4,0.3333333333333333,0.14690071834617682,0.18841906159346594
1271,MOV1,64.0,1.0,0.2588329669680316,0.0
1271,AUC1,0.0,0.17857142857142858,0.09978640911538586,0.17734281932200088
1271,AUC1,0.0064,0.15384615384615385,0.09234581661037031,0.18146583943598094
1271,AUC1,0.064,0.3076923076923077,0.14267915173767012,0.19219027552967594
1271,AUC1,0.64,0.26666666666666666,0.1248400334707035,0.17781295028522215
1271,AUC1,6.4,0.25925925925925924,0.12755551364018733,0.18752645388627148
1271,AUC1,64.0,0.9090909090909091,0.2864493455425048,0.07467691802320608
1273,MOV1,0.0,0.29411764705882354,0.16131775095587125,0.23721345360657492
