Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,DataQC_Flag,BMD_Analysis_Flag,BMD_Flag,BMD50_Flag
1271,ANY_MORT,quantal_linear,3.466,2.451,22.804,33.0323,0.0,64.0,4,2,0,0
1271,BRN_,NULL,NULL,NULL,NULL,0.3180952380952381,0.0,6.4,5,NULL,NULL,NULL
1271,CRAN,NULL,NULL,NULL,NULL,1.6053391941391943,0.0,6.4,5,NULL,NULL,NULL
1271,EDEM,NULL,NULL,NULL,NULL,0.32921318681318684,0.0,6.4,5,NULL,NULL,NULL
1271,LTKR,NULL,NULL,NULL,NULL,0.10571428571428573,0.0,6.4,5,NULL,NULL,NULL
1271,MUSC,NULL,NULL,NULL,NULL,0.21131428571428573,0.0,6.4,5,NULL,NULL,NULL
1271,SKIN,NULL,NULL,NULL,NULL,0.00011428571428571428,0.0,6.4,5,NULL,NULL,NULL
1271,TCHR,NULL,NULL,NULL,NULL,0.10582857142857144,0.0,6.4,5,NULL,NULL,NULL
1273,ANY24,NULL,NULL,NULL,NULL,12.1293,0.0,64.0,5,NULL,NULL,NULL
1273,ANY120,NULL,NULL,NULL,NULL,27.2062,0.0,64.0,5,NULL,NULL,NULL
1273,TOT_MORT,NULL,NULL,NULL,NULL,14.606,0.0,64.0,5,NULL,NULL,NULL
1273,ANY_MORT,quantal_linear,18.118,10.74,119.194,15.082,0.0,64.0,4,0,0,1
1273,BRN_,NULL,NULL,NULL,NULL,0.0,0.0,6.4,1,NULL,NULL,NULL
1273,CRAN,NULL,NULL,NULL,NULL,0.0,0.0,6.4,1,NULL,NULL,NULL
1273,EDEM,NULL,NULL,NULL,NULL,0.00018823529411764707,0.0,6.4,5,NULL,NULL,NULL
1273,LTKR,NULL,NULL,NULL,NULL,0.0,0.0,6.4,1,NULL,NULL,NULL
1273,MUSC,NULL,NULL,NULL,NULL,0.00018823529411764707,0.0,6.4,5,NULL,NULL,NULL
1273,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,6.4,1,NULL,NULL,NULL
1273,TCHR,NULL,NULL,NULL,NULL,0.16,0.0,6.4,1,NULL,NULL,NULL
1310,ANY24,NULL,NULL,NULL,NULL,3.0102,0.0,64.0,5,NULL,NULL,NULL
1310,ANY120,NULL,NULL,NULL,NULL,10.8904,0.0,64.0,5,NULL,NULL,NULL
1310,TOT_MORT,NULL,NULL,NULL,NULL,9.8914,0.0,64.0,5,NULL,NULL,NULL
1310,ANY_MORT,NULL,NULL,NULL,NULL,0.9993000000000001,0.0,64.0,5,NULL,NULL,NULL
1310,BRN_,NULL,NULL,NULL,NULL,0.11314285714285716,0.0,64.0,1,NULL,NULL,NULL
1310,CRAN,NULL,NULL,NULL,NULL,0.11314285714285716,0.0,64.0,1,NULL,NULL,NULL
1310,EDEM,NULL,NULL,NULL,NULL,1.1798095238095239,0.0,64.0,1,NULL,NULL,NULL
