Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,DataQC_Flag,BMD_Analysis_Flag,BMD10_Flag,BMD50_Flag,bmdrc.Endpoint.ID
3760,AUC,Log Logistic,52.07465570480508,10.481597761042089,233.4455742877249,27.708333333333332,0.0,100.0,0.27708333333333335,1,1,1,0,3760 AUC
4788,AUC,Log Logistic,0.6784306092985234,0.12910119585606103,4.037878949212985,0.44166666666666665,0.0,1.9,0.2324561403508772,1,1,1,0,4788 AUC
3762,AUC,Log Probit,37.22314802786451,15.811772593513624,1800.8519937429205,21.454761904761902,0.0,100.0,0.21454761904761901,1,1,1,0,3762 AUC
69,MOV,Weibull,0.0,0.0,inf,29.68261904761905,0.0,100.0,0.29682619047619047,1,1,1,0,69 MOV
4902,AUC,Log Probit,85.92891286342052,20.309647851265332,20732.87424670715,21.009880952380946,0.0,100.0,0.21009880952380947,1,1,1,0,4902 AUC
4896,AUC,Quantal Linear,86.5796345875658,38.65856779716774,569.5912670281599,14.15488095238095,0.0,100.0,0.1415488095238095,1,1,1,0,4896 AUC
4839,MOV,Quantal Linear,27.91059826968433,10.00809762814485,183.61862010245324,12.809523809523808,0.0,40.0,0.3202380952380952,1,1,1,0,4839 MOV
4838,AUC,Log Logistic,30.514004047620805,3.160352384546371,3604.388663496118,11.924285714285713,0.0,100.0,0.11924285714285712,1,1,1,0,4838 AUC
4830,AUC,Quantal Linear,8.521953933938955,5.05502084365107,56.06434540767878,4.308333333333334,0.0,20.8,0.20713141025641027,1,1,1,0,4830 AUC
4827,AUC,Quantal Linear,14.798774224968412,,97.35837534331667,6.284761904761904,0.0,24.2,0.2597009051554506,1,1,1,0,4827 AUC
4825,AUC,Log Probit,7.521309719548417,,18081.42118765358,7.394523809523808,0.0,24.2,0.3055588351042896,1,1,1,0,4825 AUC
4816,AUC,Quantal Linear,18.436046028138335,8.423261093312693,121.28730810865422,5.9398809523809515,0.0,27.7,0.2144361354650163,1,1,1,0,4816 AUC
4793,AUC,Quantal Linear,1.5690893007973126,0.5227967275465362,10.322745841778199,0.5383928571428571,0.0,1.9,0.2833646616541353,1,1,1,0,4793 AUC
4792,MOV,Gamma,1.3409740638038512,0.46425006620533477,3.7657087734815406,0.4059523809523809,0.0,1.9,0.21365914786967416,1,1,1,0,4792 MOV
4791,MOV,Quantal Linear,1.0530687128289657,0.4445493834744812,6.927942642230873,0.4964285714285714,0.0,1.9,0.2612781954887218,1,1,1,0,4791 MOV
4790,MOV,Quantal Linear,0.543948845451906,0.29926150500603854,3.578537996324047,0.6529761904761904,0.0,1.9,0.34367167919799496,1,1,1,0,4790 MOV
4835,MOV,Quantal Linear,10.470739388055287,5.848346359314096,68.88504142082164,5.359761904761903,0.0,24.2,0.2214777646595828,1,1,1,0,4835 MOV
4786,MOV,Quantal Linear,1.1784514068335543,0.4895654978489426,7.752811999576651,0.46339285714285705,0.0,1.9,0.243890977443609,1,1,1,0,4786 MOV
4770,AUC,Log Logistic,33.846891860962245,4.1107322857382655,252.77376996914182,35.17738095238095,0.0,100.0,0.3517738095238095,1,1,1,0,4770 AUC
3860,AUC,Log Logistic,67.2595474418084,30.6379061564761,248.75214074915198,14.178333333333331,0.0,100.0,0.14178333333333332,1,1,1,0,3860 AUC
4784,MOV,Weibull,0.0,0.0,inf,0.5574404761904761,0.0,1.9,0.2933897243107769,1,1,1,0,4784 MOV
4753,AUC,Gamma,38.90583995704696,3.9750018796447,2183.5292063339984,13.377142857142857,0.0,100.0,0.13377142857142857,1,1,1,0,4753 AUC
4758,AUC,Quantal Linear,50.07724705141002,24.808165491789218,329.44886789105544,21.07142857142857,0.0,100.0,0.2107142857142857,1,1,1,0,4758 AUC
4758,MOV,Weibull,0.0,0.0,inf,34.31547619047619,0.0,100.0,0.3431547619047619,1,1,1,0,4758 MOV
4764,MOV,Quantal Linear,28.244135909577494,14.473826739722174,185.8129020235231,31.46988095238095,0.0,100.0,0.3146988095238095,1,1,1,0,4764 MOV
3860,MOV,Quantal Linear,34.55450743346619,15.752997955938914,227.3276592621311,40.03023809523809,0.0,100.0,0.4003023809523809,1,1,1,0,3860 MOV
4772,MOV,Gamma,64.85241319119542,17.59652116952266,197.1014179623359,27.976190476190474,0.0,100.0,0.27976190476190477,1,1,1,0,4772 MOV
4777,AUC,Weibull,0.0,0.0,inf,35.94130952380952,0.0,100.0,0.3594130952380952,1,1,1,0,4777 AUC
4783,MOV,Gamma,0.5534067294148097,0.15792391925308055,3.4029877251766396,0.41994047619047614,0.0,1.9,0.22102130325814534,1,1,1,0,4783 MOV
4784,AUC,Log Logistic,1.69709395203549,0.45865766387423995,14.938725750289702,0.29880952380952375,0.0,1.9,0.15726817042606514,1,1,1,0,4784 AUC
4770,MOV,Quantal Linear,78.1712455494173,27.900512243611303,514.2740438876442,19.227738095238095,0.0,100.0,0.19227738095238095,1,1,1,0,4770 MOV
4827,MOV,,,,,3.4755952380952375,0.0,24.2,0.14361963793781973,0,0,0,0,4827 MOV
4833,AUC,,,,,,0.0,24.0,,0,0,0,0,4833 AUC
4828,MOV,,,,,,0.0,24.2,,0,0,0,0,4828 MOV
4829,AUC,,,,,1.5053571428571426,0.0,10.5,0.14336734693877548,0,0,0,0,4829 AUC
4829,MOV,,,,,0.40416666666666656,0.0,10.5,0.03849206349206348,0,0,0,0,4829 MOV
4830,MOV,,,,,2.132738095238095,0.0,20.8,0.10253548534798533,0,0,0,0,4830 MOV
4831,AUC,,,,,,0.0,24.2,,0,0,0,0,4831 AUC
4831,MOV,,,,,,0.0,24.2,,0,0,0,0,4831 MOV
4832,AUC,,,,,,0.0,24.0,,0,0,0,0,4832 AUC
4832,MOV,,,,,,0.0,24.0,,0,0,0,0,4832 MOV
4834,AUC,,,,,,0.0,24.2,,0,0,0,0,4834 AUC
4833,MOV,,,,,,0.0,24.0,,0,0,0,0,4833 MOV
4834,MOV,,,,,,0.0,24.2,,0,0,0,0,4834 MOV
4835,AUC,,,,,3.129047619047619,0.0,24.2,0.12929948839039748,0,0,0,0,4835 AUC
