Chemical_ID,End_Point,Dose,bmdrc.Endpoint.ID,num.affected,num.nonna,CI_Lo,CI_Hi
3760,MOV,7.5,3760 MOV,0.0,14,0.0,0.2153108
3760,MOV,10.0,3760 MOV,1.0,14,0.01272222,0.31468704
3760,MOV,15.0,3760 MOV,1.0,14,0.01272222,0.31468704
3760,MOV,20.0,3760 MOV,1.0,14,0.01272222,0.31468704
3760,MOV,30.0,3760 MOV,2.0,14,0.04009392,0.39941379
3760,MOV,40.0,3760 MOV,1.0,14,0.01272222,0.31468704
3760,MOV,50.0,3760 MOV,1.0,14,0.01272222,0.31468704
3760,MOV,60.0,3760 MOV,0.0,14,0.0,0.2153108
3760,MOV,80.0,3760 MOV,0.0,14,0.0,0.2153108
3760,MOV,100.0,3760 MOV,1.0,14,0.01272222,0.31468704
3762,AUC,0.0,3762 AUC,5.0,24,0.09244825,0.40470453
3762,AUC,2.5,3762 AUC,1.0,14,0.01272222,0.31468704
3762,AUC,3.5,3762 AUC,1.0,14,0.01272222,0.31468704
3762,AUC,4.89,3762 AUC,3.0,14,0.07571387,0.47589231
3762,AUC,6.84,3762 AUC,3.0,14,0.07571387,0.47589231
3762,AUC,9.56,3762 AUC,3.0,14,0.07571387,0.47589231
3762,AUC,13.4,3762 AUC,3.0,14,0.07571387,0.47589231
3762,AUC,18.7,3762 AUC,4.0,14,0.11721379,0.54649084
3762,AUC,26.1,3762 AUC,1.0,14,0.01272222,0.31468704
3762,AUC,36.6,3762 AUC,6.0,14,0.21380799,0.67409355
3762,AUC,51.1,3762 AUC,4.0,14,0.11721379,0.54649084
3762,AUC,71.5,3762 AUC,4.0,14,0.11721379,0.54649084
3762,AUC,100.0,3762 AUC,3.0,14,0.07571387,0.47589231
3762,MOV,0.0,3762 MOV,9.0,24,0.21159368,0.57290038
3762,MOV,2.5,3762 MOV,2.0,14,0.04009392,0.39941379
3762,MOV,3.5,3762 MOV,3.0,14,0.07571387,0.47589231
3762,MOV,4.89,3762 MOV,1.0,14,0.01272222,0.31468704
3762,MOV,6.84,3762 MOV,3.0,14,0.07571387,0.47589231
3762,MOV,9.56,3762 MOV,1.0,14,0.01272222,0.31468704
3762,MOV,13.4,3762 MOV,5.0,14,0.16344732,0.61235577
3762,MOV,18.7,3762 MOV,0.0,14,0.0,0.2153108
3762,MOV,26.1,3762 MOV,4.0,14,0.11721379,0.54649084
3762,MOV,36.6,3762 MOV,1.0,14,0.01272222,0.31468704
3762,MOV,51.1,3762 MOV,2.0,14,0.04009392,0.39941379
3762,MOV,71.5,3762 MOV,3.0,14,0.07571387,0.47589231
3762,MOV,100.0,3762 MOV,0.0,14,0.0,0.2153108
3859,AUC,0.0,3859 AUC,6.0,24,0.11999366,0.44899444
3859,AUC,2.5,3859 AUC,3.0,14,0.07571387,0.47589231
3859,AUC,3.5,3859 AUC,4.0,14,0.11721379,0.54649084
3859,AUC,4.89,3859 AUC,2.0,14,0.04009392,0.39941379
3859,AUC,6.84,3859 AUC,4.0,14,0.11721379,0.54649084
3859,AUC,9.56,3859 AUC,2.0,14,0.04009392,0.39941379
3859,AUC,13.4,3859 AUC,4.0,14,0.11721379,0.54649084
3859,AUC,18.7,3859 AUC,5.0,14,0.16344732,0.61235577
3859,AUC,26.1,3859 AUC,3.0,14,0.07571387,0.47589231
3859,AUC,36.6,3859 AUC,1.0,14,0.01272222,0.31468704
3859,AUC,51.1,3859 AUC,1.0,14,0.01272222,0.31468704
3859,AUC,71.5,3859 AUC,5.0,14,0.16344732,0.61235577
3859,AUC,100.0,3859 AUC,6.0,14,0.21380799,0.67409355
3859,MOV,0.0,3859 MOV,5.0,24,0.09244825,0.40470453
3859,MOV,2.5,3859 MOV,5.0,14,0.16344732,0.61235577
3859,MOV,3.5,3859 MOV,6.0,14,0.21380799,0.67409355
3859,MOV,4.89,3859 MOV,4.0,14,0.11721379,0.54649084
3859,MOV,6.84,3859 MOV,2.0,14,0.04009392,0.39941379
3859,MOV,9.56,3859 MOV,4.0,14,0.11721379,0.54649084
3859,MOV,13.4,3859 MOV,3.0,14,0.07571387,0.47589231
3859,MOV,18.7,3859 MOV,2.0,14,0.04009392,0.39941379
3859,MOV,26.1,3859 MOV,4.0,14,0.11721379,0.54649084
3859,MOV,36.6,3859 MOV,3.0,14,0.07571387,0.47589231
3859,MOV,51.1,3859 MOV,1.0,14,0.01272222,0.31468704
3859,MOV,71.5,3859 MOV,2.0,14,0.04009392,0.39941379
3859,MOV,100.0,3859 MOV,0.0,14,0.0,0.2153108
3860,AUC,0.0,3860 AUC,3.0,24,0.04344334,0.31003881
3860,AUC,2.5,3860 AUC,1.0,14,0.01272222,0.31468704
3860,AUC,3.5,3860 AUC,1.0,14,0.01272222,0.31468704
3860,AUC,4.89,3860 AUC,0.0,14,0.0,0.2153108
3860,AUC,6.84,3860 AUC,1.0,14,0.01272222,0.31468704
3860,AUC,9.56,3860 AUC,1.0,14,0.01272222,0.31468704
3860,AUC,13.4,3860 AUC,0.0,14,0.0,0.2153108
3860,AUC,18.7,3860 AUC,1.0,14,0.01272222,0.31468704
3860,AUC,26.1,3860 AUC,2.0,14,0.04009392,0.39941379
3860,AUC,36.6,3860 AUC,2.0,14,0.04009392,0.39941379
3860,AUC,51.1,3860 AUC,1.0,14,0.01272222,0.31468704
3860,AUC,71.5,3860 AUC,3.0,14,0.07571387,0.47589231
3860,AUC,100.0,3860 AUC,3.0,14,0.07571387,0.47589231
3860,MOV,0.0,3860 MOV,7.0,24,0.14914648,0.49167694
3860,MOV,2.5,3860 MOV,6.0,14,0.21380799,0.67409355
3860,MOV,3.5,3860 MOV,4.0,14,0.11721379,0.54649084
3860,MOV,4.89,3860 MOV,5.0,14,0.16344732,0.61235577
3860,MOV,6.84,3860 MOV,5.0,14,0.16344732,0.61235577
3860,MOV,9.56,3860 MOV,4.0,14,0.11721379,0.54649084
3860,MOV,13.4,3860 MOV,5.0,14,0.16344732,0.61235577
3860,MOV,18.7,3860 MOV,6.0,14,0.21380799,0.67409355
3860,MOV,26.1,3860 MOV,2.0,14,0.04009392,0.39941379
3860,MOV,36.6,3860 MOV,5.0,14,0.16344732,0.61235577
3860,MOV,51.1,3860 MOV,4.0,14,0.11721379,0.54649084
3860,MOV,71.5,3860 MOV,7.0,14,0.26799202,0.73200798
3860,MOV,100.0,3860 MOV,8.0,14,0.32590645,0.78619201
3862,AUC,0.0,3862 AUC,0.0,0,,
3862,AUC,2.5,3862 AUC,0.0,0,,
3862,AUC,3.5,3862 AUC,0.0,0,,
3862,AUC,4.89,3862 AUC,0.0,0,,
3862,AUC,6.84,3862 AUC,0.0,0,,
3862,AUC,9.56,3862 AUC,0.0,0,,
3862,AUC,13.4,3862 AUC,0.0,0,,
3862,AUC,18.7,3862 AUC,0.0,0,,
3862,AUC,26.1,3862 AUC,0.0,0,,
3862,AUC,36.6,3862 AUC,0.0,0,,
3862,AUC,51.1,3862 AUC,0.0,0,,
3862,AUC,71.5,3862 AUC,0.0,0,,
3862,AUC,100.0,3862 AUC,0.0,0,,
3862,MOV,0.0,3862 MOV,0.0,0,,
3862,MOV,2.5,3862 MOV,0.0,0,,
3862,MOV,3.5,3862 MOV,0.0,0,,
3862,MOV,4.89,3862 MOV,0.0,0,,
3862,MOV,6.84,3862 MOV,0.0,0,,
3862,MOV,9.56,3862 MOV,0.0,0,,
3862,MOV,13.4,3862 MOV,0.0,0,,
3862,MOV,18.7,3862 MOV,0.0,0,,
3862,MOV,26.1,3862 MOV,0.0,0,,
3862,MOV,36.6,3862 MOV,0.0,0,,
3862,MOV,51.1,3862 MOV,0.0,0,,
3862,MOV,71.5,3862 MOV,0.0,0,,
3862,MOV,100.0,3862 MOV,0.0,0,,
447,AUC,0.0,447 AUC,2.0,24,0.02315882,0.25848802
447,AUC,2.5,447 AUC,1.0,14,0.01272222,0.31468704
447,AUC,3.5,447 AUC,2.0,14,0.04009392,0.39941379
447,AUC,4.89,447 AUC,1.0,14,0.01272222,0.31468704
447,AUC,6.84,447 AUC,0.0,14,0.0,0.2153108
447,AUC,9.56,447 AUC,2.0,14,0.04009392,0.39941379
447,AUC,13.4,447 AUC,3.0,14,0.07571387,0.47589231
447,AUC,18.7,447 AUC,2.0,14,0.04009392,0.39941379
447,AUC,26.1,447 AUC,0.0,14,0.0,0.2153108
447,AUC,36.6,447 AUC,0.0,14,0.0,0.2153108
447,AUC,51.1,447 AUC,3.0,14,0.07571387,0.47589231
447,AUC,71.5,447 AUC,2.0,14,0.04009392,0.39941379
447,AUC,100.0,447 AUC,1.0,14,0.01272222,0.31468704
447,MOV,0.0,447 MOV,8.0,24,0.1797219,0.53293683
447,MOV,2.5,447 MOV,2.0,14,0.04009392,0.39941379
447,MOV,3.5,447 MOV,3.0,14,0.07571387,0.47589231
447,MOV,4.89,447 MOV,6.0,14,0.21380799,0.67409355
447,MOV,6.84,447 MOV,2.0,14,0.04009392,0.39941379
447,MOV,9.56,447 MOV,1.0,14,0.01272222,0.31468704
447,MOV,13.4,447 MOV,3.0,14,0.07571387,0.47589231
447,MOV,18.7,447 MOV,2.0,14,0.04009392,0.39941379
447,MOV,26.1,447 MOV,3.0,14,0.07571387,0.47589231
447,MOV,36.6,447 MOV,4.0,14,0.11721379,0.54649084
447,MOV,51.1,447 MOV,4.0,14,0.11721379,0.54649084
447,MOV,71.5,447 MOV,4.0,14,0.11721379,0.54649084
447,MOV,100.0,447 MOV,4.0,14,0.11721379,0.54649084
4579,AUC,0.0,4579 AUC,0.0,0,,
4579,AUC,2.5,4579 AUC,0.0,0,,
4579,AUC,3.5,4579 AUC,0.0,0,,
4579,AUC,4.89,4579 AUC,0.0,0,,
4579,AUC,6.84,4579 AUC,0.0,0,,
4579,AUC,9.56,4579 AUC,0.0,0,,
4579,AUC,13.4,4579 AUC,0.0,0,,
4579,AUC,18.7,4579 AUC,0.0,0,,
4579,AUC,26.1,4579 AUC,0.0,0,,
4579,AUC,36.6,4579 AUC,0.0,0,,
4579,AUC,51.1,4579 AUC,0.0,0,,
4579,AUC,71.5,4579 AUC,0.0,0,,
4579,AUC,100.0,4579 AUC,0.0,0,,
4579,MOV,0.0,4579 MOV,0.0,0,,
4579,MOV,2.5,4579 MOV,0.0,0,,
4579,MOV,3.5,4579 MOV,0.0,0,,
4579,MOV,4.89,4579 MOV,0.0,0,,
4579,MOV,6.84,4579 MOV,0.0,0,,
4579,MOV,9.56,4579 MOV,0.0,0,,
4579,MOV,13.4,4579 MOV,0.0,0,,
4579,MOV,18.7,4579 MOV,0.0,0,,
4579,MOV,26.1,4579 MOV,0.0,0,,
4579,MOV,36.6,4579 MOV,0.0,0,,
4579,MOV,51.1,4579 MOV,0.0,0,,
4579,MOV,71.5,4579 MOV,0.0,0,,
4579,MOV,100.0,4579 MOV,0.0,0,,
4750,AUC,0.0,4750 AUC,5.0,24,0.09244825,0.40470453
4750,AUC,2.5,4750 AUC,4.0,14,0.11721379,0.54649084
4750,AUC,3.5,4750 AUC,0.0,14,0.0,0.2153108
4750,AUC,4.89,4750 AUC,1.0,14,0.01272222,0.31468704
4750,AUC,6.84,4750 AUC,1.0,14,0.01272222,0.31468704
4750,AUC,9.56,4750 AUC,3.0,14,0.07571387,0.47589231
4750,AUC,13.4,4750 AUC,1.0,14,0.01272222,0.31468704
4750,AUC,18.7,4750 AUC,0.0,14,0.0,0.2153108
4750,AUC,26.1,4750 AUC,1.0,14,0.01272222,0.31468704
4750,AUC,36.6,4750 AUC,2.0,14,0.04009392,0.39941379
4750,AUC,51.1,4750 AUC,1.0,14,0.01272222,0.31468704
4750,AUC,71.5,4750 AUC,1.0,14,0.01272222,0.31468704
4750,AUC,100.0,4750 AUC,1.0,14,0.01272222,0.31468704
4750,MOV,0.0,4750 MOV,6.0,24,0.11999366,0.44899444
4750,MOV,2.5,4750 MOV,3.0,14,0.07571387,0.47589231
4750,MOV,3.5,4750 MOV,3.0,14,0.07571387,0.47589231
4750,MOV,4.89,4750 MOV,1.0,14,0.01272222,0.31468704
4750,MOV,6.84,4750 MOV,0.0,14,0.0,0.2153108
4750,MOV,9.56,4750 MOV,2.0,14,0.04009392,0.39941379
4750,MOV,13.4,4750 MOV,2.0,14,0.04009392,0.39941379
4750,MOV,18.7,4750 MOV,1.0,14,0.01272222,0.31468704
4750,MOV,26.1,4750 MOV,0.0,14,0.0,0.2153108
4750,MOV,36.6,4750 MOV,2.0,14,0.04009392,0.39941379
4750,MOV,51.1,4750 MOV,2.0,14,0.04009392,0.39941379
4750,MOV,71.5,4750 MOV,1.0,14,0.01272222,0.31468704
4750,MOV,100.0,4750 MOV,0.0,14,0.0,0.2153108
4751,AUC,0.0,4751 AUC,5.0,24,0.09244825,0.40470453
4751,AUC,2.5,4751 AUC,4.0,14,0.11721379,0.54649084
4751,AUC,3.5,4751 AUC,3.0,14,0.07571387,0.47589231
4751,AUC,4.89,4751 AUC,3.0,14,0.07571387,0.47589231
4751,AUC,6.84,4751 AUC,2.0,14,0.04009392,0.39941379
4751,AUC,9.56,4751 AUC,3.0,14,0.07571387,0.47589231
4751,AUC,13.4,4751 AUC,1.0,14,0.01272222,0.31468704
4751,AUC,18.7,4751 AUC,1.0,14,0.01272222,0.31468704
4751,AUC,26.1,4751 AUC,0.0,14,0.0,0.2153108
4751,AUC,36.6,4751 AUC,2.0,14,0.04009392,0.39941379
4751,AUC,51.1,4751 AUC,0.0,14,0.0,0.2153108
4751,AUC,71.5,4751 AUC,0.0,14,0.0,0.2153108
4751,AUC,100.0,4751 AUC,1.0,14,0.01272222,0.31468704
4751,MOV,0.0,4751 MOV,3.0,24,0.04344334,0.31003881
4751,MOV,2.5,4751 MOV,6.0,14,0.21380799,0.67409355
4751,MOV,3.5,4751 MOV,1.0,14,0.01272222,0.31468704
4751,MOV,4.89,4751 MOV,2.0,14,0.04009392,0.39941379
4751,MOV,6.84,4751 MOV,1.0,14,0.01272222,0.31468704
4751,MOV,9.56,4751 MOV,5.0,14,0.16344732,0.61235577
4751,MOV,13.4,4751 MOV,3.0,14,0.07571387,0.47589231
4751,MOV,18.7,4751 MOV,2.0,14,0.04009392,0.39941379
4751,MOV,26.1,4751 MOV,1.0,14,0.01272222,0.31468704
4751,MOV,36.6,4751 MOV,1.0,14,0.01272222,0.31468704
4751,MOV,51.1,4751 MOV,3.0,14,0.07571387,0.47589231
4751,MOV,71.5,4751 MOV,1.0,14,0.01272222,0.31468704
4751,MOV,100.0,4751 MOV,0.0,14,0.0,0.2153108
4752,AUC,0.0,4752 AUC,0.0,0,,
4752,AUC,2.5,4752 AUC,0.0,0,,
4752,AUC,3.5,4752 AUC,0.0,0,,
4752,AUC,4.89,4752 AUC,0.0,0,,
4752,AUC,6.84,4752 AUC,0.0,0,,
4752,AUC,9.56,4752 AUC,0.0,0,,
4752,AUC,13.4,4752 AUC,0.0,0,,
4752,AUC,18.7,4752 AUC,0.0,0,,
4752,AUC,26.1,4752 AUC,0.0,0,,
4752,AUC,36.6,4752 AUC,0.0,0,,
4752,AUC,51.1,4752 AUC,0.0,0,,
4752,AUC,71.5,4752 AUC,0.0,0,,
4752,AUC,100.0,4752 AUC,0.0,0,,
4752,MOV,0.0,4752 MOV,0.0,0,,
4752,MOV,2.5,4752 MOV,0.0,0,,
4752,MOV,3.5,4752 MOV,0.0,0,,
4752,MOV,4.89,4752 MOV,0.0,0,,
4752,MOV,6.84,4752 MOV,0.0,0,,
4752,MOV,9.56,4752 MOV,0.0,0,,
4752,MOV,13.4,4752 MOV,0.0,0,,
4752,MOV,18.7,4752 MOV,0.0,0,,
4752,MOV,26.1,4752 MOV,0.0,0,,
4752,MOV,36.6,4752 MOV,0.0,0,,
4752,MOV,51.1,4752 MOV,0.0,0,,
4752,MOV,71.5,4752 MOV,0.0,0,,
4752,MOV,100.0,4752 MOV,0.0,0,,
4753,AUC,0.0,4753 AUC,1.0,24,0.00739346,0.20241806
4753,AUC,2.5,4753 AUC,1.0,14,0.01272222,0.31468704
4753,AUC,3.5,4753 AUC,0.0,14,0.0,0.2153108
4753,AUC,4.89,4753 AUC,2.0,14,0.04009392,0.39941379
4753,AUC,6.84,4753 AUC,0.0,14,0.0,0.2153108
4753,AUC,9.56,4753 AUC,4.0,14,0.11721379,0.54649084
4753,AUC,13.4,4753 AUC,0.0,14,0.0,0.2153108
4753,AUC,18.7,4753 AUC,1.0,14,0.01272222,0.31468704
4753,AUC,26.1,4753 AUC,2.0,14,0.04009392,0.39941379
4753,AUC,36.6,4753 AUC,3.0,14,0.07571387,0.47589231
4753,AUC,51.1,4753 AUC,2.0,14,0.04009392,0.39941379
4753,AUC,71.5,4753 AUC,1.0,14,0.01272222,0.31468704
4753,AUC,100.0,4753 AUC,3.0,14,0.07571387,0.47589231
4753,MOV,0.0,4753 MOV,4.0,24,0.06678676,0.35853071
4753,MOV,2.5,4753 MOV,5.0,14,0.16344732,0.61235577
4753,MOV,3.5,4753 MOV,4.0,14,0.11721379,0.54649084
4753,MOV,4.89,4753 MOV,2.0,14,0.04009392,0.39941379
4753,MOV,6.84,4753 MOV,3.0,14,0.07571387,0.47589231
4753,MOV,9.56,4753 MOV,3.0,14,0.07571387,0.47589231
4753,MOV,13.4,4753 MOV,3.0,14,0.07571387,0.47589231
4753,MOV,18.7,4753 MOV,2.0,14,0.04009392,0.39941379
4753,MOV,26.1,4753 MOV,4.0,14,0.11721379,0.54649084
4753,MOV,36.6,4753 MOV,3.0,14,0.07571387,0.47589231
4753,MOV,51.1,4753 MOV,3.0,14,0.07571387,0.47589231
4753,MOV,71.5,4753 MOV,1.0,14,0.01272222,0.31468704
4753,MOV,100.0,4753 MOV,0.0,14,0.0,0.2153108
4754,AUC,0.0,4754 AUC,6.0,24,0.11999366,0.44899444
4754,AUC,2.5,4754 AUC,6.0,14,0.21380799,0.67409355
4754,AUC,3.5,4754 AUC,3.0,14,0.07571387,0.47589231
4754,AUC,4.89,4754 AUC,2.0,14,0.04009392,0.39941379
4754,AUC,6.84,4754 AUC,3.0,14,0.07571387,0.47589231
4754,AUC,9.56,4754 AUC,5.0,14,0.16344732,0.61235577
4754,AUC,13.4,4754 AUC,2.0,14,0.04009392,0.39941379
4754,AUC,18.7,4754 AUC,2.0,14,0.04009392,0.39941379
4754,AUC,26.1,4754 AUC,6.0,14,0.21380799,0.67409355
4754,AUC,36.6,4754 AUC,1.0,14,0.01272222,0.31468704
4754,AUC,51.1,4754 AUC,3.0,14,0.07571387,0.47589231
4754,AUC,71.5,4754 AUC,2.0,14,0.04009392,0.39941379
4754,AUC,100.0,4754 AUC,1.0,14,0.01272222,0.31468704
4754,MOV,0.0,4754 MOV,3.0,24,0.04344334,0.31003881
4754,MOV,2.5,4754 MOV,3.0,14,0.07571387,0.47589231
4754,MOV,3.5,4754 MOV,4.0,14,0.11721379,0.54649084
4754,MOV,4.89,4754 MOV,5.0,14,0.16344732,0.61235577
4754,MOV,6.84,4754 MOV,4.0,14,0.11721379,0.54649084
4754,MOV,9.56,4754 MOV,3.0,14,0.07571387,0.47589231
4754,MOV,13.4,4754 MOV,4.0,14,0.11721379,0.54649084
4754,MOV,18.7,4754 MOV,2.0,14,0.04009392,0.39941379
4754,MOV,26.1,4754 MOV,3.0,14,0.07571387,0.47589231
4754,MOV,36.6,4754 MOV,2.0,14,0.04009392,0.39941379
4754,MOV,51.1,4754 MOV,0.0,14,0.0,0.2153108
4754,MOV,71.5,4754 MOV,0.0,14,0.0,0.2153108
4754,MOV,100.0,4754 MOV,0.0,14,0.0,0.2153108
4755,AUC,0.0,4755 AUC,2.0,24,0.02315882,0.25848802
4755,AUC,2.5,4755 AUC,2.0,14,0.04009392,0.39941379
4755,AUC,5.0,4755 AUC,2.0,14,0.04009392,0.39941379
4755,AUC,7.5,4755 AUC,2.0,14,0.04009392,0.39941379
4755,AUC,10.0,4755 AUC,2.0,14,0.04009392,0.39941379
4755,AUC,15.0,4755 AUC,4.0,14,0.11721379,0.54649084
4755,AUC,20.0,4755 AUC,1.0,14,0.01272222,0.31468704
4755,AUC,30.0,4755 AUC,1.0,14,0.01272222,0.31468704
4755,AUC,40.0,4755 AUC,4.0,14,0.11721379,0.54649084
4755,AUC,50.0,4755 AUC,1.0,14,0.01272222,0.31468704
4755,AUC,60.0,4755 AUC,2.0,14,0.04009392,0.39941379
4755,AUC,80.0,4755 AUC,0.0,14,0.0,0.2153108
4755,AUC,100.0,4755 AUC,0.0,14,0.0,0.2153108
4755,MOV,0.0,4755 MOV,1.0,24,0.00739346,0.20241806
4755,MOV,2.5,4755 MOV,3.0,14,0.07571387,0.47589231
4755,MOV,5.0,4755 MOV,0.0,14,0.0,0.2153108
4755,MOV,7.5,4755 MOV,2.0,14,0.04009392,0.39941379
4755,MOV,10.0,4755 MOV,3.0,14,0.07571387,0.47589231
4755,MOV,15.0,4755 MOV,1.0,14,0.01272222,0.31468704
4755,MOV,20.0,4755 MOV,2.0,14,0.04009392,0.39941379
4755,MOV,30.0,4755 MOV,4.0,14,0.11721379,0.54649084
4755,MOV,40.0,4755 MOV,2.0,14,0.04009392,0.39941379
4755,MOV,50.0,4755 MOV,2.0,14,0.04009392,0.39941379
4755,MOV,60.0,4755 MOV,3.0,14,0.07571387,0.47589231
4755,MOV,80.0,4755 MOV,1.0,14,0.01272222,0.31468704
4755,MOV,100.0,4755 MOV,1.0,14,0.01272222,0.31468704
4756,AUC,0.0,4756 AUC,3.0,24,0.04344334,0.31003881
4756,AUC,2.5,4756 AUC,2.0,14,0.04009392,0.39941379
4756,AUC,5.0,4756 AUC,1.0,14,0.01272222,0.31468704
4756,AUC,7.5,4756 AUC,1.0,14,0.01272222,0.31468704
4756,AUC,10.0,4756 AUC,3.0,14,0.07571387,0.47589231
4756,AUC,15.0,4756 AUC,6.0,14,0.21380799,0.67409355
4756,AUC,20.0,4756 AUC,4.0,14,0.11721379,0.54649084
4756,AUC,30.0,4756 AUC,5.0,14,0.16344732,0.61235577
4756,AUC,40.0,4756 AUC,4.0,14,0.11721379,0.54649084
4756,AUC,50.0,4756 AUC,1.0,14,0.01272222,0.31468704
4756,AUC,60.0,4756 AUC,3.0,14,0.07571387,0.47589231
4756,AUC,80.0,4756 AUC,1.0,14,0.01272222,0.31468704
4756,AUC,100.0,4756 AUC,3.0,14,0.07571387,0.47589231
4756,MOV,0.0,4756 MOV,0.0,24,0.0,0.1379762
4756,MOV,2.5,4756 MOV,1.0,14,0.01272222,0.31468704
4756,MOV,5.0,4756 MOV,0.0,14,0.0,0.2153108
4756,MOV,7.5,4756 MOV,2.0,14,0.04009392,0.39941379
4756,MOV,10.0,4756 MOV,0.0,14,0.0,0.2153108
4756,MOV,15.0,4756 MOV,4.0,14,0.11721379,0.54649084
4756,MOV,20.0,4756 MOV,3.0,14,0.07571387,0.47589231
4756,MOV,30.0,4756 MOV,1.0,14,0.01272222,0.31468704
