Chemical_ID,End_Point,Dose,bmdrc.Endpoint.ID,num.affected,num.nonna,CI_Lo,CI_Hi,Response
2509,AUC,0.0,2509 AUC,2.0,32,0.01731057,0.20147123,0.0625
2509,AUC,0.0001,2509 AUC,18.0,32,0.39325591,0.71834669,0.5625
2509,AUC,0.0005,2509 AUC,0.0,32,0.0,0.1071792,0.0
2509,AUC,0.0011,2509 AUC,0.0,32,0.0,0.1071792,0.0
2509,AUC,0.0036,2509 AUC,0.0,32,0.0,0.1071792,0.0
2509,AUC,0.005,2509 AUC,0.0,32,0.0,0.1071792,0.0
2509,MOV,0.0,2509 MOV,8.0,32,0.13252401,0.42106559,0.25
2509,MOV,0.0001,2509 MOV,10.0,32,0.17952542,0.48566678,0.3125
2509,MOV,0.0005,2509 MOV,0.0,32,0.0,0.1071792,0.0
2509,MOV,0.0011,2509 MOV,0.0,32,0.0,0.1071792,0.0
2509,MOV,0.0036,2509 MOV,0.0,32,0.0,0.1071792,0.0
2509,MOV,0.005,2509 MOV,0.0,32,0.0,0.1071792,0.0
2915,AUC,0.0,2915 AUC,7.0,32,0.11023836,0.38754994,0.21875
2915,AUC,6.25,2915 AUC,10.0,32,0.17952542,0.48566678,0.3125
2915,AUC,12.5,2915 AUC,9.0,32,0.1556458,0.45374509,0.28125
2915,AUC,25.0,2915 AUC,8.0,32,0.13252401,0.42106559,0.25
2915,AUC,50.0,2915 AUC,11.0,32,0.20410438,0.51688912,0.34375
2915,AUC,100.0,2915 AUC,7.0,32,0.11023836,0.38754994,0.21875
2915,MOV,0.0,2915 MOV,2.0,32,0.01731057,0.20147123,0.0625
2915,MOV,6.25,2915 MOV,6.0,32,0.08889545,0.35309155,0.1875
2915,MOV,12.5,2915 MOV,2.0,32,0.01731057,0.20147123,0.0625
2915,MOV,25.0,2915 MOV,3.0,32,0.03240155,0.24218155,0.09375
2915,MOV,50.0,2915 MOV,3.0,32,0.03240155,0.24218155,0.09375
2915,MOV,100.0,2915 MOV,4.0,32,0.04970134,0.28068305,0.125
