"cas_number","zf.cid","Chemical_ID","chemical_class"
"60168-88-9","1818",1818,"Fungicide"
"22224-92-6","1817",1817,"Insecticide"
"140-56-7","1816",1816,NA
"161326-34-7","1815",1815,"Fungicide"
"2783-94-0","1809",1809,NA
"1934-21-0","1808",1808,NA
"3844-45-9","1807",1807,NA
"196808-45-4","1806",1806,NA
"221246-12-4","1805",1805,NA
"131807-57-3","1804",1804,"Fungicide"
"129299-90-7","1799",1799,NA
"97-53-0","1796",1796,"Insecticide"
"2593-15-9","1795",1795,"Fungicide"
"153233-91-1","1794",1794,"General Pesticide"
"80844-07-1","1792",1792,"Insecticide"
"120-47-8","1791",1791,NA
"96-45-7","1790",1790,"Fungicide"
"107-21-1","1789",1789,NA
"106-30-9","1787",1787,NA
"105-54-4","1786",1786,NA
"NOCAS_47389","1784",1784,NA
"929601-09-2","1783",1783,NA
"NOCAS_47362","1782",1782,NA
"91-53-2","1781",1781,"Fungicide"
"13194-48-4","1780",1780,"Insecticide"
"26225-79-6","1779",1779,"Herbicide"
"563-12-2","1778",1778,"Insecticide"
"16672-87-0","1777",1777,NA
"141-43-5","1776",1776,NA
"55283-68-6","1773",1773,"Herbicide"
"53-16-7","1771",1771,NA
"50-28-2","1770",1770,"Pharmacological"
"66230-04-4","1769",1769,"Insecticide"
"114-07-8","1768",1768,NA
"72-20-8","1764",1764,"Fungicide"
"145-73-3","1763",1763,NA
"115-29-7","1762",1762,NA
"155569-91-8","1757",1757,NA
"361343-19-3","1756",1756,NA
"112-00-5","1710",1710,NA
"27176-87-0","1709",1709,NA
"27323-41-7","1708",1708,NA
"123-01-3","1707",1707,NA
"577-11-7","1706",1706,NA
"69-65-8","1704",1704,NA
"330-54-1","1703",1703,"Herbicide"
"97886-45-8","1702",1702,"Herbicide"
"110-05-4","1700",1700,NA
"298-04-4","1699",1699,"Insecticide"
"331623-06-4","1697",1697,NA
"6385-62-2","1695",1695,NA
"25265-71-8","1694",1694,NA
"136-45-8","1693",1693,"Insecticide"
"122-39-4","1692",1692,"Fungicide"
"744-45-6","1690",1690,NA
"147-24-0","1689",1689,NA
"131-18-0","1688",1688,"Industrial"
"2432-87-3","1687",1687,NA
"117-84-0","1686",1686,"Industrial"
"88-85-7","1685",1685,"Fungicide"
"83657-24-3","1684",1684,"Fungicide"
"79-44-7","1680",1680,NA
"75-60-5","1679",1679,NA
"108-01-0","1678",1678,NA
"120-61-6","1677",1677,NA
"77-78-1","1676",1676,NA
"106-65-0","1675",1675,NA
"131-11-3","1674",1674,"Insecticide"
"20120-33-6","1673",1673,NA
"756-79-6","1672",1672,NA
"108-59-8","1671",1671,NA
"868-85-9","1670",1670,NA
"1119-40-0","1669",1669,NA
"627-93-0","1667",1667,NA
"828-00-2","1666",1666,NA
"110488-70-5","1665",1665,"Fungicide"
"60-51-5","1664",1664,"Insecticide"
"55290-64-7","1663",1663,"General Pesticide"
"87674-68-8","1662",1662,"Herbicide"
"1445-75-6","1659",1659,NA
"166412-78-8","1658",1658,NA
"27178-16-1","1657",1657,NA
"84-69-5","1656",1656,"Industrial"
"141-04-8","1655",1655,NA
"84-75-3","1654",1654,"Industrial"
"43222-48-6","1653",1653,NA
"119446-68-3","1652",1652,"Fungicide"
"56-53-1","1651",1651,"Pharmacological"
"111-77-3","1650",1650,NA
"120-55-8","1649",1649,NA
"111-46-6","1648",1648,"Industrial"
"322089","1647",1647,NA
"11-55-2781","1647",1647,NA
"64-67-5","1646",1646,NA
"84-66-2","1645",1645,"Insecticide"
"123-25-1","1644",1644,NA
"111-42-2","1643",1643,NA
"60-57-1","1642",1642,"Insecticide"
"7173-51-5","1641",1641,NA
"2550-40-5","1640",1640,NA
"80-43-3","1639",1639,NA
"141-66-2","1638",1638,"Insecticide"
"115-32-2","1637",1637,"Insecticide"
"145701-21-9","1636",1636,NA
"99-30-9","1635",1635,"Fungicide"
"51338-27-3","1634",1634,"Herbicide"
"15307-79-6","1632",1632,NA
"62-73-7","1631",1631,"Insecticide"
"120-36-5","1630",1630,"Herbicide"
"50-29-3","1629",1629,"Insecticide"
"79-43-6","1627",1627,NA
"1194-65-6","1626",1626,"Herbicide"
"1918-00-9","1625",1625,"Herbicide"
"84-74-2","1624",1624,"Insecticide"
"105-99-7","1623",1623,NA
"109-43-3","1622",1622,NA
"3252-43-5","1621",1621,NA
"132-65-0","1620",1620,"PAH_Parent"
"132-64-9","1619",1619,"PAH_Heterocyclic"
"203-18-9","1618",1618,"PAH_Parent"
"205-97-0","1617",1617,"PAH_Parent"
"191-30-0","1616",1616,NA
"84030-79-5","1615",1615,"PAH_Parent"
"191-30-0","1614",1614,"PAH_Parent"
"189-55-9","1613",1613,"PAH_Parent"
"189-64-0","1612",1612,"PAH_Parent"
"53-70-3","1611",1611,"PAH_Parent"
"215-58-7","1610",1610,"PAH_Parent"
"962-58-3","1609",1609,"General Pesticide"
"333-41-5","1608",1608,"Insecticide"
"439-14-5","1607",1607,NA
"131-17-9","1606",1606,NA
"123-42-2","1605",1605,NA
"27138-31-4","1604",1604,NA
"117-81-7","1603",1603,"Insecticide"
"103-23-1","1602",1602,NA
"50-70-4","1601",1601,NA
"2392-39-4","1600",1600,NA
"52918-63-5","1595",1595,"Insecticide"
"1007-28-9","1594",1594,NA
"334-48-5","1588",1588,NA
"124-18-5","1587",1587,NA
"1163-19-5","1585",1585,NA
"NOCAS_0010","1582",1582,NA
"32534-81-9","1579",1579,NA
"533-74-4","1575",1575,"Fungicide"
"139340-56-0","1572",1572,NA
"80-08-0","1571",1571,NA
"1596-84-5","1570",1570,NA
"75-99-0","1569",1569,NA
"486-66-8","1568",1568,NA
"191680-83-8","1566",1566,NA
"95235-30-6","1565",1565,NA
"69-74-9","1560",1560,NA
"66215-27-8","1559",1559,"Insecticide"
"427-51-0","1558",1558,NA
"121552-61-2","1557",1557,"Fungicide"
"94361-06-5","1556",1556,NA
"52315-07-8","1555",1555,"Insecticide"
"57966-95-7","1554",1554,"Fungicide"
"122008-85-9","1548",1548,"Herbicide"
"68359-37-5","1547",1547,"Insecticide"
"6055-19-2","1545",1545,NA
"4449-51-8","1544",1544,NA
"712-50-5","1543",1543,NA
"108-91-8","1542",1542,NA
"66-81-9","1541",1541,NA
"108-94-1","1540",1540,NA
"108-93-0","1539",1539,NA
"1134-23-2","1537",1537,"Herbicide"
"113136-77-9","1536",1536,NA
"120116-88-3","1535",1535,NA
"108-80-5","1534",1534,NA
"21725-46-2","1532",1532,"Herbicide"
"420-04-2","1531",1531,NA
"80-15-9","1522",1522,NA
"26444-49-5","1457",1457,NA
"91-64-5","1455",1455,NA
"56-72-4","1454",1454,"Insecticide"
"486-56-6","1452",1452,NA
"50-22-6","1450",1450,NA
"191-07-1","1449",1449,"PAH_Parent"
"64-86-8","1430",1430,NA
"8000-34-8","1392",1392,NA
"23593-75-1","1391",1391,NA
"210880-92-5","1390",1390,NA
"120-32-1","1389",1389,NA
"57754-85-5","1388",1388,NA
"1702-17-6","1387",1387,NA
"101-10-0","1386",1386,NA
"50-41-9","1385",1385,NA
"81777-89-1","1384",1384,"Herbicide"
"637-07-0","1383",1383,NA
"74115-24-5","1382",1382,NA
"105512-06-9","1381",1381,"Herbicide"
"4291-63-8","1380",1380,NA
"106-22-9","1379",1379,NA
"77-92-9","1378",1378,NA
"199171-88-5","1375",1375,NA
"87818-31-3","1372",1372,NA
"218-01-9","1371",1371,"PAH_Parent"
"491-38-3","1370",1370,"PAH_Oxy"
"1861-32-1","1369",1369,"Herbicide"
"5598-13-0","1367",1367,"Insecticide"
"5598-15-2","1366",1366,NA
"2921-88-2","1364",1364,"Insecticide"
"101-21-3","1363",1363,"Herbicide"
"69-09-0","1362",1362,NA
"1897-45-6","1361",1361,"General Pesticide"
"2675-77-6","1360",1360,"Fungicide"
"510-15-6","1359",1359,"General Pesticide"
"1698-60-8","1356",1356,"Herbicide"
"54593-83-8","1355",1355,"Insecticide"
"115-28-6","1354",1354,NA
"57-74-9","1353",1353,NA
"133-90-4","1352",1352,NA
"169590-42-5","1333",1333,NA
"120-80-9","1327",1327,NA
"1260-17-9","1325",1325,NA
"159138-81-5","1324",1324,NA
"128639-02-1","1323",1323,"Herbicide"
"5234-68-4","1322",1322,"Fungicide"
"55285-14-8","1321",1321,"Insecticide"
"1563-66-2","1318",1318,"Insecticide"
"10605-21-7","1317",1317,NA
"86-74-8","1316",1316,"PAH_Heterocyclic"
"63-25-2","1315",1315,"Insecticide"
"298-46-4","1314",1314,NA
"184653-84-7","1313",1313,NA
"133-06-2","1312",1312,"Fungicide"
"191906","1311",1311,"Fungicide"
"105-60-2","1310",1310,NA
"123122-55-4","1308",1308,NA
"58-08-2","1307",1307,"Pharmacological"
"91082-17-6","1277",1277,NA
"842-07-9","1273",1273,NA
"82469-79-2","1272",1272,NA
"94-26-8","1271",1271,NA
"104-51-8","1270",1270,NA
"2008-41-5","1269",1269,"Herbicide"
"85-68-7","1268",1268,"Industrial"
"136-60-7","1267",1267,NA
"33629-47-9","1266",1266,"Herbicide"
"107-92-6","1265",1265,NA
"35256-85-0","1264",1264,"Herbicide"
"134605-64-4","1263",1263,"Herbicide"
"23184-66-9","1262",1262,"Herbicide"
"55-98-1","1261",1261,NA
"NOCAS_0009","1260",1260,NA
"69327-76-0","1259",1259,"Insecticide"
"52-51-7","1251",1251,NA
"1689-84-5","1250",1250,"Herbicide"
"314-40-9","1246",1246,"Herbicide"
"63134-33-8","1241",1241,NA
"97042-18-7","1240",1240,NA
"188425-85-6","1237",1237,"Fungicide"
"10043-35-3","1236",1236,NA
"843-55-0","1222",1222,NA
"80-09-1","1221",1221,NA
"24038-68-4","1220",1220,NA
"2167-51-3","1219",1219,NA
"620-92-8","1218",1218,NA
"66328","1217",1217,NA
"79-97-0","1216",1216,NA
"77-40-7","1215",1215,NA
"1571-75-1","1214",1214,NA
"1478-61-1","1213",1213,NA
"5945-33-5","1212",1212,NA
"80-05-7","1211",1211,"Industrial"
"56-35-9","1209",1209,NA
"111-96-6","1208",1208,NA
"26040-51-7","1206",1206,NA
"6422-86-2","1205",1205,NA
"103-24-2","1204",1204,NA
"122-62-3","1203",1203,NA
"111-44-4","1202",1202,NA
"789440-10-4","1200",1200,NA
"92-52-4","1199",1199,"Fungicide"
"82657-04-3","1198",1198,"Insecticide"
"149877-41-8","1197",1197,NA
"319-85-7","1191",1191,"Insecticide"
"253450-09-8","1190",1190,NA
"633-65-8","1189",1189,NA
"58394-64-2","1188",1188,NA
"100-51-6","1187",1187,NA
"98-07-7","1186",1186,NA
"119-61-9","1185",1185,"PersonalCare"
"65-85-0","1184",1184,NA
"271-89-6","1183",1183,NA
"207-08-9","1182",1182,"PAH_Parent"
"205-82-3","1180",1180,"PAH_Parent"
"191-24-2","1179",1179,"PAH_Parent"
"192-97-2","1178",1178,"PAH_Parent"
"109699-80-1","1177",1177,"PAH_Oxy"
"243-17-4","1176",1176,"PAH_Parent"
"205-99-2","1175",1175,"PAH_Parent"
"50-32-8","1174",1174,"PAH_Parent"
"479-79-8","1173",1173,"PAH_Oxy"
"238-84-6","1172",1172,NA
"56-55-3","1171",1171,"PAH_Parent"
"92-87-5","1167",1167,"Industrial"
"82-05-3","1166",1166,"PAH_Oxy"
"98-87-3","1165",1165,NA
"2498-66-0","1163",1163,"PAH_Oxy"
"56-55-3","1161",1161,NA
"25057-89-0","1160",1160,"Herbicide"
"741-58-2","1159",1159,NA
"17804-35-2","1158",1158,NA
"15310-01-7","1157",1157,"Fungicide"
"1861-40-1","1155",1155,"Herbicide"
"22781-23-3","1154",1154,"Insecticide"
"131860-33-8","1121",1121,"Fungicide"
"103-33-3","1120",1120,"Fungicide"
"86-50-0","1119",1119,"Insecticide"
"446-86-6","1118",1118,NA
"35575-96-3","1117",1117,"Insecticide"
"2465-27-2","1114",1114,NA
"1912-24-9","1105",1105,"Herbicide"
"3337-71-1","1075",1075,NA
"461023-63-2","1034",1034,NA
"1143-38-0","1032",1032,NA
"120-12-7","1031",1031,"PAH_Parent"
"191-26-4","1030",1030,"PAH_Parent"
"101-05-3","1028",1028,"Fungicide"
"26787-78-0","1017",1017,NA
"3825-26-1","1016",1016,NA
"3825-26-1","C476948",1016,"EPA PFAS"
"1111-78-0","1015",1015,NA
"33089-61-1","1014",1014,"Insecticide"
"19774-82-4","1013",1013,NA
"834-12-8","1010",1010,"Herbicide"
"10016-20-3","1007",1007,NA
"25956-17-6","1006",1006,NA
"584-79-2","1002",1002,"Insecticide"
"309-00-2","1000",1000,"Insecticide"
"1646-75-9","999",999,NA
"116-06-3","998",998,NA
"15972-60-8","997",997,"Herbicide"
"66456-53-9","969",969,NA
"79-06-1","966",966,NA
"260-94-6","965",965,"PAH_Heterocyclic"
"50594-66-6","964",964,NA
"135158-54-2","963",963,"Fungicide"
"77-89-4","962",962,NA
"50-78-2","961",961,NA
"77-90-7","960",960,NA
"98-86-2","959",959,NA
"34256-82-1","956",956,"Herbicide"
"638-38-0","955",955,NA
"64-19-7","954",954,NA
"135410-20-7","953",953,"Insecticide"
"103-90-2","952",952,NA
"60-35-5","951",951,NA
"30560-19-1","950",950,"Insecticide"
"208-96-8","949",949,"PAH_Parent"
"82-86-0","948",948,"PAH_Oxy"
"83-32-9","947",947,"PAH_Parent"
"1634036","946",946,"PAH_Oxy"
"6373-11-1","946",946,NA
"71751-41-2","944",944,NA
"484-17-3","778",778,"PAH_Hydroxy"
"954-46-1","777",777,"PAH_Nitro"
"602-60-8","776",776,"PAH_Nitro"
"779-02-2","775",775,"PAH_Alkylated"
"1689-64-1","774",774,"PAH_Hydroxy"
"486-25-9","771",771,"PAH_Oxy"
"723-62-6","770",770,"PAH_Hydroxy"
"1210-12-4","769",769,"PAH_Nitro"
"947-73-9","768",768,"PAH_Nitro"
"84-11-7","747",747,"PAH_Oxy"
"84-65-1","746",746,"PAH_Oxy"
"611-32-5","741",741,"PAH_Heterocyclic"
"148-24-3","740",740,NA
"678-39-7","726",726,NA
"678-39-7","C880284",726,"EPA PFAS"
"27905-45-9","C331561",725,"EPA PFAS"
"NOCAS_0003","722",722,NA
"20268-51-3","721",721,"PAH_Nitro"
"57-97-6","702",702,"PAH"
"154-42-7","700",700,NA
"51-52-5","699",699,NA
"2043937","697",697,"PAH_Nitro"
"7496-02-8","697",697,NA
"63041-90-7","696",696,"PAH_Nitro"
"91-62-3","695",695,NA
"1705-85-7","694",694,"PAH_Alkylated"
"56-04-2","693",693,NA
"28094-15-7","692",692,NA
"37515-51-8","691",691,"PAH_Hydroxy"
"3074-00-8","689",689,"PAH_Oxy"
"135080-03-4","688",688,NA
"NOCAS_47338","687",687,NA
"197077-55-7","683",683,NA
"676116-04-4","675",675,NA
"91227-09-7","674",674,"PAH_Heterocyclic"
"668981-02-0","673",673,NA
"NOCAS_47349","668",668,NA
"602-87-9","667",667,"PAH_Nitro"
"200940-23-4","665",665,NA
"105624-86-0","662",662,NA
"104-67-6","661",661,NA
"51-21-8","660",660,NA
"NOCAS_47366","659",659,NA
"7747-35-5","655",655,NA
"26172-55-4","654",654,NA
"2835-95-2","653",653,NA
"57-41-0","646",646,NA
"77-71-4","645",645,NA
"162706-14-1","630",630,NA
"85-02-9","629",629,"PAH_Heterocyclic"
"1090-13-7","628",628,"PAH_Oxy"
"NOCAS_48522","627",627,NA
"NOCAS_48505","626",626,NA
"NOCAS_48507","625",625,NA
"521-18-6","622",622,NA
"106-87-6","620",620,NA
"98-54-4","619",619,NA
"42156-92-3","618",618,"PAH_Hydroxy"
"33228-44-3","617",617,NA
"1806-26-4","616",616,NA
"84852-15-3","615",615,NA
"104-40-5","614",614,"Fungicide"
"99-99-0","611",611,"Industrial"
"100-02-7","610",610,"Fungicide"
"92-93-3","609",609,"PAH_Nitro"
"62-23-7","608",608,NA
"100-01-6","607",607,NA
"106-44-5","606",606,"Industrial"
"106-49-0","605",605,NA
"108-11-2","604",604,NA
"68392-35-8","603",603,NA
"7651-86-7","602",602,"PAH_Hydroxy"
"63019-40-9","601",601,"PAH_Hydroxy"
"121-33-5","600",600,NA
"136-77-6","599",599,NA
"1987-50-4","598",598,NA
"61479-80-9","597",597,"PAH_Heterocyclic"
"5737-13-3","596",596,"PAH_Oxy"
"203-64-5","595",595,NA
"5877-42-9","591",591,NA
"92-68-2","590",590,NA
"2433-14-9","589",589,NA
"599-64-4","588",588,NA
"106-43-4","587",587,NA
"5216-25-1","586",586,NA
"106-47-8","585",585,"Herbicide"
"59-50-7","584",584,"Fungicide"
"NOCAS_47311","583",583,NA
"95-83-0","582",582,NA
"96-48-0","581",581,NA
"298198-52-4","580",580,NA
"63-05-8","579",579,NA
"54-62-6","578",578,NA
"150-13-0","577",577,NA
"60-09-3","576",576,NA
"584-13-4","574",574,NA
"41481-66-7","561",561,NA
"101-80-4","560",560,"Industrial"
"101-77-9","559",559,NA
"101-61-1","558",558,NA
"838-88-0","557",557,NA
"553-26-4","556",556,NA
"27955-94-8","554",554,NA
"1062243-51-9","537",537,NA
"99-71-8","533",533,NA
"249296-43-3","532",532,NA
"80-46-6","531",531,NA
"5349-51-9","530",530,NA
"94-82-6","529",529,NA
"140-66-9","528",528,NA
"230954-09-3","527",527,NA
"353280-07-6","520",520,NA
"100-54-9","519",519,NA
"3739-38-6","518",518,NA
"4352-88-9","517",517,"PAH_Heterocyclic"
"99-08-1","516",516,NA
"17024-19-0","515",515,"PAH_Nitro"
"892-21-7","514",514,"PAH_Nitro"
"5410-97-9","513",513,"PAH_Nitro"
"2113-58-8","512",512,"PAH_Nitro"
"17117-34-9","511",511,"PAH_Nitro"
"123-92-2","508",508,NA
"108-44-1","507",507,NA
"55406-53-6","505",505,NA
"605-87-8","504",504,"PAH_Hydroxy"
"6344-67-8","503",503,"PAH_Hydroxy"
"17798-09-3","502",502,"PAH_Hydroxy"
"77508-02-2","501",501,"PAH_Hydroxy"
"4834-35-9","500",500,"PAH_Hydroxy"
"215297-27-1","494",494,NA
"NOCAS_47379","492",492,NA
"127-51-5","490",490,NA
"627-18-9","489",489,NA
"30516-87-1","488",488,NA
"826-62-0","487",487,NA
"5392-40-5","481",481,NA
"1823692","476",476,NA
"95-65-8","475",475,NA
"99-54-7","474",474,NA
"496-72-0","473",473,NA
"119-93-7","472",472,NA
"20325-40-0","471",471,NA
"119-90-4","470",470,"Industrial"
"79-94-7","467",467,NA
"2144-53-8","466",466,NA
"647-42-7","465",465,NA
"67-30-1","464",464,NA
"501027-49-2","458",458,NA
"460081-99-6","457",457,NA
"NOCAS_47292","456",456,NA
"402910-27-4","455",455,NA
"NOCAS_0002","448",448,"PAH_Nitro"
"1576-67-6","447",447,"PAH_Alkylated"
"95-76-1","444",444,"General Pesticide"
"111-94-4","443",443,NA
"79-94-7","441",441,NA
"32598-13-3","439",439,"PCB"
"151506-44-4","436",436,NA
"686756-87-6","435",435,NA
"264618-44-2","434",434,NA
"181640-09-5","433",433,NA
"134002-60-1","432",432,NA
"88-18-6","431",431,NA
"88-60-8","430",430,NA
"121-00-6","429",429,NA
"96-70-8","428",428,NA
"90-43-7","425",425,"Fungicide"
"122-99-6","424",424,NA
"88-72-2","421",421,NA
"789-07-1","420",420,"PAH_Nitro"
"581-89-5","419",419,"PAH_Nitro"
"607-57-8","418",418,"PAH_Nitro"
"13177-29-2","417",417,"PAH_Nitro"
"6639-36-7","416",416,"PAH_Nitro"
"86-00-0","415",415,"PAH_Nitro"
"3586-69-4","414",414,"PAH_Nitro"
"91-59-8","413",413,NA
"135-19-3","412",412,"PAH_Hydroxy"
"95-48-7","410",410,"Industrial"
"91-57-6","409",409,"PAH_Alkylated"
"4265-25-2","406",406,"PAH_Heterocyclic"
"613-12-7","404",404,"PAH_Alkylated"
"95-53-4","403",403,NA
"99-55-8","402",402,NA
"94-74-6","401",401,NA
"534-52-1","400",400,"Fungicide"
"107-41-5","399",399,NA
"109-86-4","397",397,NA
"99-59-2","396",396,NA
"120-71-8","395",395,NA
"149-30-4","393",393,NA
"2443-58-5","392",392,"PAH_Hydroxy"
"6915-15-7","391",391,NA
"183658-27-7","385",385,NA
"1241-94-7","384",384,NA
"149-57-5","383",383,NA
"84-51-5","381",381,"PAH_Oxy"
"104-76-7","380",380,NA
"111-15-9","379",379,NA
"110-80-5","378",378,NA
"95-49-8","377",377,NA
"95-57-8","376",376,"General Pesticide"
"742693-38-5","375",375,NA
"107-07-3","374",374,NA
"532-27-4","373",373,NA
"111-76-2","371",371,NA
"96-29-7","370",370,NA
"598-72-1","369",369,NA
"NOCAS_48518","367",367,NA
"101-86-0","366",366,NA
"193-98-6","365",365,"PAH_Heterocyclic"
"90-04-0","364",364,NA
"117-79-3","363",363,NA
"97-56-3","362",362,"Industrial"
"23592-74-7","360",360,"PAH_Heterocyclic"
"128-39-2","358",358,NA
"606-20-2","357",357,NA
"576-26-1","356",356,NA
"87-62-7","355",355,"Industrial"
"NOCAS_47330","354",354,NA
"579-66-8","353",353,NA
"174185-16-1","352",352,NA
"88-58-4","347",347,NA
"95-87-4","346",346,NA
"78-63-7","345",345,NA
"96-76-4","343",343,NA
"121-14-2","342",342,NA
"105-67-9","340",340,"Pharmacological"
"94-75-7","339",339,NA
"120-83-2","338",338,"Fungicide"
"95-80-7","337",337,NA
"120-95-6","336",336,NA
"2772-45-4","335",335,NA
"126-86-3","333",333,NA
"732-26-3","332",332,NA
"527-60-6","331",331,NA
"88-06-2","330",330,"Fungicide"
"95-95-4","329",329,"Fungicide"
"602-01-7","326",326,NA
"69655-05-6","325",325,NA
"2687-25-4","324",324,NA
"2416-94-6","322",322,NA
"10222-01-2","320",320,NA
"2971-36-0","318",318,NA
"6846-50-0","317",317,NA
"131-55-5","316",316,NA
"929-59-9","315",315,NA
"344930-95-6","302",302,NA
"219790-72-4","301",301,NA
"825643-57-0","300",300,NA
"112-50-5","299",299,NA
"109041-38-5","297",297,"PAH_Nitro"
"582-17-2","296",296,"PAH_Hydroxy"
"581-42-0","295",295,NA
"51-28-5","291",291,NA
"5397-34-2","289",289,NA
"118-79-6","288",288,"Flame Retardant"
"613-06-9","286",286,"PAH_Alkylated"
"92-44-4","285",285,"PAH_Hydroxy"
"19660-16-3","284",284,NA
"1746-01-6","283",283,NA
"3296-90-0","281",281,NA
"79-95-8","280",280,NA
"5436-43-1","279",279,"Flame Retardant"
"60348-60-9","278",278,"Flame Retardant"
"68631-49-2","275",275,"Flame Retardant"
"21564-17-0","271",271,"Fungicide"
"126-11-4","269",269,NA
"112-25-4","268",268,NA
"89-72-5","267",267,NA
"214535-77-0","266",266,NA
"111-90-0","265",265,NA
"112-34-5","264",264,NA
"NOCAS_48172","263",263,NA
"124378-77-4","262",262,NA
"112-42-5","260",260,NA
"112-70-9","259",259,NA
"1120-36-1","258",258,NA
"112-72-1","257",257,NA
"629-76-5","255",255,NA
"111-87-5","254",254,NA
"5522-43-0","252",252,"PAH_Nitro"
"86-57-7","251",251,"PAH_Nitro"
"90-12-0","250",250,"PAH_Alkylated"
"107-98-2","249",249,NA
"5315-79-7","248",248,"PAH_Hydroxy"
"2433-56-9","247",247,"PAH_Hydroxy"
"90-15-3","246",246,"PAH_Hydroxy"
"36653-82-4","242",242,NA
"2043-57-4","240",240,NA
"288-88-0","239",239,NA
"349495-42-7","235",235,NA
"848641-69-0","234",234,NA
"2687-96-9","233",233,NA
"112-53-8","232",232,NA
"112-30-1","231",231,NA
"100-00-5","230",230,NA
"15619-48-4","229",229,NA
"146011-65-6","228",228,NA
"1606-67-3","227",227,"PAH_Nitro"
"58-18-4","224",224,NA
"10161-33-8","223",223,NA
"68-96-2","221",221,NA
"57-63-6","220",220,"Pharmacological"
"57-91-0","219",219,NA
"822-06-0","214",214,NA
"2243-62-1","210",210,NA
"851916-42-2","209",209,NA
"4904-61-4","208",208,NA
"106-46-7","203",203,"Fungicide"
"1120-71-4","197",197,NA
"102-06-7","195",195,NA
"99-65-0","194",194,NA
"99-62-7","193",193,NA
"541-73-1","192",192,"Insecticide"
"149062-75-9","191",191,NA
"118-52-5","190",190,NA
"96-23-1","189",189,NA
"77-48-5","188",188,NA
"107-88-0","187",187,NA
"121-91-5","186",186,NA
"108-45-2","185",185,NA
"108-67-8","184",184,NA
"57-55-6","182",182,NA
"95-54-5","181",181,NA
"122-66-7","176",176,NA
"528-29-0","175",175,NA
"99-51-4","174",174,NA
"83-41-0","173",173,NA
"95-50-1","172",172,"Herbicide"
"2634-33-5","171",171,NA
"68515-49-1","170",170,NA
"643-79-8","169",169,NA
"95-63-6","168",168,NA
"120-82-1","167",167,"Insecticide"
"95-94-3","166",166,NA
"96-18-4","165",165,NA
"87-61-6","164",164,NA
"95-14-7","163",163,NA
"428856","155",155,"PAH_Oxy"
"3074-03-1","155",155,NA
"678-39-7","148",148,NA
"112-38-9","138",138,NA
"56892-31-0","129",129,"PAH_Hydroxy"
"NOCAS_47353","119",119,NA
"NOCAS_47385","118",118,NA
"179465-71-5","117",117,NA
"NOCAS_47299","116",116,NA
"107071-66-9","115",115,NA
"23779-32-0","114",114,NA
"289716-94-5","113",113,NA
"648917-13-9","112",112,NA
"158081-99-3","111",111,NA
"139149-55-6","110",110,NA
"203942-49-8","109",109,NA
"NOCAS_47342","108",108,NA
"82-05-3","71",71,"PAH_Oxy"
"42397-65-9","70",70,"PAH_Nitro"
"569-41-5","69",69,"PAH_Alkylated"
"42397-64-8","67",67,"PAH_Nitro"
"575-43-9","66",66,"PAH_Alkylated"
"575-44-0","65",65,"PAH_Hydroxy"
"571-61-9","64",64,"PAH_Alkylated"
"83-56-7","63",63,"PAH_Hydroxy"
"569-15-3","62",62,"PAH_Oxy"
"130-15-4","61",61,"PAH_Oxy"
"571-58-4","60",60,"PAH_Alkylated"
"635-12-1","58",58,"PAH_Oxy"
"75321-20-9","57",57,"PAH_Nitro"
"132-86-5","56",56,"PAH_Hydroxy"
"524-42-5","54",54,"PAH_Oxy"
"573-98-8","53",53,"PAH_Alkylated"
"3194-55-6","51",51,"Flame Retardant"
"116-25-6","50",50,NA
"862243-29-6","48",48,NA
"NOCAS_47381","28",28,NA
"725228-45-5","27",27,NA
"113734-18-2","26",26,NA
"149413-74-1","25",25,NA
"4180-23-8","24",24,NA
"207736-05-8","23",23,NA
"291305-06-1","22",22,NA
"1191914-21-2","21",21,NA
"NOCAS_48509","20",20,NA
"NOCAS_47333","19",19,NA
"171866-31-2","18",18,NA
"106-25-2","17",17,NA
"NOCAS_47305","16",16,NA
"145742-28-5","15",15,NA
"177785-47-6","14",14,NA
"NOCAS_47346","13",13,NA
"445295-04-5","12",12,NA
"588941-45-1","11",11,NA
"444610-91-7","10",10,NA
"NOCAS_47325","8",8,NA
"221671-62-1","7",7,NA
"NOCAS_47267","6",6,NA
"NOCAS_47377","5",5,NA
"180084-01-9","4",4,NA
"102409-92-7","3",3,NA
"368832-42-2","2",2,NA
"290352-28-2","0",0,NA
"428-85-6","",10014,""
"1823-69-2","",10015,""
"2043-93-7","",10016,""
"1634-03-6","",10017,""
"66-32-8","",10018,""
"191-90-6","",10019,""
"322-08-9","",10020,""
"2234-56-2","",10021,""
"2/7/3792","",10022,""
"1/9/2264","",10023,""
"96-12-8","",10024,""
"134-32-7","",10025,""
"40186-71-8","",10026,""
"60233-25-2","",10027,""
"58-90-2","",10028,""
"57117-31-4","",10029,""
"137-17-7","",10030,""
"53-19-0","",10031,""
"3424-82-6","",10032,""
"87-65-0","",10033,""
"88-74-4","",10034,""
"88-75-5","",10035,""
"16655-82-6","",10036,""
"108-39-4","",10037,""
"99-09-2","",10038,""
"92-67-1","",10039,""
"7005-72-3","",10040,""
"319-84-6","",10041,""
"5103-71-9","",10042,""
"2032-59-9","",10043,""
"140-57-8","",10044,""
"1610-17-9","",10045,""
"101-27-9","",10046,""
"2425-06-1","",10047,""
