Chemical_ID,End_Point,X_vals,Y_vals
3756,MOV1,0.0,0.1555116339837994
3756,MOV1,0.24000000000000002,0.15597495786199822
3756,MOV1,0.48000000000000004,0.15643802754011
3756,MOV1,0.7200000000000001,0.15690084315760036
3756,MOV1,0.9600000000000001,0.15736340485385805
3756,MOV1,1.2000000000000002,0.15782571276819574
3756,MOV1,1.4400000000000002,0.15828776703984931
3756,MOV1,1.6800000000000002,0.15874956780797855
3756,MOV1,1.9200000000000002,0.1592111152116667
3756,MOV1,2.16,0.1596724093899208
3756,MOV1,2.6755555555555555,0.16066248203176883
3756,MOV1,3.1911111111111112,0.16165138817159186
3756,MOV1,3.706666666666667,0.1626391291837606
3756,MOV1,4.222222222222222,0.16362570644102678
3756,MOV1,4.737777777777778,0.16461112131452454
3756,MOV1,5.253333333333334,0.16559537517377257
3756,MOV1,5.768888888888889,0.16657846938667603
3756,MOV1,6.2844444444444445,0.1675604053195285
3756,MOV1,6.8,0.1685411843370136
3756,MOV1,7.677777777777777,0.17020838732677013
3756,MOV1,8.555555555555555,0.1718722473177434
3756,MOV1,9.433333333333334,0.17353277101316095
3756,MOV1,10.31111111111111,0.17518996510280915
3756,MOV1,11.18888888888889,0.1768438362630605
3756,MOV1,12.066666666666666,0.1784943911569002
3756,MOV1,12.944444444444443,0.18014163643395323
3756,MOV1,13.822222222222223,0.18178557873051093
3756,MOV1,14.7,0.18342622466955802
3756,MOV1,16.577777777777776,0.18692492303006394
3756,MOV1,18.455555555555556,0.1904086308403127
3756,MOV1,20.333333333333332,0.19387741232893263
3756,MOV1,22.211111111111112,0.1973313314493578
3756,MOV1,24.08888888888889,0.2007704518810067
3756,MOV1,25.96666666666667,0.20419483703045666
3756,MOV1,27.844444444444445,0.2076045500326124
3756,MOV1,29.72222222222222,0.21099965375187085
3756,MOV1,31.6,0.2143802107832792
3756,MOV1,34.333333333333336,0.2192751516190258
3756,MOV1,37.06666666666667,0.224139593673919
3756,MOV1,39.8,0.22897372697592117
3756,MOV1,42.53333333333333,0.23377774036899263
3756,MOV1,45.266666666666666,0.2385518215204684
3756,MOV1,48.0,0.2432961569283894
3756,MOV1,50.733333333333334,0.24801093192878826
3756,MOV1,53.46666666666667,0.2526963307029292
3756,MOV1,56.2,0.2573525362845026
3756,MOV1,58.28888888888889,0.26089137014829034
3756,MOV1,60.37777777777778,0.26441334090309654
3756,MOV1,62.46666666666667,0.26791852890433077
3756,MOV1,64.55555555555556,0.27140701412449614
3756,MOV1,66.64444444444445,0.27487887615501433
3756,MOV1,68.73333333333333,0.27833419420804073
3756,MOV1,70.82222222222222,0.2817730471182724
3756,MOV1,72.91111111111111,0.2851955133447465
3756,MOV1,75.0,0.2886016709726302
3756,MOV1,77.77777777777777,0.2931060064580734
3756,MOV1,80.55555555555556,0.29758182200280614
3756,MOV1,83.33333333333333,0.30202929818552204
3756,MOV1,86.11111111111111,0.3064486144415513
3756,MOV1,88.88888888888889,0.31083994907009954
3756,MOV1,91.66666666666666,0.3152034792414419
3756,MOV1,94.44444444444444,0.31953938100407053
3756,MOV1,97.22222222222223,0.3238478292917978
3756,MOV1,100.0,0.32812899793081396
3756,AUC1,0.0,0.0630884104270009
3756,AUC1,0.24000000000000002,0.08596324510289372
3756,AUC1,0.48000000000000004,0.09840537192677704
3756,AUC1,0.7200000000000001,0.10794662565684293
3756,AUC1,0.9600000000000001,0.115891570733552
3756,AUC1,1.2000000000000002,0.12278665827372748
3756,AUC1,1.4400000000000002,0.12892419965922344
3756,AUC1,1.6800000000000002,0.13448254824643202
3756,AUC1,1.9200000000000002,0.13958006016562652
3756,AUC1,2.16,0.14430002991582538
3756,AUC1,2.6755555555555555,0.15342940047925877
3756,AUC1,3.1911111111111112,0.16149374311145545
3756,AUC1,3.706666666666667,0.1687470958510355
3756,AUC1,4.222222222222222,0.1753580416274405
3756,AUC1,4.737777777777778,0.18144504963001717
3756,AUC1,5.253333333333334,0.18709501634379272
3756,AUC1,5.768888888888889,0.1923738395620646
3756,AUC1,6.2844444444444445,0.19733284495652276
3756,AUC1,6.8,0.20201289328754551
3756,AUC1,7.677777777777777,0.20943039846683315
3756,AUC1,8.555555555555555,0.21626020054276607
3756,AUC1,9.433333333333334,0.22259716564024135
3756,AUC1,10.31111111111111,0.22851398634238917
3756,AUC1,11.18888888888889,0.23406773781656198
3756,AUC1,12.066666666666666,0.23930414689447238
3756,AUC1,12.944444444444443,0.24426047706901943
3756,AUC1,13.822222222222223,0.2489675396759068
3756,AUC1,14.7,0.2534511334432114
3756,AUC1,16.577777777777776,0.2623892781753211
3756,AUC1,18.455555555555556,0.2705704384020667
3756,AUC1,20.333333333333332,0.27812040818182576
3756,AUC1,22.211111111111112,0.28513509942418047
3756,AUC1,24.08888888888889,0.2916894669435579
3756,AUC1,25.96666666666667,0.2978432991575063
3756,AUC1,27.844444444444445,0.3036451176232487
3756,AUC1,29.72222222222222,0.30913488621271484
3756,AUC1,31.6,0.31434594388781045
3756,AUC1,34.333333333333336,0.3214900520740211
3756,AUC1,37.06666666666667,0.32817405480288936
3756,AUC1,39.8,0.3344557038715294
3756,AUC1,42.53333333333333,0.3403822707567163
3756,AUC1,45.266666666666666,0.34599297244561883
3756,AUC1,48.0,0.35132072759373684
3756,AUC1,50.733333333333334,0.35639345459964017
3756,AUC1,53.46666666666667,0.3612350487456347
3756,AUC1,56.2,0.3658661297117748
3756,AUC1,58.28888888888889,0.3692746345858096
3756,AUC1,60.37777777777778,0.3725778050859847
3756,AUC1,62.46666666666667,0.3757820770030418
3756,AUC1,64.55555555555556,0.3788933026070746
3756,AUC1,66.64444444444445,0.38191682000210214
3756,AUC1,68.73333333333333,0.3848575123859623
3756,AUC1,70.82222222222222,0.38771985893964106
3756,AUC1,72.91111111111111,0.39050797873453336
3756,AUC1,75.0,0.3932256687834193
3756,AUC1,77.77777777777777,0.39673651259698806
3756,AUC1,80.55555555555556,0.40013653565078544
3756,AUC1,83.33333333333333,0.4034325755814198
3756,AUC1,86.11111111111111,0.4066308466347436
3756,AUC1,88.88888888888889,0.40973701401018037
3756,AUC1,91.66666666666666,0.4127562573611372
3756,AUC1,94.44444444444444,0.4156933253059997
3756,AUC1,97.22222222222223,0.41855258244294147
3756,AUC1,100.0,0.4213380500790156
