Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,Modeled_Flag,DataQC_Flag,BMD10_Flag,BMD50_Flag,NumConc,Spearman_Correlation,bmdrc.Endpoint.ID
4002,TOT_MORT,Log Logistic,1.095208769744917,0.6023648233597044,1.415102667839331,98.05171428571428,0.0,100.0,0.9805171428571429,Pass,Good,Pass,Pass,10.0,0.8581163303210331,4002 TOT_MORT
5219,TOT_MORT,Logistic,12.794724248636165,11.200694027913745,24.01401897650645,24.290234375,0.0,50.0,0.4858046875,Pass,Good,Pass,Pass,8.0,0.8451956828432803,5219 TOT_MORT
5219,MO24,Logistic,19.020232553626926,17.15419728710472,28.628646957600758,14.900416666666667,0.0,50.0,0.2980083333333333,Pass,Good,Pass,Pass,8.0,0.8814825547070535,5219 MO24
5219,ANY24,Logistic,19.04626782707304,17.197556906333645,28.606580313222423,14.89375,0.0,50.0,0.297875,Pass,Good,Pass,Pass,8.0,0.8814825547070535,5219 ANY24
5219,ANY120,Logistic,9.366421542736717,8.09660370028513,20.669844371479243,26.521875,0.0,50.0,0.5304375,Pass,Good,Pass,Pass,8.0,0.9666666666666667,5219 ANY120
4012,BRN_,Gamma,0.14535607543332668,0.10642293325610436,0.3579420720562671,0.24791666666666662,0.0,0.6,0.41319444444444436,Pass,Good,Pass,Pass,7.0,0.9700772721497398,4012 BRN_
3189,MO24,Weibull,1.1247331625458363e-06,,0.43470514197293086,49.333333333333336,0.0,67.0,0.7363184079601991,Pass,Good,Pass,Pass,7.0,0.8982196964349443,3189 MO24
4012,EDEM,Gamma,0.13788454739019923,0.1027098492534758,0.32143521520384805,0.275,0.0,0.6,0.45833333333333337,Pass,Good,Pass,Pass,7.0,0.9639253854237597,4012 EDEM
4012,LTRK,Gamma,0.1891321087338811,0.14183984658416401,0.4375572167688641,0.18958333333333333,0.0,0.6,0.3159722222222222,Pass,Good,Pass,Pass,7.0,0.9027075674773932,4012 LTRK
3189,ANY24,Weibull,1.1247331625458363e-06,,0.43470514197293086,49.333333333333336,0.0,67.0,0.7363184079601991,Pass,Good,Pass,Pass,7.0,0.8982196964349443,3189 ANY24
3189,ANY120,Log Logistic,0.14622922550521708,0.03319431979364034,0.6134164072549366,66.39583333333333,0.0,67.0,0.9909825870646766,Pass,Good,Pass,Pass,7.0,0.9132233209773137,3189 ANY120
1177,ANY120,Gamma,14.536898875740066,8.717170658836121,43.762443574777265,17.15625,0.0,50.0,0.343125,Pass,Good,Pass,Pass,5.0,0.898645105261295,1177 ANY120
511,LTRK,Log Logistic,0.1288953757883746,0.055740326936999006,1.8366203853871574,2.551875,0.0,5.0,0.510375,Pass,Good,Pass,Pass,5.0,1.0,511 LTRK
49,ANY120,Log Logistic,7.095992254615777,4.055595182630746,12.129939361767466,34.39375,0.0,50.0,0.6878749999999999,Pass,Good,Pass,Pass,5.0,0.9276336570439175,49 ANY120
502,ANY24,Log Logistic,4.093140208343592,2.2512271145889757,4.7291421399763545,45.78125,0.0,50.0,0.915625,Pass,Good,Pass,Pass,5.0,0.9258200997725515,502 ANY24
501,TOT_MORT,Gamma,2.3766799383686186,1.1646079844481578,11.960783006076332,34.0875,0.0,50.0,0.68175,Pass,Good,Pass,Pass,5.0,0.9276336570439175,501 TOT_MORT
4031,MO24,Log Logistic,3.318079285613462,1.824943607087404,4.115545608683402,94.37867857142857,0.0,100.0,0.9437867857142856,Pass,Good,Pass,Pass,10.0,0.7008488728755605,4031 MO24
4031,TOT_MORT,Log Logistic,1.7312269649592944,0.9730966409730917,2.645040226239635,96.90510714285713,0.0,100.0,0.9690510714285714,Pass,Good,Pass,Pass,10.0,0.8168834544774745,4031 TOT_MORT
4032,ANY120,Log Logistic,1.1313710335846252,0.6222540684715439,1.4569999861263827,97.99260714285714,0.0,100.0,0.9799260714285714,Pass,Good,Pass,Pass,10.0,0.7866066361276136,4032 ANY120
4032,ANY24,Log Logistic,1.0980502830951404,0.6039276557023272,1.4283202174388945,97.96660714285714,0.0,100.0,0.9796660714285714,Pass,Good,Pass,Pass,10.0,0.7627700713964738,4032 ANY24
4032,TOT_MORT,Log Logistic,1.3691210081681628,0.7530165544924896,1.7443138021133724,97.87546428571429,0.0,100.0,0.9787546428571429,Pass,Good,Pass,Pass,10.0,0.7216706924882901,4032 TOT_MORT
4033,ANY120,Log Logistic,1.4032590471311128,0.7717924759221121,1.7862658223985417,98.10464285714286,0.0,100.0,0.9810464285714287,Pass,Good,Pass,Pass,10.0,0.7487017588633377,4033 ANY120
