Chemical_ID,End_Point,X_vals,Y_vals,bmdrc.Endpoint.ID
2509,AUC,,,2509 AUC
2509,MOV,,,2509 MOV
2915,AUC,,,2915 AUC
2915,MOV,0.0,0.09850092,2915 MOV
2915,MOV,0.6944,0.09862359,2915 MOV
2915,MOV,1.3889,0.09874627,2915 MOV
2915,MOV,2.0833,0.09886891,2915 MOV
2915,MOV,2.7778,0.09899155,2915 MOV
2915,MOV,3.4722,0.09911415,2915 MOV
2915,MOV,4.1667,0.09923676,2915 MOV
2915,MOV,4.8611,0.09935933,2915 MOV
2915,MOV,5.5556,0.09948191,2915 MOV
2915,MOV,6.25,0.09960445,2915 MOV
2915,MOV,6.9444,0.09972697,2915 MOV
2915,MOV,7.6389,0.09984949,2915 MOV
2915,MOV,8.3333,0.09997198,2915 MOV
2915,MOV,9.0278,0.10009447,2915 MOV
2915,MOV,9.7222,0.10021693,2915 MOV
2915,MOV,10.4167,0.10033939,2915 MOV
2915,MOV,11.1111,0.10046181,2915 MOV
2915,MOV,11.8056,0.10058423,2915 MOV
2915,MOV,12.5,0.10070662,2915 MOV
2915,MOV,13.8889,0.10095137,2915 MOV
2915,MOV,15.2778,0.10119605,2915 MOV
2915,MOV,16.6667,0.10144066,2915 MOV
2915,MOV,18.0556,0.10168521,2915 MOV
2915,MOV,19.4444,0.10192967,2915 MOV
2915,MOV,20.8333,0.10217409,2915 MOV
2915,MOV,22.2222,0.10241843,2915 MOV
2915,MOV,23.6111,0.10266271,2915 MOV
2915,MOV,25.0,0.10290693,2915 MOV
2915,MOV,27.7778,0.10339516,2915 MOV
2915,MOV,30.5556,0.10388312,2915 MOV
2915,MOV,33.3333,0.1043708,2915 MOV
2915,MOV,36.1111,0.10485823,2915 MOV
2915,MOV,38.8889,0.1053454,2915 MOV
2915,MOV,41.6667,0.1058323,2915 MOV
2915,MOV,44.4444,0.10631892,2915 MOV
2915,MOV,47.2222,0.10680529,2915 MOV
2915,MOV,50.0,0.1072914,2915 MOV
2915,MOV,55.5556,0.10826282,2915 MOV
2915,MOV,61.1111,0.10923317,2915 MOV
2915,MOV,66.6667,0.11020248,2915 MOV
2915,MOV,72.2222,0.11117072,2915 MOV
2915,MOV,77.7778,0.11213792,2915 MOV
2915,MOV,83.3333,0.11310405,2915 MOV
2915,MOV,88.8889,0.11406914,2915 MOV
2915,MOV,94.4444,0.11503317,2915 MOV
2915,MOV,100.0,0.11599617,2915 MOV
