"Dose","Response","CI_Lo","CI_Hi","End Point Name","endPointLink","Sample_ID"
0,0.0666666666666667,0.0547997711733981,0.231498632071134,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","452"
8e-05,0,0,0.0896668537075714,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","452"
4e-04,0.0810810810810811,0.0531205069806331,0.131925712411803,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","452"
0.002,0,0,0.0896668537075714,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","452"
0.01,0.862068965517241,0.167658902720762,0.0829566348416391,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","452"
0,0.0625,0.0513806552353575,0.220787375702989,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","452"
8e-05,0.025,0.0205731684973186,0.103813689634741,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","452"
4e-04,0.075,0.0491639742254118,0.123642335243105,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","452"
0.002,0.025,0.0205731684973186,0.103813689634741,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","452"
0.01,0.25,0.108128813609037,0.15193961420768,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","452"
0,0.0625,0.0513806552353575,0.220787375702989,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","452"
8e-05,0.025,0.0205731684973186,0.103813689634741,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","452"
4e-04,0.075,0.0491639742254118,0.123642335243105,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","452"
0.002,0.025,0.0205731684973186,0.103813689634741,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","452"
0.01,0.275,0.113919837523327,0.153349558062106,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","452"
0,0.125,0.0900225122567595,0.235228272657587,"Any effect in 24 hours",NA,"495"
8e-05,0.1,0.0604204713173937,0.130517752275223,"Any effect in 24 hours",NA,"495"
4e-04,0.1,0.0604204713173937,0.130517752275223,"Any effect in 24 hours",NA,"495"
0.002,0.225,0.101839086764593,0.1500309674231,"Any effect in 24 hours",NA,"495"
0.01,0.95,0.11503877369141,0.0361793326138516,"Any effect in 24 hours",NA,"495"
0,0.25,0.14817932508787,0.244983165355088,"Any effect",NA,"495"
8e-05,0.2,0.095000102745623,0.147573063463995,"Any effect",NA,"495"
4e-04,0.15,0.0793881228267964,0.140723243664897,"Any effect",NA,"495"
0.002,0.95,0.11503877369141,0.0361793326138516,"Any effect",NA,"495"
0.01,1,0.0876216011972867,1.11022302462516e-16,"Any effect",NA,"495"
0,0.142857142857143,0.102763221585678,0.256556652112561,"Any effect except mortality",NA,"495"
8e-05,0.0833333333333333,0.0545847219973399,0.134933579159393,"Any effect except mortality",NA,"495"
4e-04,0.0555555555555556,0.0401855688913937,0.125891016530917,"Any effect except mortality",NA,"495"
0.002,0.947368421052632,0.120223042370335,0.038077370800076,"Any effect except mortality",NA,"495"
0.01,1,0.0940578258372025,0,"Any effect except mortality",NA,"495"
0,0,0,0.215310802737636,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","495"
8e-05,0,0,0.098900992324404,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","495"
4e-04,0,6.93889390390723e-18,0.0964186285944637,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","495"
0.002,0.394736842105263,0.138756084623662,0.158084477934311,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","495"
0.01,0.0555555555555556,0.0401855688913937,0.125891016530917,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","495"
0,0.0625,0.0513806552353575,0.220787375702989,"Any effect in 24 hours",NA,"669"
8e-05,0.05,0.0361793326138516,0.11503877369141,"Any effect in 24 hours",NA,"669"
4e-04,0,0,0.0876216011972866,"Any effect in 24 hours",NA,"669"
0.002,0.1,0.0604204713173937,0.130517752275223,"Any effect in 24 hours",NA,"669"
0.01,0.5,0.148004730665346,0.148004730665346,"Any effect in 24 hours",NA,"669"
0,0.1875,0.121584009285719,0.242588809619741,"Any effect",NA,"669"
8e-05,0.1,0.0604204713173937,0.130517752275223,"Any effect",NA,"669"
4e-04,0,0,0.0876216011972866,"Any effect",NA,"669"
0.002,0.675,0.154822538101223,0.124154977682173,"Any effect",NA,"669"
0.01,1,0.0876216011972867,1.11022302462516e-16,"Any effect",NA,"669"
0,0,0,0.215310802737636,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","669"
8e-05,0.0263157894736842,0.0216552017879154,0.108632971685837,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","669"
4e-04,0,0,0.0876216011972866,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","669"
0.002,0.0769230769230769,0.0504156816192972,0.126287634756473,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","669"
0.01,0.696969696969697,0.170351048427703,0.129274988789767,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","669"
0,0,0,0.215310802737636,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","669"
8e-05,0.0263157894736842,0.0216552017879154,0.108632971685837,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","669"
4e-04,0,0,0.0876216011972866,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","669"
0.002,0,0,0.0896668537075714,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","669"
0.01,0.696969696969697,0.170351048427703,0.129274988789767,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","669"
0,0,0,0.215310802737636,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","669"
8e-05,0.0263157894736842,0.0216552017879154,0.108632971685837,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","669"
4e-04,0,0,0.0876216011972866,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","669"
0.002,0.0256410256410256,0.0211003225400355,0.106168876057475,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","669"
0.01,0.696969696969697,0.170351048427703,0.129274988789767,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","669"
0,0,0,0.215310802737636,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","669"
8e-05,0.0263157894736842,0.0216552017879154,0.108632971685837,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","669"
4e-04,0,0,0.0876216011972866,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","669"
0.002,0.0256410256410256,0.0211003225400355,0.106168876057475,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","669"
0.01,0.696969696969697,0.170351048427703,0.129274988789767,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","669"
0,0,0,0.215310802737636,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","669"
8e-05,0.0263157894736842,0.0216552017879154,0.108632971685837,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","669"
4e-04,0,0,0.0876216011972866,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","669"
0.002,0.0256410256410256,0.0211003225400355,0.106168876057475,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","669"
0.01,0.696969696969697,0.170351048427703,0.129274988789767,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","669"
0,0.0625,0.0513806552353575,0.220787375702989,"Any effect in 24 hours",NA,"719"
8e-05,0.05,0.0361793326138516,0.11503877369141,"Any effect in 24 hours",NA,"719"
4e-04,0.025,0.0205731684973186,0.103813689634741,"Any effect in 24 hours",NA,"719"
0.002,0.85,0.140723243664897,0.0793881228267964,"Any effect in 24 hours",NA,"719"
0.01,0.55,0.151709082010679,0.142946921890951,"Any effect in 24 hours",NA,"719"
0,0.125,0.0900225122567595,0.235228272657587,"Any effect",NA,"719"
8e-05,0.1,0.0604204713173937,0.130517752275223,"Any effect",NA,"719"
4e-04,0.075,0.0491639742254118,0.123642335243105,"Any effect",NA,"719"
0.002,1,0.0876216011972867,1.11022302462516e-16,"Any effect",NA,"719"
0.01,1,0.0876216011972867,1.11022302462516e-16,"Any effect",NA,"719"
0,0,0,0.203883301035849,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","719"
8e-05,0,0,0.091809868225584,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","719"
4e-04,0,0,0.091809868225584,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","719"
0.002,0.0789473684210526,0.0517327729140649,0.129046346156662,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","719"
0.01,0.638888888888889,0.163138134033308,0.136355181645958,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","719"
0,0.0666666666666667,0.0547997711733981,0.231498632071134,"Any effect except mortality",NA,"719"
8e-05,0.0526315789473684,0.038077370800076,0.120223042370335,"Any effect except mortality",NA,"719"
4e-04,0.0256410256410256,0.0211003225400355,0.106168876057475,"Any effect except mortality",NA,"719"
0.002,1,0.091809868225584,1.11022302462516e-16,"Any effect except mortality",NA,"719"
0.01,0.972972972972973,0.111213671610278,0.0222400525750864,"Any effect except mortality",NA,"719"
0,0,0,0.203883301035849,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","719"
8e-05,0.0526315789473684,0.038077370800076,0.120223042370335,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","719"
4e-04,0,0,0.091809868225584,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","719"
0.002,0.0263157894736842,0.0216552017879154,0.108632971685837,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","719"
0.01,0.638888888888889,0.163138134033308,0.136355181645958,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","719"
0,0,0,0.203883301035849,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","719"
8e-05,0.0526315789473684,0.038077370800076,0.120223042370335,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","719"
4e-04,0,0,0.091809868225584,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","719"
0.002,0.0263157894736842,0.0216552017879154,0.108632971685837,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","719"
0.01,0.638888888888889,0.163138134033308,0.136355181645958,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","719"
0,0,0,0.203883301035849,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","719"
8e-05,0.0526315789473684,0.038077370800076,0.120223042370335,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","719"
4e-04,0,0,0.091809868225584,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","719"
0.002,0,0,0.091809868225584,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","719"
0.01,0.638888888888889,0.163138134033308,0.136355181645958,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","719"
0,0,0,0.203883301035849,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","719"
8e-05,0.0263157894736842,0.0216552017879154,0.108632971685837,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","719"
4e-04,0,0,0.091809868225584,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","719"
0.002,0.0263157894736842,0.0216552017879154,0.108632971685837,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","719"
0.01,0.638888888888889,0.163138134033308,0.136355181645958,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","719"
0,0.0625,0.0513806552353575,0.220787375702989,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","719"
8e-05,0.05,0.0361793326138516,0.11503877369141,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","719"
4e-04,0.025,0.0205731684973186,0.103813689634741,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","719"
0.002,0.05,0.0361793326138516,0.11503877369141,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","719"
0.01,0.075,0.0491639742254118,0.123642335243105,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","719"
0,0.0625,0.0513806552353575,0.220787375702989,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","719"
8e-05,0.05,0.0361793326138516,0.11503877369141,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","719"
4e-04,0.05,0.0361793326138516,0.11503877369141,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","719"
0.002,0.05,0.0361793326138516,0.11503877369141,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","719"
0.01,0.1,0.0604204713173937,0.130517752275223,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","719"
0,0.125,0.0900225122567595,0.235228272657587,"Any effect",NA,"723"
8e-05,0.15,0.0793881228267964,0.140723243664897,"Any effect",NA,"723"
4e-04,0.1,0.0604204713173937,0.130517752275223,"Any effect",NA,"723"
0.002,0.975,0.103813689634741,0.0205731684973186,"Any effect",NA,"723"
0.01,1,0.0876216011972867,1.11022302462516e-16,"Any effect",NA,"723"
0,0.0666666666666667,0.0547997711733981,0.231498632071134,"Any effect except mortality",NA,"723"
8e-05,0.027027027027027,0.0222400525750866,0.111213671610278,"Any effect except mortality",NA,"723"
4e-04,0.0256410256410256,0.0211003225400355,0.106168876057475,"Any effect except mortality",NA,"723"
0.002,0.95,0.11503877369141,0.0361793326138516,"Any effect except mortality",NA,"723"
0.01,0.894736842105263,0.136042059334136,0.0635605844192015,"Any effect except mortality",NA,"723"
0,0,0,0.203883301035849,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","723"
8e-05,0,0,0.098900992324404,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","723"
4e-04,0.027027027027027,0.0222400525750866,0.111213671610278,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","723"
0.002,0.0526315789473684,0.038077370800076,0.120223042370335,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","723"
0.01,0.966666666666667,0.133370576580758,0.0274247429517208,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","723"
0,0,0,0.203883301035849,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","723"
8e-05,0,0,0.098900992324404,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","723"
4e-04,0.027027027027027,0.0222400525750866,0.111213671610278,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","723"
0.002,0.0789473684210526,0.0517327729140649,0.129046346156662,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","723"
0.01,0.966666666666667,0.133370576580758,0.0274247429517208,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","723"
0,0,0,0.203883301035849,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","723"
8e-05,0.0285714285714286,0.0235099367159844,0.116759443764708,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","723"
4e-04,0.027027027027027,0.0222400525750866,0.111213671610278,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","723"
0.002,0.105263157894737,0.0635605844192016,0.136042059334136,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","723"
0.01,0.966666666666667,0.133370576580758,0.0274247429517208,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","723"
0,0,0,0.203883301035849,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","723"
8e-05,0,0,0.098900992324404,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","723"
4e-04,0,0,0.0940578258372025,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","723"
0.002,0.0526315789473684,0.038077370800076,0.120223042370335,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","723"
0.01,0.966666666666667,0.133370576580758,0.0274247429517208,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","723"
0,0.0625,0.0513806552353575,0.220787375702989,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","723"
8e-05,0.125,0.070404997490546,0.136121198388511,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","723"
4e-04,0.075,0.0491639742254118,0.123642335243105,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","723"
0.002,0.05,0.0361793326138516,0.11503877369141,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","723"
0.01,0.25,0.108128813609037,0.15193961420768,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","723"
0,0,0,0.32440756488388,"Any effect in 24 hours",NA,"744"
8e-05,0.05,0.0411185511992046,0.186131193446742,"Any effect in 24 hours",NA,"744"
4e-04,0,0,0.161125158052819,"Any effect in 24 hours",NA,"744"
0.002,0,0,0.161125158052819,"Any effect in 24 hours",NA,"744"
0.01,1,0.161125158052819,0,"Any effect in 24 hours",NA,"744"
0,0.125,0.102582508549943,0.345888182212854,"Any effect",NA,"744"
8e-05,0.05,0.0411185511992046,0.186131193446742,"Any effect",NA,"744"
4e-04,0,0,0.161125158052819,"Any effect",NA,"744"
0.002,0.05,0.0411185511992046,0.186131193446742,"Any effect",NA,"744"
0.01,1,0.161125158052819,0,"Any effect",NA,"744"
0,0,0,0.32440756488388,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","744"
8e-05,0,0,0.161125158052819,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","744"
4e-04,0,0,0.161125158052819,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","744"
0.002,0,0,0.161125158052819,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","744"
0.01,0.95,0.186131193446742,0.0411185511992047,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","744"
0,0,0,0.32440756488388,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","744"
8e-05,0.05,0.0411185511992046,0.186131193446742,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","744"
4e-04,0,0,0.161125158052819,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","744"
0.002,0.05,0.0411185511992046,0.186131193446742,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","744"
0.01,0.95,0.186131193446742,0.0411185511992047,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","744"
0,0.03125,0.0257121398359969,0.126192638200126,"Any effect",NA,"797"
0.000625,0.9375,0.138971231441546,0.0451894329683591,"Any effect",NA,"797"
0.00125,1,0.107179198255071,0,"Any effect",NA,"797"
0.0025,1,0.107179198255071,0,"Any effect",NA,"797"
0.005,1,0.107179198255071,0,"Any effect",NA,"797"
0.01,1,0.107179198255071,0,"Any effect",NA,"797"
0,0,0,0.107179198255071,"Any effect except mortality",NA,"797"
0.000625,0.935483870967742,0.142670238330723,0.0466413455103435,"Any effect except mortality",NA,"797"
0.00125,1,0.116969798499741,1.11022302462516e-16,"Any effect except mortality",NA,"797"
0.0025,1,0.113513393173969,1.11022302462516e-16,"Any effect except mortality",NA,"797"
0.005,1,0.148654874608621,0,"Any effect except mortality",NA,"797"
0.01,1,0.32440756488388,0,"Any effect except mortality",NA,"797"
0,0,0,0.110255395460436,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","797"
0.000625,0,0,0.110255395460436,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","797"
0.00125,0.0344827586206897,0.028369544327927,0.137272460172513,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","797"
0.0025,0.0714285714285714,0.0516165073132657,0.155025054255419,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","797"
0.005,0,0,0.193607680534436,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","797"
0,0.03125,0.0257121398359969,0.126192638200126,"Any effect in 24 hours",NA,"798"
0.000625,0.5,0.163691171306725,0.163691171306725,"Any effect in 24 hours",NA,"798"
0.00125,0.5,0.163691171306725,0.163691171306725,"Any effect in 24 hours",NA,"798"
0.0025,0.5,0.163691171306725,0.163691171306725,"Any effect in 24 hours",NA,"798"
0.005,0.5,0.163691171306725,0.163691171306725,"Any effect in 24 hours",NA,"798"
0.01,0.5,0.163691171306725,0.163691171306725,"Any effect in 24 hours",NA,"798"
0,0.0625,0.045189432968359,0.138971231441546,"Any effect",NA,"798"
0.000625,1,0.107179198255071,0,"Any effect",NA,"798"
0.00125,1,0.107179198255071,0,"Any effect",NA,"798"
0.0025,1,0.107179198255071,0,"Any effect",NA,"798"
0.005,1,0.107179198255071,0,"Any effect",NA,"798"
0.01,0.96875,0.126192638200126,0.0257121398359969,"Any effect",NA,"798"
0,0,0,0.113513393173969,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","798"
0.000625,1,0.107179198255071,0,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","798"
0.00125,1,0.113513393173969,1.11022302462516e-16,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","798"
0.0025,0.96,0.155440637361937,0.0329037664980127,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","798"
0.005,1,0.242494006655241,0,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","798"
0,0.0625,0.045189432968359,0.138971231441546,"Any effect in 24 hours",NA,"799"
0.000625,0.96875,0.126192638200126,0.0257121398359969,"Any effect in 24 hours",NA,"799"
0.00125,1,0.107179198255071,0,"Any effect in 24 hours",NA,"799"
0.0025,0.96875,0.126192638200126,0.0257121398359969,"Any effect in 24 hours",NA,"799"
0.005,1,0.107179198255071,0,"Any effect in 24 hours",NA,"799"
0.01,1,0.107179198255071,0,"Any effect in 24 hours",NA,"799"
0,0.0625,0.045189432968359,0.138971231441546,"Any effect",NA,"799"
0.000625,1,0.107179198255071,0,"Any effect",NA,"799"
0.00125,1,0.107179198255071,0,"Any effect",NA,"799"
0.0025,1,0.107179198255071,0,"Any effect",NA,"799"
0.005,1,0.107179198255071,0,"Any effect",NA,"799"
0.01,1,0.107179198255071,0,"Any effect",NA,"799"
0,0,0,0.113513393173969,"Any effect except mortality",NA,"799"
0.000625,1,0.110255395460436,0,"Any effect except mortality",NA,"799"
0.00125,1,0.113513393173969,1.11022302462516e-16,"Any effect except mortality",NA,"799"
0.0025,1,0.116969798499741,1.11022302462516e-16,"Any effect except mortality",NA,"799"
0.005,1,0.161125158052819,0,"Any effect except mortality",NA,"799"
0.01,1,0.32440756488388,0,"Any effect except mortality",NA,"799"
0,0,0,0.113513393173969,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","799"
0.000625,0,6.93889390390723e-18,0.116969798499741,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","799"
0.00125,0.214285714285714,0.112161110956735,0.181100142251504,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","799"
0.0025,0.8,0.191309503695403,0.111394153131974,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","799"
0.005,0.642857142857143,0.255212911818069,0.193695539607316,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","799"
