"Dose","Response","CI_Lo","CI_Hi","End Point Name","endPointLink","Sample_ID"
0,0.0416666666666667,0.0273958591997415,0.0738261007464945,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-4"
0,0.0416666666666667,0.0273958591997415,0.0738261007464945,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-5"
8e-05,0.0320855614973262,0.0172991276095984,0.0361364814867249,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-1"
8e-05,0.0320855614973262,0.0172991276095984,0.0361364814867249,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-2"
8e-05,0.0320855614973262,0.0172991276095984,0.0361364814867249,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-3"
8e-05,0.0320855614973262,0.0172991276095984,0.0361364814867249,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-4"
8e-05,0.0320855614973262,0.0172991276095984,0.0361364814867249,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-5"
4e-04,0.0540540540540541,0.0244312465017928,0.0425743279872352,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-1"
4e-04,0.0540540540540541,0.0244312465017928,0.0425743279872352,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-2"
4e-04,0.0540540540540541,0.0244312465017928,0.0425743279872352,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-3"
4e-04,0.0540540540540541,0.0244312465017928,0.0425743279872352,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-4"
4e-04,0.0540540540540541,0.0244312465017928,0.0425743279872352,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-5"
0.002,0.0540540540540541,0.0244312465017928,0.0425743279872352,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-1"
0.002,0.0540540540540541,0.0244312465017928,0.0425743279872352,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-2"
0.002,0.0540540540540541,0.0244312465017928,0.0425743279872352,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-3"
0.002,0.0540540540540541,0.0244312465017928,0.0425743279872352,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-4"
0.002,0.0540540540540541,0.0244312465017928,0.0425743279872352,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-5"
0.01,0.038961038961039,0.0209845945128105,0.0434256210567767,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-1"
0.01,0.038961038961039,0.0209845945128105,0.0434256210567767,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-2"
0.01,0.038961038961039,0.0209845945128105,0.0434256210567767,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-3"
0.01,0.038961038961039,0.0209845945128105,0.0434256210567767,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-4"
0.01,0.038961038961039,0.0209845945128105,0.0434256210567767,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2235-5"
0,0.0625,0.0513806552353575,0.220787375702989,"Any effect",NA,NA
8e-05,0.2,0.095000102745623,0.147573063463995,"Any effect",NA,NA
4e-04,0.2,0.095000102745623,0.147573063463995,"Any effect",NA,NA
0.002,0.15,0.0793881228267964,0.140723243664897,"Any effect",NA,NA
0.01,0.175,0.0875458625396408,0.144499903317877,"Any effect",NA,NA
0,0,0,0.193607680534436,"Axis","http://purl.obolibrary.org/obo/ZP_0005012",NA
8e-05,0.0540540540540541,0.0391030772208964,0.122992489454077,"Axis","http://purl.obolibrary.org/obo/ZP_0005012",NA
4e-04,0.0555555555555556,0.0401855688913937,0.125891016530917,"Axis","http://purl.obolibrary.org/obo/ZP_0005012",NA
0.002,0,0,0.0940578258372025,"Axis","http://purl.obolibrary.org/obo/ZP_0005012",NA
0.01,0,6.93889390390723e-18,0.0964186285944637,"Axis","http://purl.obolibrary.org/obo/ZP_0005012",NA
0,0.0625,0.0513806552353575,0.220787375702989,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625",NA
8e-05,0.135135135135135,0.076002190877815,0.144638982704963,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625",NA
4e-04,0.0833333333333333,0.0545847219973399,0.134933579159393,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625",NA
0.002,0.027027027027027,0.0222400525750866,0.111213671610278,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625",NA
0.01,0.0555555555555556,0.0401855688913937,0.125891016530917,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625",NA
0,0.0625,0.0513806552353575,0.220787375702989,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203",NA
8e-05,0.135135135135135,0.076002190877815,0.144638982704963,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203",NA
4e-04,0.111111111111111,0.0670447081079546,0.142036974792537,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203",NA
0.002,0.027027027027027,0.0222400525750866,0.111213671610278,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203",NA
0.01,0.0555555555555556,0.0401855688913937,0.125891016530917,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203",NA
0,0.0625,0.0513806552353575,0.220787375702989,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |",NA
8e-05,0.135135135135135,0.076002190877815,0.144638982704963,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |",NA
4e-04,0.0833333333333333,0.0545847219973399,0.134933579159393,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |",NA
0.002,0.027027027027027,0.0222400525750866,0.111213671610278,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |",NA
0.01,0.0555555555555556,0.0401855688913937,0.125891016530917,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |",NA
0,0,0,0.193607680534436,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405",NA
8e-05,0.108108108108108,0.0652562087039934,0.138977207333152,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405",NA
4e-04,0.0833333333333333,0.0545847219973399,0.134933579159393,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405",NA
0.002,0.0540540540540541,0.0391030772208964,0.122992489454077,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405",NA
0.01,0,6.93889390390723e-18,0.0964186285944637,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405",NA
0,0.0666666666666667,0.0547997711733981,0.231498632071134,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2793"
8e-05,0,0,0.091809868225584,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2793"
4e-04,0.0540540540540541,0.0391030772208964,0.122992489454077,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2793"
0.002,0,0,0.098900992324404,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2793"
0.01,0.032258064516129,0.0265408429907122,0.12968298713112,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2793"
0,0.0625,0.0513806552353575,0.220787375702989,"Any effect in 24 hours",NA,"2794"
8e-05,0,0,0.0876216011972866,"Any effect in 24 hours",NA,"2794"
4e-04,0.025,0.0205731684973186,0.103813689634741,"Any effect in 24 hours",NA,"2794"
0.002,0.05,0.0361793326138516,0.11503877369141,"Any effect in 24 hours",NA,"2794"
0.01,0.025,0.0205731684973186,0.103813689634741,"Any effect in 24 hours",NA,"2794"
0,0.0625,0.0513806552353575,0.220787375702989,"Any effect except mortality",NA,"2794"
8e-05,0.1,0.0604204713173937,0.130517752275223,"Any effect except mortality",NA,"2794"
4e-04,0.0256410256410256,0.0211003225400355,0.106168876057475,"Any effect except mortality",NA,"2794"
0.002,0.0526315789473684,0.038077370800076,0.120223042370335,"Any effect except mortality",NA,"2794"
0.01,0.153846153846154,0.0813714300763329,0.143448482643113,"Any effect except mortality",NA,"2794"
0,0.125,0.0900225122567595,0.235228272657587,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2794"
8e-05,0,0,0.0876216011972866,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2794"
4e-04,0.05,0.0361793326138516,0.11503877369141,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2794"
0.002,0.05,0.0361793326138516,0.11503877369141,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2794"
0.01,0.075,0.0491639742254118,0.123642335243105,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2794"
0,0.0625,0.0513806552353575,0.220787375702989,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2795"
8e-05,0.102564102564103,0.0619507891174187,0.133224442064463,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2795"
4e-04,0.0540540540540541,0.0391030772208964,0.122992489454077,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2795"
0.002,0,0,0.110255395460436,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2795"
0.01,0.0555555555555556,0.0401855688913937,0.125891016530917,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2795"
0,0.125,0.0900225122567595,0.235228272657587,"Any effect except mortality",NA,"2795"
8e-05,0.384615384615385,0.135701649959771,0.156394000815365,"Any effect except mortality",NA,"2795"
4e-04,0.282051282051282,0.116616361162805,0.155701912778926,"Any effect except mortality",NA,"2795"
0.002,0.0882352941176471,0.0577693504429986,0.141369571510442,"Any effect except mortality",NA,"2795"
0.01,0.333333333333333,0.12700377143735,0.156892722673207,"Any effect except mortality",NA,"2795"
0,0.0625,0.0513806552353575,0.220787375702989,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2795"
8e-05,0.256410256410256,0.110722451000331,0.154406302806583,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2795"
4e-04,0.216216216216216,0.10235109628236,0.155735267703475,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2795"
0.002,0.0645161290322581,0.0466413455103435,0.142670238330723,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2795"
0.01,0.138888888888889,0.0780707387975605,0.147706415004673,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2795"
0,0,0,0.193607680534436,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","2795"
8e-05,0.358974358974359,0.13155350438443,0.156844155430156,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","2795"
4e-04,0.216216216216216,0.10235109628236,0.155735267703475,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","2795"
0.002,0.0645161290322581,0.0466413455103435,0.142670238330723,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","2795"
0.01,0.194444444444444,0.0969134902551572,0.155835985507329,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","2795"
0,0,0,0.193607680534436,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2795"
8e-05,0.0512820512820513,0.0371040958667771,0.117574349194085,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2795"
4e-04,0.0810810810810811,0.0531205069806331,0.131925712411803,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2795"
0.002,0,0,0.110255395460436,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2795"
0.01,0.0277777777777778,0.0228573706379673,0.113919408754961,"Lower Trunk","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","2795"
0,0,0,0.0641939367187634,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","2797"
0.0067,0.075,0.0491639742254118,0.123642335243105,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","2797"
0.0075,0,0,0.0876216011972866,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","2797"
0.008,0,0,0.0876216011972866,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","2797"
0,0.0178571428571429,0.0146979325151682,0.0765992286368329,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2797"
0.0067,0.075,0.0491639742254118,0.123642335243105,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2797"
0.0075,0,0,0.0876216011972866,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2797"
0.008,0,0,0.0876216011972866,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2797"
0,0.1875,0.121584009285719,0.242588809619741,"Any effect",NA,"2799"
8e-05,0.225,0.101839086764593,0.1500309674231,"Any effect",NA,"2799"
4e-04,0.15,0.0793881228267964,0.140723243664897,"Any effect",NA,"2799"
0.002,0.125,0.070404997490546,0.136121198388511,"Any effect",NA,"2799"
0.01,0.975,0.103813689634741,0.0205731684973186,"Any effect",NA,"2799"
0,0.0714285714285714,0.0587063561806805,0.24325847281294,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2799"
8e-05,0.0294117647058824,0.0242008584296134,0.119743968220977,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2799"
4e-04,0,6.93889390390723e-18,0.0964186285944637,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2799"
0.002,0,0,0.091809868225584,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2799"
0.01,0.260869565217391,0.135383404767528,0.203830483156862,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2799"
0,0.125,0.0900225122567595,0.235228272657587,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2799"
8e-05,0.15,0.0793881228267964,0.140723243664897,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2799"
4e-04,0.1,0.0604204713173937,0.130517752275223,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2799"
0.002,0.05,0.0361793326138516,0.11503877369141,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2799"
0.01,0.425,0.139906074400496,0.153049314580089,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2799"
0,0,0,0.193607680534436,"Any effect in 24 hours",NA,"2800"
8e-05,0.1,0.0604204713173937,0.130517752275223,"Any effect in 24 hours",NA,"2800"
4e-04,0.075,0.0491639742254118,0.123642335243105,"Any effect in 24 hours",NA,"2800"
0.002,0,0,0.0876216011972866,"Any effect in 24 hours",NA,"2800"
0.01,0.05,0.0361793326138516,0.11503877369141,"Any effect in 24 hours",NA,"2800"
0,0,0,0.193607680534436,"Any effect",NA,"2800"
8e-05,0.2,0.095000102745623,0.147573063463995,"Any effect",NA,"2800"
4e-04,0.125,0.070404997490546,0.136121198388511,"Any effect",NA,"2800"
0.002,0.1,0.0604204713173937,0.130517752275223,"Any effect",NA,"2800"
0.01,0.075,0.0491639742254118,0.123642335243105,"Any effect",NA,"2800"
0,0,0,0.193607680534436,"Any effect except mortality",NA,"2800"
8e-05,0.111111111111111,0.0670447081079546,0.142036974792537,"Any effect except mortality",NA,"2800"
4e-04,0.0540540540540541,0.0391030772208964,0.122992489454077,"Any effect except mortality",NA,"2800"
0.002,0.05,0.0361793326138516,0.11503877369141,"Any effect except mortality",NA,"2800"
0.01,0.0512820512820513,0.0371040958667771,0.117574349194085,"Any effect except mortality",NA,"2800"
0,0,0,0.193607680534436,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","2800"
8e-05,0.0277777777777778,0.0228573706379673,0.113919408754961,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","2800"
4e-04,0,0,0.0940578258372025,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","2800"
0.002,0.0263157894736842,0.0216552017879154,0.108632971685837,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","2800"
0.01,0,0,0.091809868225584,"Craniofacial","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","2800"
0,0,0,0.193607680534436,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2800"
8e-05,0.0277777777777778,0.0228573706379673,0.113919408754961,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2800"
4e-04,0.027027027027027,0.0222400525750866,0.111213671610278,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2800"
0.002,0.0526315789473684,0.038077370800076,0.120223042370335,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2800"
0.01,0,0,0.091809868225584,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2800"
0,0,0,0.193607680534436,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","2800"
8e-05,0.1,0.0604204713173937,0.130517752275223,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","2800"
4e-04,0.075,0.0491639742254118,0.123642335243105,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","2800"
0.002,0,0,0.0876216011972866,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","2800"
0.01,0.025,0.0205731684973186,0.103813689634741,"Mortality at 24 hours","http://purl.obolibrary.org/obo/UBERON_0000071","2800"
0,0,0,0.193607680534436,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2800"
8e-05,0.1,0.0604204713173937,0.130517752275223,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2800"
4e-04,0.075,0.0491639742254118,0.123642335243105,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2800"
0.002,0.05,0.0361793326138516,0.11503877369141,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2800"
0.01,0.05,0.0361793326138516,0.11503877369141,"Total mortality","http://purl.obolibrary.org/obo/UBERON_0000071","2800"
0,0,0,0.193607680534436,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2802"
8e-05,0,0,0.091809868225584,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2802"
4e-04,0.025,0.0205731684973186,0.103813689634741,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2802"
0.002,0,0,0.0940578258372025,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2802"
0.01,0,0,0.091809868225584,"Axis","http://purl.obolibrary.org/obo/ZP_0005012","2802"
0,0.0625,0.0513806552353575,0.220787375702989,"Any effect except mortality",NA,"2802"
8e-05,0.105263157894737,0.0635605844192016,0.136042059334136,"Any effect except mortality",NA,"2802"
4e-04,0.125,0.070404997490546,0.136121198388511,"Any effect except mortality",NA,"2802"
0.002,0.105263157894737,0.0635605844192016,0.136042059334136,"Any effect except mortality",NA,"2802"
0.01,0.0526315789473684,0.038077370800076,0.120223042370335,"Any effect except mortality",NA,"2802"
0,0.0625,0.0513806552353575,0.220787375702989,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2802"
8e-05,0.0263157894736842,0.0216552017879154,0.108632971685837,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2802"
4e-04,0.05,0.0361793326138516,0.11503877369141,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2802"
0.002,0.027027027027027,0.0222400525750866,0.111213671610278,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2802"
0.01,0.0526315789473684,0.038077370800076,0.120223042370335,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2802"
0,0.0652173913043478,0.0427895298750592,0.109810019514694,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-1"
0,0.0652173913043478,0.0427895298750592,0.109810019514694,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-2"
0,0.0652173913043478,0.0427895298750592,0.109810019514694,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-3"
8e-05,0.055045871559633,0.0295762791623976,0.0598714025924759,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-1"
8e-05,0.055045871559633,0.0295762791623976,0.0598714025924759,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-2"
8e-05,0.055045871559633,0.0295762791623976,0.0598714025924759,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-3"
4e-04,0.0176991150442478,0.0128318832237604,0.0445456089413601,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-1"
4e-04,0.0176991150442478,0.0128318832237604,0.0445456089413601,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-2"
4e-04,0.0176991150442478,0.0128318832237604,0.0445456089413601,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-3"
0.002,0.0175438596491228,0.012719440868054,0.0441741668107959,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-1"
0.002,0.0175438596491228,0.012719440868054,0.0441741668107959,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-2"
0.002,0.0175438596491228,0.012719440868054,0.0441741668107959,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-3"
0.01,0.208333333333333,0.0692250442745484,0.0916691371915259,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-1"
0.01,0.208333333333333,0.0692250442745484,0.0916691371915259,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-2"
0.01,0.208333333333333,0.0692250442745484,0.0916691371915259,"Brain","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","2804-3"
0,0.0869565217391304,0.0526206538444046,0.116290119002058,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2804-1"
0,0.0869565217391304,0.0526206538444046,0.116290119002058,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2804-2"
0,0.0869565217391304,0.0526206538444046,0.116290119002058,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2804-3"
8e-05,0.055045871559633,0.0295762791623976,0.0598714025924759,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2804-1"
8e-05,0.055045871559633,0.0295762791623976,0.0598714025924759,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2804-2"
8e-05,0.055045871559633,0.0295762791623976,0.0598714025924759,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2804-3"
4e-04,0.0176991150442478,0.0128318832237604,0.0445456089413601,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2804-1"
4e-04,0.0176991150442478,0.0128318832237604,0.0445456089413601,"Edema","http://purl.obolibrary.org/obo/ZP_0002060 |","2804-2"
