Chemical_ID,End_Point,Dose,Response,CI_Lo,CI_Hi
725,ANY24,0.0,0.03571428571428571,0.02938176586524795,0.1414076917192475
725,ANY24,0.015,0.0,0.0,0.2153108027376358
725,ANY24,0.046,0.0,0.0,0.2153108027376358
725,ANY24,0.14,0.0,0.0,0.2153108027376358
725,ANY24,0.41,0.0,0.0,0.2153108027376358
725,ANY24,1.23,0.14285714285714285,0.10276322158567787,0.2565566521125607
725,ANY24,3.7,0.0,0.0,0.2153108027376358
725,ANY24,11.1,0.0,0.0,0.2153108027376358
725,ANY24,33.3,0.07142857142857142,0.058706356180680486,0.2432584728129397
725,ANY24,66.5,0.07142857142857142,0.058706356180680486,0.2432584728129397
725,ANY24,100.0,0.0,0.0,0.2153108027376358
725,ANY120,0.0,0.03571428571428571,0.02938176586524795,0.1414076917192475
725,ANY120,0.015,0.0,0.0,0.2153108027376358
725,ANY120,0.046,0.0,0.0,0.2153108027376358
725,ANY120,0.14,0.0,0.0,0.2153108027376358
725,ANY120,0.41,0.0,0.0,0.2153108027376358
725,ANY120,1.23,0.14285714285714285,0.10276322158567787,0.2565566521125607
725,ANY120,3.7,0.0,0.0,0.2153108027376358
725,ANY120,11.1,0.0,0.0,0.2153108027376358
725,ANY120,33.3,0.07142857142857142,0.058706356180680486,0.2432584728129397
725,ANY120,66.5,0.07142857142857142,0.058706356180680486,0.2432584728129397
725,ANY120,100.0,0.0,0.0,0.2153108027376358
725,AXIS,0.0,0.0,6.938893903907227e-18,0.12455502974186708
725,AXIS,0.015,0.0,0.0,0.2153108027376358
725,AXIS,0.046,0.0,0.0,0.2153108027376358
725,AXIS,0.14,0.0,0.0,0.2153108027376358
725,AXIS,0.41,0.0,0.0,0.2153108027376358
725,AXIS,1.23,0.0,1.3877787807814454e-17,0.24249400665524085
725,AXIS,3.7,0.0,0.0,0.2153108027376358
725,AXIS,11.1,0.0,0.0,0.2153108027376358
725,AXIS,33.3,0.0,0.0,0.2153108027376358
725,AXIS,66.5,0.07142857142857142,0.058706356180680486,0.2432584728129397
725,AXIS,100.0,0.0,0.0,0.2280953723541984
725,ALL_BUT_MORT,0.0,0.03571428571428571,0.02938176586524795,0.1414076917192475
725,ALL_BUT_MORT,0.015,0.0,0.0,0.2153108027376358
725,ALL_BUT_MORT,0.046,0.0,0.0,0.2153108027376358
725,ALL_BUT_MORT,0.14,0.0,0.0,0.2153108027376358
725,ALL_BUT_MORT,0.41,0.0,0.0,0.2153108027376358
725,ALL_BUT_MORT,1.23,0.07692307692307693,0.06321265568052031,0.25621643228791896
725,ALL_BUT_MORT,3.7,0.0,0.0,0.2153108027376358
725,ALL_BUT_MORT,11.1,0.0,0.0,0.2153108027376358
725,ALL_BUT_MORT,33.3,0.07142857142857142,0.058706356180680486,0.2432584728129397
725,ALL_BUT_MORT,66.5,0.07142857142857142,0.058706356180680486,0.2432584728129397
725,ALL_BUT_MORT,100.0,0.0,0.0,0.2153108027376358
725,BRN_,0.0,0.0,6.938893903907227e-18,0.12455502974186708
725,BRN_,0.015,0.0,0.0,0.2153108027376358
725,BRN_,0.046,0.0,0.0,0.2153108027376358
725,BRN_,0.14,0.0,0.0,0.2153108027376358
725,BRN_,0.41,0.0,0.0,0.2153108027376358
725,BRN_,1.23,0.0,1.3877787807814454e-17,0.24249400665524085
725,BRN_,3.7,0.0,0.0,0.2153108027376358
725,BRN_,11.1,0.0,0.0,0.2153108027376358
725,BRN_,33.3,0.0,0.0,0.2153108027376358
725,BRN_,66.5,0.0,0.0,0.2153108027376358
725,BRN_,100.0,0.0,0.0,0.2280953723541984
725,CRAN,0.0,0.037037037037037035,0.030468891056251907,0.1457976222987214
725,CRAN,0.015,0.0,0.0,0.2153108027376358
725,CRAN,0.046,0.0,0.0,0.2153108027376358
725,CRAN,0.14,0.0,0.0,0.2153108027376358
725,CRAN,0.41,0.0,0.0,0.2153108027376358
725,CRAN,1.23,0.0,1.3877787807814454e-17,0.24249400665524085
725,CRAN,3.7,0.0,0.0,0.2153108027376358
725,CRAN,11.1,0.0,0.0,0.2153108027376358
725,CRAN,33.3,0.07142857142857142,0.058706356180680486,0.2432584728129397
725,CRAN,66.5,0.07142857142857142,0.058706356180680486,0.2432584728129397
725,CRAN,100.0,0.0,0.0,0.2280953723541984
725,DP24,0.0,0.03571428571428571,0.02938176586524795,0.1414076917192475
725,DP24,0.015,0.0,0.0,0.2153108027376358
725,DP24,0.046,0.0,0.0,0.2153108027376358
725,DP24,0.14,0.0,0.0,0.2153108027376358
725,DP24,0.41,0.0,0.0,0.2153108027376358
725,DP24,1.23,0.07692307692307693,0.06321265568052031,0.25621643228791896
725,DP24,3.7,0.0,0.0,0.2153108027376358
725,DP24,11.1,0.0,0.0,0.2153108027376358
725,DP24,33.3,0.07142857142857142,0.058706356180680486,0.2432584728129397
725,DP24,66.5,0.07142857142857142,0.058706356180680486,0.2432584728129397
725,DP24,100.0,0.0,0.0,0.2153108027376358
725,EDEM,0.0,0.037037037037037035,0.030468891056251907,0.1457976222987214
725,EDEM,0.015,0.0,0.0,0.2153108027376358
725,EDEM,0.046,0.0,0.0,0.2153108027376358
725,EDEM,0.14,0.0,0.0,0.2153108027376358
725,EDEM,0.41,0.0,0.0,0.2153108027376358
725,EDEM,1.23,0.0,1.3877787807814454e-17,0.24249400665524085
725,EDEM,3.7,0.0,0.0,0.2153108027376358
725,EDEM,11.1,0.0,0.0,0.2153108027376358
725,EDEM,33.3,0.07142857142857142,0.058706356180680486,0.2432584728129397
725,EDEM,66.5,0.07142857142857142,0.058706356180680486,0.2432584728129397
725,EDEM,100.0,0.0,0.0,0.2280953723541984
725,LTRK,0.0,0.0,6.938893903907227e-18,0.12455502974186708
725,LTRK,0.015,0.0,0.0,0.2153108027376358
725,LTRK,0.046,0.0,0.0,0.2153108027376358
725,LTRK,0.14,0.0,0.0,0.2153108027376358
725,LTRK,0.41,0.0,0.0,0.2153108027376358
725,LTRK,1.23,0.0,1.3877787807814454e-17,0.24249400665524085
725,LTRK,3.7,0.0,0.0,0.2153108027376358
725,LTRK,11.1,0.0,0.0,0.2153108027376358
725,LTRK,33.3,0.0,0.0,0.2153108027376358
725,LTRK,66.5,0.0,0.0,0.2153108027376358
725,LTRK,100.0,0.0,0.0,0.2280953723541984
725,MO24,0.0,0.0,0.0,0.12064330476584564
725,MO24,0.015,0.0,0.0,0.2153108027376358
