Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,DataQC_Flag,BMD_Analysis_Flag,BMD_Flag,BMD50_Flag,BMD10_call
64,NC24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
64,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
64,SM24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
64,TCHR,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
64,TOT_MORT,NULL,NULL,NULL,NULL,0.559375,0.0,50.0,0.0111875,1,NULL,NULL,NULL,0
65,ANY24,NULL,NULL,NULL,NULL,5.1,0.0,50.0,0.102,1,NULL,NULL,NULL,0
65,ANY120,NULL,NULL,NULL,NULL,7.237500000000001,0.0,50.0,0.14475000000000002,1,NULL,NULL,NULL,0
65,AXIS,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
65,BRN_,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
65,CRAN,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
65,DP24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
65,LTRK,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
65,MO24,NULL,NULL,NULL,NULL,5.1,0.0,50.0,0.102,1,NULL,NULL,NULL,0
65,MORT,NULL,NULL,NULL,NULL,1.9060755336617405,0.0,50.0,0.03812151067323481,1,NULL,NULL,NULL,0
65,MUSC,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
65,NC__,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
65,NC24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
65,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
65,SM24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
65,TCHR,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
65,TOT_MORT,NULL,NULL,NULL,NULL,6.7875,0.0,50.0,0.13574999999999998,1,NULL,NULL,NULL,0
66,AXIS,NULL,NULL,NULL,NULL,2.30682123655914,0.0,50.0,0.046136424731182804,1,NULL,NULL,NULL,0
66,CRAN,NULL,NULL,NULL,NULL,0.7247647849462365,0.0,50.0,0.01449529569892473,1,NULL,NULL,NULL,0
66,LTRK,NULL,NULL,NULL,NULL,0.971875,0.0,50.0,0.0194375,1,NULL,NULL,NULL,0
66,MUSC,NULL,NULL,NULL,NULL,0.09895833333333333,0.0,50.0,0.0019791666666666664,1,NULL,NULL,NULL,0
66,NC__,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
66,NC24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
66,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
66,SM24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
66,TCHR,NULL,NULL,NULL,NULL,0.015625,0.0,50.0,0.0003125,1,NULL,NULL,NULL,0
67,DP24,NULL,NULL,NULL,NULL,0.0,0.0,5.0,0.0,1,NULL,NULL,NULL,0
67,NC__,NULL,NULL,NULL,NULL,0.0,0.0,5.0,0.0,1,NULL,NULL,NULL,0
67,NC24,NULL,NULL,NULL,NULL,0.0,0.0,5.0,0.0,1,NULL,NULL,NULL,0
67,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,5.0,0.0,1,NULL,NULL,NULL,0
67,SM24,NULL,NULL,NULL,NULL,0.0,0.0,5.0,0.0,1,NULL,NULL,NULL,0
69,ANY24,NULL,NULL,NULL,NULL,1.1625,0.0,50.0,0.023250000000000003,1,NULL,NULL,NULL,0
69,MO24,NULL,NULL,NULL,NULL,0.175,0.0,50.0,0.0034999999999999996,1,NULL,NULL,NULL,0
69,MORT,NULL,NULL,NULL,NULL,0.478125,0.0,50.0,0.0095625,1,NULL,NULL,NULL,0
69,NC__,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
69,NC24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
69,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
69,SM24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
69,TOT_MORT,NULL,NULL,NULL,NULL,0.653125,0.0,50.0,0.0130625,1,NULL,NULL,NULL,0
70,DP24,NULL,NULL,NULL,NULL,0.0621875,0.0,5.0,0.0124375,1,NULL,NULL,NULL,0
70,LTRK,NULL,NULL,NULL,NULL,0.21885282258064517,0.0,5.0,0.04377056451612903,1,NULL,NULL,NULL,0
70,MORT,NULL,NULL,NULL,NULL,0.130625,0.0,5.0,0.026125,1,NULL,NULL,NULL,0
70,NC__,NULL,NULL,NULL,NULL,0.0,0.0,5.0,0.0,1,NULL,NULL,NULL,0
70,NC24,NULL,NULL,NULL,NULL,0.0,0.0,5.0,0.0,1,NULL,NULL,NULL,0
70,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,5.0,0.0,1,NULL,NULL,NULL,0
70,SM24,NULL,NULL,NULL,NULL,0.0,0.0,5.0,0.0,1,NULL,NULL,NULL,0
70,TCHR,NULL,NULL,NULL,NULL,0.14561491935483872,0.0,5.0,0.029122983870967744,1,NULL,NULL,NULL,0
129,DP24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
129,MUSC,NULL,NULL,NULL,NULL,0.0,0.0,5.0,0.0,1,NULL,NULL,NULL,0
129,NC__,NULL,NULL,NULL,NULL,0.0,0.0,5.0,0.0,1,NULL,NULL,NULL,0
129,NC24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
129,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,5.0,0.0,1,NULL,NULL,NULL,0
129,SM24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
129,TCHR,NULL,NULL,NULL,NULL,0.0,0.0,5.0,0.0,1,NULL,NULL,NULL,0
155,DP24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
155,NC24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
155,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
155,SM24,NULL,NULL,NULL,NULL,0.0,0.0,50.0,0.0,1,NULL,NULL,NULL,0
163,DP24,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
163,NC__,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
163,NC24,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
163,SM24,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
165,ANY120,NULL,NULL,NULL,NULL,11.8201,0.0,64.0,0.1846890625,1,NULL,NULL,NULL,0
165,AXIS,NULL,NULL,NULL,NULL,0.012066995073891626,0.0,64.0,0.00018854679802955666,1,NULL,NULL,NULL,0
165,ALL_BUT_MORT,NULL,NULL,NULL,NULL,1.3035360846560848,0.0,64.0,0.020367751322751326,1,NULL,NULL,NULL,0
165,BRN_,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
165,CRAN,NULL,NULL,NULL,NULL,0.03289549071618038,0.0,64.0,0.0005139920424403184,1,NULL,NULL,NULL,0
165,DP24,NULL,NULL,NULL,NULL,1.281154708994709,0.0,64.0,0.02001804232804233,1,NULL,NULL,NULL,0
165,EDEM,NULL,NULL,NULL,NULL,0.021848275862068965,0.0,64.0,0.0003413793103448276,1,NULL,NULL,NULL,0
165,LTRK,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
165,MUSC,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
165,NC__,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
165,NC24,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
165,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
165,SM24,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
165,TCHR,NULL,NULL,NULL,NULL,0.0011428571428571427,0.0,64.0,1.7857142857142855e-05,1,NULL,NULL,NULL,0
172,ANY24,NULL,NULL,NULL,NULL,12.0632,0.0,64.0,0.1884875,1,NULL,NULL,NULL,0
172,ANY120,NULL,NULL,NULL,NULL,24.638900000000003,0.0,64.0,0.38498281250000005,1,NULL,NULL,NULL,0
172,AXIS,NULL,NULL,NULL,NULL,0.3017142857142857,0.0,64.0,0.004714285714285714,1,NULL,NULL,NULL,0
172,ALL_BUT_MORT,NULL,NULL,NULL,NULL,11.119479929266136,0.0,64.0,0.17374187389478338,1,NULL,NULL,NULL,0
172,BRN_,NULL,NULL,NULL,NULL,0.3017142857142857,0.0,64.0,0.004714285714285714,1,NULL,NULL,NULL,0
172,CRAN,NULL,NULL,NULL,NULL,0.46634534161490687,0.0,64.0,0.00728664596273292,1,NULL,NULL,NULL,0
172,DP24,NULL,NULL,NULL,NULL,5.1128537577365165,0.0,64.0,0.07988833996463307,1,NULL,NULL,NULL,0
172,LTRK,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
172,MO24,NULL,NULL,NULL,NULL,7.686,0.0,64.0,0.12009375,1,NULL,NULL,NULL,0
172,MORT,NULL,NULL,NULL,NULL,19.461000000000002,0.0,64.0,0.30407812500000003,1,NULL,NULL,NULL,0
172,MUSC,NULL,NULL,NULL,NULL,0.315488198757764,0.0,64.0,0.004929503105590063,1,NULL,NULL,NULL,0
172,NC__,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
172,NC24,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
172,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
172,TCHR,NULL,NULL,NULL,NULL,5.319332592350442,0.0,64.0,0.08311457175547565,1,NULL,NULL,NULL,0
172,TOT_MORT,NULL,NULL,NULL,NULL,19.461000000000002,0.0,64.0,0.30407812500000003,1,NULL,NULL,NULL,0
176,ANY24,NULL,NULL,NULL,NULL,9.03756129032258,0.0,64.0,0.14121189516129032,1,NULL,NULL,NULL,0
176,ANY120,NULL,NULL,NULL,NULL,10.33656129032258,0.0,64.0,0.1615087701612903,1,NULL,NULL,NULL,0
176,AXIS,NULL,NULL,NULL,NULL,0.23589743589743592,0.0,64.0,0.0036858974358974362,1,NULL,NULL,NULL,0
176,BRN_,NULL,NULL,NULL,NULL,0.0012307692307692308,0.0,64.0,1.923076923076923e-05,1,NULL,NULL,NULL,0
176,CRAN,NULL,NULL,NULL,NULL,1.3673260073260072,0.0,64.0,0.021364468864468862,1,NULL,NULL,NULL,0
176,EDEM,NULL,NULL,NULL,NULL,1.3673260073260072,0.0,64.0,0.021364468864468862,1,NULL,NULL,NULL,0
176,LTRK,NULL,NULL,NULL,NULL,0.1197948717948718,0.0,64.0,0.001871794871794872,1,NULL,NULL,NULL,0
176,MO24,NULL,NULL,NULL,NULL,7.108629032258064,0.0,64.0,0.11107232862903225,1,NULL,NULL,NULL,0
176,MORT,NULL,NULL,NULL,NULL,9.14656129032258,0.0,64.0,0.14291502016129032,1,NULL,NULL,NULL,0
176,MUSC,NULL,NULL,NULL,NULL,0.0024615384615384616,0.0,64.0,3.846153846153846e-05,1,NULL,NULL,NULL,0
176,NC__,NULL,NULL,NULL,NULL,0.0024615384615384616,0.0,64.0,3.846153846153846e-05,1,NULL,NULL,NULL,0
176,NC24,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
176,SKIN,NULL,NULL,NULL,NULL,0.0012307692307692308,0.0,64.0,1.923076923076923e-05,1,NULL,NULL,NULL,0
176,SM24,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
176,TCHR,NULL,NULL,NULL,NULL,0.0,0.0,64.0,0.0,1,NULL,NULL,NULL,0
176,TOT_MORT,NULL,NULL,NULL,NULL,9.14656129032258,0.0,64.0,0.14291502016129032,1,NULL,NULL,NULL,0
197,AXIS,NULL,NULL,NULL,NULL,0.00011428571428571428,0.0,64.0,1.7857142857142857e-06,1,NULL,NULL,NULL,0
197,BRN_,NULL,NULL,NULL,NULL,0.00011428571428571428,0.0,64.0,1.7857142857142857e-06,1,NULL,NULL,NULL,0
