Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,Modeled_Flag,DataQC_Flag,BMD10_Flag,BMD50_Flag,NumConc,Spearman_Correlation,bmdrc.Endpoint.ID
20291-75-2,LDH,power,26.533470558158594,26.531965889549525,67.07253613327477,19751.634,0.0,100.0,0.45787879,Pass,Moderate,Pass,Pass,4.0,0.8713132312710234,20291-75-2 LDH
20291-75-2,MMP,michaelis-mentin,8.023682734776102,,45.602333354599274,13336.1475,0.0,110.0,0.64175588,Pass,Moderate,Pass,Pass,4.0,0.7970811413304556,20291-75-2 MMP
66292-19-1,DCFDA,michaelis-mentin,8.38701003038707,,46.8849447073342,13123.9869,0.0,110.0,0.73827197,Pass,Moderate,Pass,Pass,4.0,0.8400008950944032,66292-19-1 DCFDA
66292-19-1,LDH,michaelis-mentin,5.170920321417431,,33.819781432675576,35235.2941,0.0,110.0,0.45888662,Pass,Moderate,Pass,Pass,4.0,0.8004478148442526,66292-19-1 LDH
66292-19-1,MMP,michaelis-mentin,4.595259979415304,,30.99783939234032,35757.6745,0.0,110.0,0.5672687,Pass,Moderate,Pass,Pass,4.0,0.9197090092274488,66292-19-1 MMP
57380-68-4,MMP,power,14.004786510721505,13.956858445187821,55.33547169351419,24718.1116,0.0,100.0,0.43277873,Pass,Moderate,Pass,Pass,4.0,0.9626287629913963,57380-68-4 MMP
65819-04-7,LDH,gompertz,49.66982903325744,,70.71250680365249,7705.8824,0.0,80.0,0.47235577,Pass,Moderate,Pass,Pass,4.0,0.5280945570982553,65819-04-7 LDH
65819-04-7,MMP,michaelis-mentin,3.664943126282811,,24.138035432510325,24536.1674,0.0,80.0,0.59893465,Pass,Moderate,Pass,Pass,4.0,0.9626287629913963,65819-04-7 MMP
218-01-9,CC,asymptotic,0.15402589798981942,0.0873647046938836,1.013307653804433,6560.4281,0.0,50.0,0.82683238,Pass,Moderate,Pass,Pass,4.0,0.754161387566508,218-01-9 CC
20291-73-0,DCFDA,power,0.24720775385914376,,16.414720485423274,11296.0659,0.0,100.0,0.79473645,Pass,Moderate,Pass,Pass,3.0,0.7397336563608156,20291-73-0 DCFDA
2381-15-9,LDH,power,15.139168407011066,15.099948191923552,56.64819999619949,27355.9382,0.0,100.0,0.41198702,Pass,Moderate,Pass,Pass,4.0,0.817012505389155,2381-15-9 LDH
204256-39-3,LDH,michaelis-mentin,5.538352865708607,,34.54110816163713,23980.3922,0.0,100.0,0.47038462,Pass,Moderate,Pass,Pass,4.0,0.9453013139880748,204256-39-3 LDH
316-49-4,LDH,michaelis-mentin,5.740967371339203,,35.40704920564984,22047.619,0.0,100.0,0.40973451,Pass,Moderate,Pass,Pass,4.0,0.8498372009227939,316-49-4 LDH
2381-15-9,MMP,asymptotic,5.219043921872969e-06,,3.433511650050517e-05,20094.9352,0.0,100.0,0.76661972,Pass,Moderate,Pass,Pass,4.0,0.7397336563608156,2381-15-9 MMP
20291-73-0,MMP,michaelis-mentin,12.780853200960157,,80.66296265876703,58629.3575,0.0,240.0,0.56194966,Pass,Moderate,Pass,Pass,4.0,0.9258404026222984,20291-73-0 MMP
204256-39-3,MMP,michaelis-mentin,4.717050720172878,,30.82224793574403,29445.5668,0.0,100.0,0.45296961,Pass,Moderate,Pass,Pass,4.0,0.9626287629913963,204256-39-3 MMP
120-12-7,CC,,,,,5441.286,0.0,50.0,0.7553487,Fail - other filter,Not Fit,Fail,Fail,,,120-12-7 CC
120-12-7,DCFDA,,,,,10945.5548,0.0,100.0,0.90644375,Fail - correlation score filter,Not Fit,Fail,Fail,,,120-12-7 DCFDA
120-12-7,LDH,,,,,11294.1176,0.0,100.0,0.77837838,Fail - correlation score filter,Not Fit,Fail,Fail,,,120-12-7 LDH
129-00-0,CC,,,,,15289.8749,0.0,150.0,0.72937403,Fail - correlation score filter,Not Fit,Fail,Fail,,,129-00-0 CC
129-00-0,LDH,,,,,22705.9761,0.0,300.0,0.53363296,Fail - other filter,Not Fit,Fail,Fail,,,129-00-0 LDH
14207-77-3,CC,,,,,11501.8437,0.0,50.0,0.71791647,Fail - other filter,Not Fit,Fail,Fail,,,14207-77-3 CC
14207-77-3,DCFDA,,,,,9821.3449,0.0,100.0,0.8098718,Fail - other filter,Not Fit,Fail,Fail,,,14207-77-3 DCFDA
14207-77-3,MMP,,,,,9819.1358,0.0,100.0,0.60767705,Fail - other filter,Not Fit,Fail,Fail,,,14207-77-3 MMP
14250-05-6,CC,,,,,3332.2979,0.0,35.0,0.81334742,Fail - correlation score filter,Not Fit,Fail,Fail,,,14250-05-6 CC
14250-05-6,DCFDA,,,,,10056.2107,0.0,100.0,0.90792554,Fail - other filter,Not Fit,Fail,Fail,,,14250-05-6 DCFDA
1576-67-6,CC,,,,,14386.2693,0.0,150.0,0.6744269,Fail - correlation score filter,Not Fit,Fail,Fail,,,1576-67-6 CC
1576-67-6,DCFDA,,,,,28330.0214,0.0,300.0,0.90363545,Fail - correlation score filter,Not Fit,Fail,Fail,,,1576-67-6 DCFDA
1576-67-6,MMP,,,,,29670.6898,0.0,300.0,0.64151606,Fail - correlation score filter,Not Fit,Fail,Fail,,,1576-67-6 MMP
