"Project","cas_number","Conc","Link","nGenes"
"HEPG2","25265-71-8","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=25265-71-8&stat=gene_expression",53
"HEPG2","25265-71-8","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=25265-71-8&stat=gene_expression",97
"HEPG2","25265-71-8","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=25265-71-8&stat=gene_expression",56
"HEPG2","2783-94-0","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2783-94-0&stat=gene_expression",38
"HEPG2","2783-94-0","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2783-94-0&stat=gene_expression",51
"HEPG2","2783-94-0","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2783-94-0&stat=gene_expression",42
"HEPG2","2783-94-0","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2783-94-0&stat=gene_expression",61
"HEPG2","2783-94-0","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2783-94-0&stat=gene_expression",50
"HEPG2","2783-94-0","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2783-94-0&stat=gene_expression",51
"HEPG2","298-00-0","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=298-00-0&stat=gene_expression",68
"HEPG2","298-00-0","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=298-00-0&stat=gene_expression",48
"HEPG2","298-00-0","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=298-00-0&stat=gene_expression",41
"HEPG2","298-00-0","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=298-00-0&stat=gene_expression",55
"HEPG2","298-00-0","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=298-00-0&stat=gene_expression",35
"HEPG2","298-00-0","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=298-00-0&stat=gene_expression",39
"HEPG2","302-79-4","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=302-79-4&stat=gene_expression",80
"HEPG2","302-79-4","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=302-79-4&stat=gene_expression",123
"HEPG2","302-79-4","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=302-79-4&stat=gene_expression",93
"HEPG2","302-79-4","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=302-79-4&stat=gene_expression",91
"HEPG2","302-79-4","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=302-79-4&stat=gene_expression",181
"HEPG2","302-79-4","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=302-79-4&stat=gene_expression",118
"HEPG2","333-41-5","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=333-41-5&stat=gene_expression",59
"HEPG2","333-41-5","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=333-41-5&stat=gene_expression",57
"HEPG2","333-41-5","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=333-41-5&stat=gene_expression",54
"HEPG2","333-41-5","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=333-41-5&stat=gene_expression",46
"HEPG2","333-41-5","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=333-41-5&stat=gene_expression",67
"HEPG2","333-41-5","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=333-41-5&stat=gene_expression",34
"HEPG2","3380-34-5","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3380-34-5&stat=gene_expression",80
"HEPG2","3380-34-5","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3380-34-5&stat=gene_expression",82
"HEPG2","3380-34-5","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3380-34-5&stat=gene_expression",86
"HEPG2","3380-34-5","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3380-34-5&stat=gene_expression",371
"HEPG2","3380-34-5","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3380-34-5&stat=gene_expression",1188
"HEPG2","3380-34-5","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3380-34-5&stat=gene_expression",66
"HEPG2","3844-45-9","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3844-45-9&stat=gene_expression",51
"HEPG2","3844-45-9","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3844-45-9&stat=gene_expression",43
"HEPG2","3844-45-9","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3844-45-9&stat=gene_expression",60
"HEPG2","3844-45-9","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3844-45-9&stat=gene_expression",47
"HEPG2","3844-45-9","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3844-45-9&stat=gene_expression",53
"HEPG2","3844-45-9","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3844-45-9&stat=gene_expression",50
"HEPG2","41372-08-1","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=41372-08-1&stat=gene_expression",48
"HEPG2","41372-08-1","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=41372-08-1&stat=gene_expression",49
"HEPG2","41372-08-1","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=41372-08-1&stat=gene_expression",37
"HEPG2","41372-08-1","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=41372-08-1&stat=gene_expression",61
"HEPG2","41372-08-1","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=41372-08-1&stat=gene_expression",968
"HEPG2","41372-08-1","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=41372-08-1&stat=gene_expression",55
"HEPG2","4376-20-9","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=4376-20-9&stat=gene_expression",125
"HEPG2","4376-20-9","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=4376-20-9&stat=gene_expression",59
"HEPG2","4376-20-9","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=4376-20-9&stat=gene_expression",46
"HEPG2","4376-20-9","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=4376-20-9&stat=gene_expression",49
"HEPG2","4376-20-9","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=4376-20-9&stat=gene_expression",100
"HEPG2","4376-20-9","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=4376-20-9&stat=gene_expression",62
"HEPG2","50-29-3","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-29-3&stat=gene_expression",50
"HEPG2","50-29-3","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-29-3&stat=gene_expression",64
"HEPG2","50-29-3","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-29-3&stat=gene_expression",38
"HEPG2","50-29-3","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-29-3&stat=gene_expression",113
"HEPG2","50-29-3","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-29-3&stat=gene_expression",98
"HEPG2","50-29-3","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-29-3&stat=gene_expression",91
"HEPG2","50-32-8","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-32-8&stat=gene_expression",184
"HEPG2","50-32-8","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-32-8&stat=gene_expression",492
"HEPG2","50-32-8","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-32-8&stat=gene_expression",1496
"HEPG2","50-32-8","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-32-8&stat=gene_expression",1105
"HEPG2","50-32-8","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-32-8&stat=gene_expression",1374
"HEPG2","50-32-8","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-32-8&stat=gene_expression",1476
"HEPG2","50-78-2","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-78-2&stat=gene_expression",117
"HEPG2","50-78-2","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-78-2&stat=gene_expression",1046
"HEPG2","50-78-2","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-78-2&stat=gene_expression",40
"HEPG2","50-78-2","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-78-2&stat=gene_expression",65
"HEPG2","50-78-2","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-78-2&stat=gene_expression",44
"HEPG2","50-78-2","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-78-2&stat=gene_expression",55
"HEPG2","50-81-7","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-81-7&stat=gene_expression",79
"HEPG2","50-81-7","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-81-7&stat=gene_expression",523
"HEPG2","50-81-7","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-81-7&stat=gene_expression",44
"HEPG2","50-81-7","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-81-7&stat=gene_expression",62
"HEPG2","50-81-7","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-81-7&stat=gene_expression",71
"HEPG2","50-81-7","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-81-7&stat=gene_expression",75
"HEPG2","50892-23-4","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50892-23-4&stat=gene_expression",48
"HEPG2","50892-23-4","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50892-23-4&stat=gene_expression",53
"HEPG2","50892-23-4","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50892-23-4&stat=gene_expression",44
"HEPG2","50892-23-4","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50892-23-4&stat=gene_expression",98
"HEPG2","50892-23-4","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50892-23-4&stat=gene_expression",41
"HEPG2","50892-23-4","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50892-23-4&stat=gene_expression",47
"HEPG2","51-03-6","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=51-03-6&stat=gene_expression",47
"HEPG2","51-03-6","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=51-03-6&stat=gene_expression",43
"HEPG2","51-03-6","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=51-03-6&stat=gene_expression",34
"HEPG2","51-03-6","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=51-03-6&stat=gene_expression",40
"HEPG2","51-03-6","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=51-03-6&stat=gene_expression",46
"HEPG2","51-03-6","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=51-03-6&stat=gene_expression",51
"HEPG2","52-01-7","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52-01-7&stat=gene_expression",56
"HEPG2","52-01-7","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52-01-7&stat=gene_expression",60
"HEPG2","52-01-7","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52-01-7&stat=gene_expression",71
"HEPG2","52-01-7","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52-01-7&stat=gene_expression",33
"HEPG2","52-01-7","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52-01-7&stat=gene_expression",112
"HEPG2","52-01-7","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52-01-7&stat=gene_expression",82
"HEPG2","52918-63-5","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52918-63-5&stat=gene_expression",47
"HEPG2","52918-63-5","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52918-63-5&stat=gene_expression",68
"HEPG2","52918-63-5","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52918-63-5&stat=gene_expression",48
"HEPG2","52918-63-5","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52918-63-5&stat=gene_expression",66
"HEPG2","52918-63-5","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52918-63-5&stat=gene_expression",56
"HEPG2","52918-63-5","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52918-63-5&stat=gene_expression",71
"HEPG2","532-27-4","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=532-27-4&stat=gene_expression",67
"HEPG2","532-27-4","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=532-27-4&stat=gene_expression",47
"HEPG2","532-27-4","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=532-27-4&stat=gene_expression",132
"HEPG2","532-27-4","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=532-27-4&stat=gene_expression",114
"HEPG2","532-27-4","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=532-27-4&stat=gene_expression",857
"HEPG2","532-27-4","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=532-27-4&stat=gene_expression",63
"HEPG2","532-32-1","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=532-32-1&stat=gene_expression",63
"HEPG2","532-32-1","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=532-32-1&stat=gene_expression",84
"HEPG2","532-32-1","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=532-32-1&stat=gene_expression",46
"HEPG2","532-32-1","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=532-32-1&stat=gene_expression",55
"HEPG2","532-32-1","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=532-32-1&stat=gene_expression",55
"HEPG2","532-32-1","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=532-32-1&stat=gene_expression",59
"HEPG2","5392-40-5","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=5392-40-5&stat=gene_expression",76
"HEPG2","5392-40-5","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=5392-40-5&stat=gene_expression",41
"HEPG2","5392-40-5","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=5392-40-5&stat=gene_expression",59
"HEPG2","5392-40-5","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=5392-40-5&stat=gene_expression",58
"HEPG2","5392-40-5","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=5392-40-5&stat=gene_expression",33
"HEPG2","5392-40-5","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=5392-40-5&stat=gene_expression",68
"HEPG2","54-85-3","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=54-85-3&stat=gene_expression",47
"HEPG2","54-85-3","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=54-85-3&stat=gene_expression",43
"HEPG2","54-85-3","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=54-85-3&stat=gene_expression",69
"HEPG2","54-85-3","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=54-85-3&stat=gene_expression",47
"HEPG2","54-85-3","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=54-85-3&stat=gene_expression",209
"HEPG2","54-85-3","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=54-85-3&stat=gene_expression",55
"HEPG2","54965-24-1","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=54965-24-1&stat=gene_expression",45
"HEPG2","54965-24-1","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=54965-24-1&stat=gene_expression",37
"HEPG2","54965-24-1","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=54965-24-1&stat=gene_expression",84
"HEPG2","54965-24-1","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=54965-24-1&stat=gene_expression",26
"HEPG2","54965-24-1","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=54965-24-1&stat=gene_expression",882
"HEPG2","54965-24-1","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=54965-24-1&stat=gene_expression",63
"HEPG2","55-18-5","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55-18-5&stat=gene_expression",65
"HEPG2","55-18-5","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55-18-5&stat=gene_expression",84
"HEPG2","55-18-5","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55-18-5&stat=gene_expression",69
"HEPG2","55-18-5","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55-18-5&stat=gene_expression",79
"HEPG2","55-18-5","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55-18-5&stat=gene_expression",61
"HEPG2","55-18-5","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55-18-5&stat=gene_expression",64
"HEPG2","55-38-9","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55-38-9&stat=gene_expression",53
"HEPG2","55-38-9","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55-38-9&stat=gene_expression",126
"HEPG2","55-38-9","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55-38-9&stat=gene_expression",50
"HEPG2","55-38-9","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55-38-9&stat=gene_expression",105
"HEPG2","55-38-9","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55-38-9&stat=gene_expression",277
"HEPG2","55-38-9","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55-38-9&stat=gene_expression",92
"HEPG2","55566-30-8","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55566-30-8&stat=gene_expression",96
"HEPG2","55566-30-8","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55566-30-8&stat=gene_expression",36
"HEPG2","55566-30-8","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55566-30-8&stat=gene_expression",57
"HEPG2","55566-30-8","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55566-30-8&stat=gene_expression",118
"HEPG2","55566-30-8","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55566-30-8&stat=gene_expression",273
"HEPG2","55566-30-8","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=55566-30-8&stat=gene_expression",131
"HEPG2","56-38-2","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-38-2&stat=gene_expression",40
"HEPG2","56-38-2","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-38-2&stat=gene_expression",55
"HEPG2","56-38-2","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-38-2&stat=gene_expression",41
"HEPG2","56-38-2","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-38-2&stat=gene_expression",66
"HEPG2","56-38-2","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-38-2&stat=gene_expression",63
"HEPG2","56-38-2","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-38-2&stat=gene_expression",58
"HEPG2","56-53-1","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-53-1&stat=gene_expression",57
"HEPG2","56-53-1","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-53-1&stat=gene_expression",135
"HEPG2","56-53-1","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-53-1&stat=gene_expression",33
"HEPG2","56-53-1","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-53-1&stat=gene_expression",141
"HEPG2","56-53-1","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-53-1&stat=gene_expression",336
"HEPG2","56-53-1","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-53-1&stat=gene_expression",75
"HEPG2","56-72-4","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-72-4&stat=gene_expression",68
"HEPG2","56-72-4","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-72-4&stat=gene_expression",78
"HEPG2","56-72-4","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-72-4&stat=gene_expression",68
"HEPG2","56-72-4","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-72-4&stat=gene_expression",80
"HEPG2","56-72-4","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-72-4&stat=gene_expression",86
"HEPG2","56-72-4","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=56-72-4&stat=gene_expression",110
"HEPG2","57-13-6","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=57-13-6&stat=gene_expression",67
"HEPG2","57-13-6","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=57-13-6&stat=gene_expression",77
"HEPG2","57-13-6","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=57-13-6&stat=gene_expression",34
"HEPG2","57-13-6","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=57-13-6&stat=gene_expression",48
"HEPG2","57-13-6","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=57-13-6&stat=gene_expression",55
"HEPG2","57-13-6","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=57-13-6&stat=gene_expression",47
"HEPG2","57-30-7","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=57-30-7&stat=gene_expression",53
"HEPG2","57-30-7","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=57-30-7&stat=gene_expression",42
"HEPG2","57-30-7","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=57-30-7&stat=gene_expression",40
"HEPG2","57-30-7","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=57-30-7&stat=gene_expression",36
"HEPG2","57-30-7","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=57-30-7&stat=gene_expression",41
"HEPG2","57-30-7","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=57-30-7&stat=gene_expression",25
"HEPG2","57-63-6","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=57-63-6&stat=gene_expression",73
