Chemical_ID,End_Point,Model,BMD10,BMD50,AUC_Norm,BMD10_Flag,BMD50_Flag
3147,NC24,NULL,NULL,NULL,0,NULL,NULL
3151,NC24,NULL,NULL,NULL,0,NULL,NULL
3160,NC24,NULL,NULL,NULL,0,NULL,NULL
3168,NC24,NULL,NULL,NULL,0,NULL,NULL
3169,NC24,NULL,NULL,NULL,0,NULL,NULL
3272,NC24,NULL,NULL,NULL,0,NULL,NULL
3273,NC24,NULL,NULL,NULL,0,NULL,NULL
3411,NC24,NULL,NULL,NULL,0,NULL,NULL
3412,NC24,NULL,NULL,NULL,0,NULL,NULL
3413,NC24,NULL,NULL,NULL,0,NULL,NULL
3689,NC24,NULL,NULL,NULL,0,NULL,NULL
3690,NC24,NULL,NULL,NULL,0,NULL,NULL
3757,NC24,NULL,NULL,NULL,0,NULL,NULL
3758,NC24,NULL,NULL,NULL,0,NULL,NULL
3759,NC24,NULL,NULL,NULL,0,NULL,NULL
3760,NC24,NULL,NULL,NULL,0,NULL,NULL
