SampleNumber,date_sampled,sample_matrix,technology,Sample_ID,zf_lims_id,cas_number,ClientName,SampleName,LocationLat,LocationLon,LocationName,LocationAlternateDescription,AlternateName,Chemical_ID,measurement_value,water_concentration,water_concentration_unit,bioassay_sample_from_lims,parent_samples_from_lims,child_samples_from_lims
None,None,None,None,None,NA,191-30-0,NA,NA,NA,NA,NA,NA,NA,1616,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,192-97-2,NA,NA,NA,NA,NA,NA,NA,1178,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,193-09-9,NA,NA,NA,NA,NA,NA,NA,2326,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,193-39-5,NA,NA,NA,NA,NA,NA,NA,1965,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,205-82-3,NA,NA,NA,NA,NA,NA,NA,1180,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,205-83-4,NA,NA,NA,NA,NA,NA,NA,2327,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,205-99-2,NA,NA,NA,NA,NA,NA,NA,1175,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,206-44-0,NA,NA,NA,NA,NA,NA,NA,1854,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,207-08-9,NA,NA,NA,NA,NA,NA,NA,1182,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,207-18-1,NA,NA,NA,NA,NA,NA,NA,2328,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,208-96-8,NA,NA,NA,NA,NA,NA,NA,949,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,217-59-4,NA,NA,NA,NA,NA,NA,NA,3140,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,218-01-9,NA,NA,NA,NA,NA,NA,NA,1371,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,243-17-4,NA,NA,NA,NA,NA,NA,NA,1176,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,483-65-8,NA,NA,NA,NA,NA,NA,NA,2774,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,50-32-8,NA,NA,NA,NA,NA,NA,NA,1174,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,53-70-3,NA,NA,NA,NA,NA,NA,NA,1611,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,56-55-3,NA,NA,NA,NA,NA,NA,NA,1161,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,56-55-3,NA,NA,NA,NA,NA,NA,NA,1171,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,569-41-5,NA,NA,NA,NA,NA,NA,NA,69,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,57-97-6,NA,NA,NA,NA,NA,NA,NA,702,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,571-58-4,NA,NA,NA,NA,NA,NA,NA,60,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,571-61-9,NA,NA,NA,NA,NA,NA,NA,64,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,573-98-8,NA,NA,NA,NA,NA,NA,NA,53,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,575-43-9,NA,NA,NA,NA,NA,NA,NA,66,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,613-06-9,NA,NA,NA,NA,NA,NA,NA,286,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,613-12-7,NA,NA,NA,NA,NA,NA,NA,404,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,72-43-5,NA,NA,NA,NA,NA,NA,NA,2142,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,779-02-2,NA,NA,NA,NA,NA,NA,NA,775,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,83-32-9,NA,NA,NA,NA,NA,NA,NA,947,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,84-66-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
None,None,None,None,None,NA,84-69-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
None,None,None,None,None,NA,84-74-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
None,None,None,None,None,NA,85-01-8,NA,NA,NA,NA,NA,NA,NA,2635,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,86-73-7,NA,NA,NA,NA,NA,NA,NA,1855,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,91-20-3,NA,NA,NA,NA,NA,NA,NA,2323,0,NA,NA,NA,NA,NA
None,None,None,None,None,NA,91-57-6,NA,NA,NA,NA,NA,NA,NA,409,0,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,129-00-0,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,2739,9893.402421,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,191-24-2,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,1179,7128.950778,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,193-39-5,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,1965,7190.469642,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,205-99-2,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,1175,7867.119009,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,206-44-0,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,1854,9893.402421,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,207-08-9,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,1182,7871.082294,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,208-96-8,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,949,13062.10413,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,218-01-9,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,1371,8681.78752,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,483-65-8,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,2774,0,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,50-32-8,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,1174,7922.604987,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,53-70-3,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,1611,7156.354857,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,56-55-3,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,1161,8664.266253,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,56-55-3,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,1171,8664.266253,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,83-32-9,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,947,12982.1285,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,85-01-8,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,2635,11187.53998,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,86-73-7,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,1855,11809.43672,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,91-20-3,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,2323,15361.92988,NA,NA,NA,NA,NA
C26650,2013-05-30 00:00:00+00:00,Synthetic,Composite,2509,C26650,91-57-6,NA,PAH_Mix,NA,NA,Synthetic Lab-derived,NULL,NA,409,0,NA,NA,NA,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,129-00-0,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,2739,7401.683283,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,132-65-0,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1620,128.2507392,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,1576-67-6,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,447,387.412468,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,1705-85-7,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,694,0,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,191-24-2,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1179,35.47364459,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,191-30-0,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1614,0,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,191-30-0,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1616,0,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,192-97-2,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1178,172.5726787,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,193-39-5,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1965,37.57137998,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,205-99-2,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1175,204.8256773,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,206-44-0,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1854,7953.412764,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,207-08-9,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1182,48.08375846,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,208-96-8,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,949,0,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,218-01-9,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1371,1221.243081,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,483-65-8,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,2774,2250.479927,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,50-32-8,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1174,88.06077617,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,53-70-3,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1611,0,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,56-55-3,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1161,956.2494152,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,56-55-3,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1171,956.2494152,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,573-98-8,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,53,98.22527972,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,575-43-9,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,66,187.8532517,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,613-06-9,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,286,0,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,613-12-7,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,404,204.7884116,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,779-02-2,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,775,0,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,83-32-9,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,947,311.5716222,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,85-01-8,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,2635,2252.083066,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,86-73-7,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1855,412.0588703,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,90-12-0,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,250,356.322933,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,91-20-3,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,2323,284.3514769,NA,NA,A090058,NA,NA
A090057,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1456,A090058,91-57-6,Portland Harbor,CRDS-LFT-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,409,526.1113354,NA,NA,A090058,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,129-00-0,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,2739,9329.315323,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,132-65-0,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1620,0,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,1576-67-6,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,447,560.5270302,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,1705-85-7,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,694,0,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,191-24-2,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1179,45.81346033,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,191-30-0,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1614,0,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,191-30-0,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1616,0,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,192-97-2,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1178,226.7394854,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,193-39-5,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1965,0,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,205-99-2,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1175,274.9726533,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,206-44-0,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1854,9547.158057,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,207-08-9,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1182,74.58900744,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,208-96-8,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,949,0,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,218-01-9,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1371,1431.268452,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,483-65-8,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,2774,2751.747446,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,50-32-8,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1174,100.8259484,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,53-70-3,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1611,0,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,56-55-3,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1161,1104.496833,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,56-55-3,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1171,1104.496833,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,573-98-8,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,53,163.0949638,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,575-43-9,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,66,80.20329262,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,613-06-9,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,286,0,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,613-12-7,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,404,231.0400965,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,779-02-2,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,775,0,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,83-32-9,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,947,0,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,85-01-8,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,2635,1374.204697,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,86-73-7,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,1855,195.5204755,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,90-12-0,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,250,0,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,91-20-3,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,2323,0,NA,NA,A090002,NA,NA
A090001,2009-09-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1427,A090002,91-57-6,Portland Harbor,Col DS-LFT-W-S,45.06512,-122.77161,Columbia River Downstream,NULL,Col River DS,409,0,NA,NA,A090002,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,129-00-0,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,2739,1880.5988,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,132-65-0,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,1620,69.37458808,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,1576-67-6,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,447,0,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,1705-85-7,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,694,0,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,191-24-2,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,1179,0,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,191-30-0,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,1614,0,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,191-30-0,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,1616,0,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,192-97-2,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,1178,0,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,193-39-5,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,1965,0,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,205-99-2,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,1175,112.893432,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,206-44-0,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,1854,3846.812259,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,207-08-9,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,1182,0,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,208-96-8,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,949,0,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,218-01-9,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,1371,512.7128037,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,483-65-8,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,2774,1426.912664,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,50-32-8,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,1174,0,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,53-70-3,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,1611,0,NA,NA,A090060,NA,NA
A090059,2009-10-01 00:00:00+00:00,PSD-Water,LFT - Unfortified,1458,A090060,56-55-3,Portland Harbor,CRUS-LFT-S,45.62108,-122.68788,Columbia River Upstream,NULL,Col River US,1161,512.0670697,NA,NA,A090060,NA,NA
