Chemical_ID,End_Point,Model,BMD10,BMD50,AUC_Norm,BMD10_Flag,BMD50_Flag
101,ANY24,logistic,0.011,0.021,0.06796875,1,1
101,ANY120,NULL,NULL,NULL,0.07609375,NULL,NULL
101,TOT_MORT,NULL,NULL,NULL,0.065,NULL,NULL
101,ANY_MORT,NULL,NULL,NULL,0.01265625,NULL,NULL
101,BRN_,NULL,NULL,NULL,0.012013163,NULL,NULL
101,CRAN,NULL,NULL,NULL,0.003392473,NULL,NULL
101,EDEM,NULL,NULL,NULL,0.012013163,NULL,NULL
101,LTKR,logistic,0.021,0.032,0.010233593,1,1
101,MUSC,NULL,NULL,NULL,0,NULL,NULL
101,SKIN,NULL,NULL,NULL,0,NULL,NULL
101,TCHR,NULL,NULL,NULL,0,NULL,NULL
101,AXIS,NULL,NULL,NULL,0.003225806,NULL,NULL
101,NC__,NULL,NULL,NULL,0.001612903,NULL,NULL
101,MO24,quantal_linear,0.013,0.083,0.05703125,1,1
101,DP24,NULL,NULL,NULL,0.01174569,NULL,NULL
101,SM24,NULL,NULL,NULL,0,NULL,NULL
101,MORT,NULL,NULL,NULL,0.008175403,NULL,NULL
101,NC24,NULL,NULL,NULL,0,NULL,NULL
102,ANY24,probit,0.002,0.005,0.4825,0,0
102,ANY120,log_logistic,0,0,0.95171875,-1,-1
102,TOT_MORT,logistic,0,0.001,0.883125,-1,0
102,ANY_MORT,log_logistic,0,0.006,0.4190625,-1,0
102,BRN_,logistic,0.001,0.001,0.45,0,0
102,CRAN,logistic,0.001,0.001,0.45,0,0
102,EDEM,logistic,0,0,0.451666667,-1,-1
102,LTKR,probit,0.001,0.002,0.155936116,0,1
102,MUSC,logistic,0.001,0.001,0.158823529,0,0
102,SKIN,NULL,NULL,NULL,0,NULL,NULL
102,TCHR,logistic,0.001,0.001,0.079411765,0,0
102,AXIS,logistic,0.001,0.001,0.370588235,0,0
102,NC__,NULL,NULL,NULL,0,NULL,NULL
102,MO24,quantal_linear,0.006,0.039,0.124375,0,1
102,DP24,probit,0.002,0.006,0.42409834,0,0
102,SM24,NULL,NULL,NULL,0,NULL,NULL
102,MORT,log_logistic,0.001,0.001,0.879193548,0,0
102,NC24,NULL,NULL,NULL,0,NULL,NULL
103,ANY24,logistic,0.009,0.016,0.06359375,0,1
