SampleNumber,date_sampled,sample_matrix,technology,zf_lims_id,cas_number,ClientName,SampleName,LocationLat,LocationLon,LocationName,LocationAlternateDescription,AlternateName,measurement_value,measurement_value_qualifier,measurement_value_unit,measurement_value_molar,measurement_value_molar_unit,water_concentration,water_concentration_qualifier,water_concentration_unit,water_concentration_molar,water_concentration_molar_unit,parentSampleNumber,childSampleNumber
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,191-24-2,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,191-30-0,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,192-97-2,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,148,NULL,pg/uL,586.603,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,193-39-5,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,205-99-2,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,127,NULL,pg/uL,503.369,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,206-44-0,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,6320,NULL,pg/uL,31248.4,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,207-08-9,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,33.3,NULL,pg/uL,131.981,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,208-96-8,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,218-01-9,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,1040,NULL,pg/uL,4555.65,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,2381-21-7,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,214,NULL,pg/uL,989.471,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,2531-84-2,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,778,NULL,pg/uL,4046.69,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,483-65-8,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,1050,NULL,pg/uL,4480.76,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,50-32-8,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,53-70-3,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,56-55-3,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,792,NULL,pg/uL,3469.3,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,573-98-8,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,575-43-9,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,613-06-9,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,613-12-7,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,779-02-2,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,781-43-1,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,832-69-9,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,525,NULL,pg/uL,2730.74,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,83-32-9,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,85-01-8,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,2680,NULL,pg/uL,15036.8,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,86-73-7,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,260,NULL,pg/uL,1564.21,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,90-12-0,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,91-20-3,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090072,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090077,91-57-6,NULL,RM7W-2-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,120-12-7,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,520,NULL,pg/uL,2917.59,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,129-00-0,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,7390,NULL,pg/uL,36538.8,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,132-65-0,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,1576-67-6,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,1705-85-7,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,191-24-2,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,191-30-0,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,192-97-2,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,194,NULL,pg/uL,768.926,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,193-39-5,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,205-99-2,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,179,NULL,pg/uL,709.473,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,206-44-0,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,7080,NULL,pg/uL,35006.1,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,207-08-9,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,46.1,NULL,pg/uL,182.712,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,208-96-8,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,218-01-9,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,1300,NULL,pg/uL,5694.56,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,2381-21-7,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,269,NULL,pg/uL,1243.77,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,2531-84-2,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,854,NULL,pg/uL,4442,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,483-65-8,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,1120,NULL,pg/uL,4779.47,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,50-32-8,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,53-70-3,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,56-55-3,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,964,NULL,pg/uL,4222.74,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,573-98-8,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,575-43-9,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,613-06-9,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,613-12-7,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,779-02-2,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,781-43-1,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,832-69-9,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,485,NULL,pg/uL,2522.68,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,83-32-9,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,85-01-8,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,2610,NULL,pg/uL,14644.1,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,86-73-7,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,90-12-0,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,91-20-3,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090073,Oct 21 2009 12:00AM,PSD-Water,LFT - Spiked,A090078,91-57-6,NULL,RM7W-3-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,120-12-7,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,571,NULL,pg/uL,3203.74,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,129-00-0,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,7060,NULL,pg/uL,34907.2,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,132-65-0,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,228,NULL,pg/uL,1237.4,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,1576-67-6,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,1705-85-7,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,191-24-2,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,191-30-0,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,192-97-2,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,153,NULL,pg/uL,606.421,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,193-39-5,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,205-99-2,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,139,NULL,pg/uL,550.931,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,206-44-0,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,7010,NULL,pg/uL,34660,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,207-08-9,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,35.3,NULL,pg/uL,139.908,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,208-96-8,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,218-01-9,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,1160,NULL,pg/uL,5081.3,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,2381-21-7,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,226,NULL,pg/uL,1044.96,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,2531-84-2,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,905,NULL,pg/uL,4707.27,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,483-65-8,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,1140,NULL,pg/uL,4864.82,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,50-32-8,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,53-70-3,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,56-55-3,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,885,NULL,pg/uL,3876.68,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,573-98-8,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,575-43-9,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,613-06-9,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,613-12-7,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,779-02-2,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,781-43-1,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,832-69-9,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,507,NULL,pg/uL,2637.11,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,83-32-9,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,85-01-8,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,2990,NULL,pg/uL,16776.2,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,86-73-7,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,90-12-0,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,91-20-3,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
A090074,Oct 21 2009 12:00AM,PSD-Water,LFT - Blank,A090079,91-57-6,NULL,RM7W-4-LFT-S,45.57387,-122.74574,Railroad Bridge,NULL,RM 7W,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
