SampleNumber,date_sampled,sample_matrix,technology,zf_lims_id,cas_number,ClientName,SampleName,LocationLat,LocationLon,LocationName,LocationAlternateDescription,AlternateName,measurement_value,measurement_value_qualifier,measurement_value_unit,measurement_value_molar,measurement_value_molar_unit,water_concentration,water_concentration_qualifier,water_concentration_unit,water_concentration_molar,water_concentration_molar_unit,parentSampleNumber,childSampleNumber
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,120-12-7,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",415,NULL,pg/uL,2328.46,pmol/mL,0.565,NULL,ng/L,0.00317008,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,129-00-0,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",3070,NULL,pg/uL,15179.2,pmol/mL,1.98,NULL,ng/L,0.00978983,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,132-65-0,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",171,NULL,pg/uL,928.052,pmol/mL,0.262,NULL,ng/L,0.00142193,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,1576-67-6,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,1705-85-7,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,191-24-2,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",90.2,NULL,pg/uL,326.42,pmol/mL,0.069,NULL,ng/L,0.000249701,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,191-30-0,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,192-97-2,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",287,NULL,pg/uL,1137.53,pmol/mL,0.199,NULL,ng/L,0.000788744,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,193-39-5,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",99.8,NULL,pg/uL,361.161,pmol/mL,0.079,NULL,ng/L,0.000285889,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,205-99-2,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",2900,NULL,pg/uL,10978.6,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,205-99-2,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",876,NULL,pg/uL,3472.06,pmol/mL,0.506,NULL,ng/L,0.00200555,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,206-44-0,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",5080,NULL,pg/uL,25117.4,pmol/mL,3.21,NULL,ng/L,0.0158714,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,207-08-9,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",238,NULL,pg/uL,943.287,pmol/mL,0.146,NULL,ng/L,0.000578655,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,208-96-8,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",90.1,NULL,pg/uL,592.016,pmol/mL,0.344,NULL,ng/L,0.0022603,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,218-01-9,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",1290,NULL,pg/uL,5650.76,pmol/mL,0.745,NULL,ng/L,0.00326342,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,2381-21-7,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",67.2,NULL,pg/uL,310.712,pmol/mL,0.039,NULL,ng/L,0.000180324,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,2531-84-2,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",98.4,NULL,pg/uL,511.818,pmol/mL,0.079,NULL,ng/L,0.000410911,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,483-65-8,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",2420,NULL,pg/uL,10327.1,pmol/mL,1.62,NULL,ng/L,0.00691317,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,50-32-8,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",173,NULL,pg/uL,685.666,pmol/mL,0.107,NULL,ng/L,0.000424083,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,53-70-3,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,56-55-3,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",504,NULL,pg/uL,2207.74,pmol/mL,0.291,NULL,ng/L,0.00127471,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,573-98-8,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",BDL,NULL,pg/uL,BDL,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,575-43-9,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",47.2,NULL,pg/uL,302.131,pmol/mL,0.09,NULL,ng/L,0.000576097,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,613-06-9,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,613-12-7,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,779-02-2,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,781-43-1,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,832-69-9,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",70.6,NULL,pg/uL,367.219,pmol/mL,0.048,NULL,ng/L,0.000249667,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,83-32-9,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",1290,NULL,pg/uL,8365.76,pmol/mL,5.15,NULL,ng/L,0.0333982,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,85-01-8,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",837,NULL,pg/uL,4696.2,pmol/mL,0.963,NULL,ng/L,0.00540316,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,86-73-7,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",575,NULL,pg/uL,3459.3,pmol/mL,1.29,NULL,ng/L,0.00776087,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,90-12-0,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,91-20-3,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",119,NULL,pg/uL,928.451,pmol/mL,2.01,NULL,ng/L,0.0156822,nmol/L,NULL,NULL
10AUG09-01-003,Aug  5 2010  7:30PM,PSD-Water,LFT - Spiked,10AUG09-01-011,91-57-6,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,120-12-7,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",353,NULL,pg/uL,1980.6,pmol/mL,0.592,NULL,ng/L,0.00332157,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,129-00-0,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",2250,NULL,pg/uL,11124.8,pmol/mL,2.2,NULL,ng/L,0.0108776,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,132-65-0,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",179,NULL,pg/uL,971.469,pmol/mL,0.329,NULL,ng/L,0.00178555,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,1576-67-6,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,1705-85-7,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,191-24-2,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",43.3,NULL,pg/uL,156.696,pmol/mL,0.056,NULL,ng/L,0.000202656,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,191-30-0,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,192-97-2,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",103,NULL,pg/uL,408.244,pmol/mL,0.122,NULL,ng/L,0.000483551,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,193-39-5,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",43,NULL,pg/uL,155.611,pmol/mL,0.058,NULL,ng/L,0.000209893,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,205-99-2,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",304,NULL,pg/uL,1204.91,pmol/mL,0.289,NULL,ng/L,0.00114546,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,205-99-2,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",3330,NULL,pg/uL,12606.5,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,206-44-0,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",3420,NULL,pg/uL,16909.7,pmol/mL,3.3,NULL,ng/L,0.0163164,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,207-08-9,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",86.7,NULL,pg/uL,343.626,pmol/mL,0.089,NULL,ng/L,0.000352742,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,208-96-8,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",40.3,NULL,pg/uL,264.797,pmol/mL,0.161,NULL,ng/L,0.00105787,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,218-01-9,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",676,NULL,pg/uL,2961.17,pmol/mL,0.645,NULL,ng/L,0.00282538,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,2381-21-7,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",56.7,NULL,pg/uL,262.164,pmol/mL,0.053,NULL,ng/L,0.000245056,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,2531-84-2,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",457,NULL,pg/uL,2377.04,pmol/mL,0.52,NULL,ng/L,0.00270473,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,483-65-8,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",148,NULL,pg/uL,631.573,pmol/mL,0.167,NULL,ng/L,0.000712653,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,50-32-8,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",37.4,NULL,pg/uL,148.231,pmol/mL,0.039,NULL,ng/L,0.000154572,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,53-70-3,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,56-55-3,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",285,NULL,pg/uL,1248.42,pmol/mL,0.269,NULL,ng/L,0.00117834,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,573-98-8,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",BDL,NULL,pg/uL,BDL,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,575-43-9,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",154,NULL,pg/uL,985.766,pmol/mL,0.338,NULL,ng/L,0.00216356,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,613-06-9,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,613-12-7,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,779-02-2,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,781-43-1,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,832-69-9,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",128,NULL,pg/uL,665.78,pmol/mL,0.129,NULL,ng/L,0.000670981,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,83-32-9,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",459,NULL,pg/uL,2976.65,pmol/mL,1.92,NULL,ng/L,0.0124514,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,85-01-8,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",1210,NULL,pg/uL,6789.01,pmol/mL,1.79,NULL,ng/L,0.0100432,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,86-73-7,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",514,NULL,pg/uL,3092.32,pmol/mL,1.29,NULL,ng/L,0.00776087,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,90-12-0,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",275,NULL,pg/uL,1933.94,pmol/mL,1.29,NULL,ng/L,0.00907191,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,91-20-3,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",291,NULL,pg/uL,2270.41,pmol/mL,4.92,NULL,ng/L,0.0383864,nmol/L,NULL,NULL
10AUG09-01-005,Aug  5 2010  2:00PM,PSD-Water,LFT - Spiked,10AUG09-01-013,91-57-6,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",260,NULL,pg/uL,1828.45,pmol/mL,1.24,NULL,ng/L,0.00872029,nmol/L,NULL,NULL
10JUL11-01-001,Jul  8 2010  4:00PM,PSD-Water,LFT - Spiked,10JUL11-01-009,120-12-7,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",54.3,NULL,pg/uL,304.664,pmol/mL,0.081,NULL,ng/L,0.000454471,nmol/L,NULL,NULL
10JUL11-01-001,Jul  8 2010  4:00PM,PSD-Water,LFT - Spiked,10JUL11-01-009,129-00-0,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",555,NULL,pg/uL,2744.12,pmol/mL,0.444,NULL,ng/L,0.0021953,nmol/L,NULL,NULL
10JUL11-01-001,Jul  8 2010  4:00PM,PSD-Water,LFT - Spiked,10JUL11-01-009,132-65-0,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",21.3,NULL,pg/uL,115.599,pmol/mL,0.035,NULL,ng/L,0.000189952,nmol/L,NULL,NULL
10JUL11-01-001,Jul  8 2010  4:00PM,PSD-Water,LFT - Spiked,10JUL11-01-009,1576-67-6,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",188,NULL,pg/uL,911.372,pmol/mL,0.141,NULL,ng/L,0.000683529,nmol/L,NULL,NULL
10JUL11-01-001,Jul  8 2010  4:00PM,PSD-Water,LFT - Spiked,10JUL11-01-009,1705-85-7,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",21,NULL,pg/uL,86.6642,pmol/mL,0.017,NULL,ng/L,7.02E-05,nmol/L,NULL,NULL
10JUL11-01-001,Jul  8 2010  4:00PM,PSD-Water,LFT - Spiked,10JUL11-01-009,191-24-2,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",15.6,NULL,pg/uL,56.4541,pmol/mL,0.016,NULL,ng/L,5.79E-05,nmol/L,NULL,NULL
10JUL11-01-001,Jul  8 2010  4:00PM,PSD-Water,LFT - Spiked,10JUL11-01-009,191-30-0,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL
10JUL11-01-001,Jul  8 2010  4:00PM,PSD-Water,LFT - Spiked,10JUL11-01-009,192-97-2,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",46.4,NULL,pg/uL,183.908,pmol/mL,0.043,NULL,ng/L,0.000170432,nmol/L,NULL,NULL
10JUL11-01-001,Jul  8 2010  4:00PM,PSD-Water,LFT - Spiked,10JUL11-01-009,193-39-5,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",19.9,NULL,pg/uL,72.0152,pmol/mL,0.021,NULL,ng/L,7.60E-05,nmol/L,NULL,NULL
10JUL11-01-001,Jul  8 2010  4:00PM,PSD-Water,LFT - Spiked,10JUL11-01-009,205-99-2,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",122,NULL,pg/uL,483.551,pmol/mL,0.091,NULL,ng/L,0.000360682,nmol/L,NULL,NULL
10JUL11-01-001,Jul  8 2010  4:00PM,PSD-Water,LFT - Spiked,10JUL11-01-009,205-99-2,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",3150,NULL,pg/uL,11925,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL
10JUL11-01-001,Jul  8 2010  4:00PM,PSD-Water,LFT - Spiked,10JUL11-01-009,206-44-0,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",849,NULL,pg/uL,4197.76,pmol/mL,0.67,NULL,ng/L,0.00331272,nmol/L,NULL,NULL
10JUL11-01-001,Jul  8 2010  4:00PM,PSD-Water,LFT - Spiked,10JUL11-01-009,207-08-9,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",39.2,NULL,pg/uL,155.365,pmol/mL,0.032,NULL,ng/L,0.000126828,nmol/L,NULL,NULL
