Chemical_ID,End_Point,X_vals,Y_vals
53,ANY24,NULL,NULL
53,ANY120,NULL,NULL
53,TOT_MORT,NULL,NULL
53,ANY_MORT,NULL,NULL
53,BRN_,0.0,1e-05
53,BRN_,0.1111111111111111,0.03777590766004416
53,BRN_,0.2222222222222222,0.04029078890384557
53,BRN_,0.3333333333333333,0.04183714953403855
53,BRN_,0.4444444444444444,0.04296937035555728
53,BRN_,0.5555555555555556,0.0438681667734097
53,BRN_,0.6666666666666666,0.04461615084801192
53,BRN_,0.7777777777777777,0.0452582687924405
53,BRN_,0.8888888888888888,0.045821782959575855
53,BRN_,1.0,0.04632451767689512
53,BRN_,1.4444444444444444,0.04792895201954909
53,BRN_,1.8888888888888888,0.04913347248085068
53,BRN_,2.333333333333333,0.05010297739660624
53,BRN_,2.7777777777777777,0.050916928339233794
53,BRN_,3.2222222222222223,0.05161993935633833
53,BRN_,3.6666666666666665,0.05223964879587335
53,BRN_,4.111111111111111,0.05279440387771165
53,BRN_,4.555555555555555,0.05329702643901213
53,BRN_,5.0,0.05375684068883159
53,BRN_,5.688888888888889,0.05440079024291652
53,BRN_,6.377777777777777,0.05497729232806857
53,BRN_,7.066666666666666,0.05549965100736346
53,BRN_,7.755555555555555,0.05597754372585245
53,BRN_,8.444444444444443,0.05641823665061038
53,BRN_,9.133333333333333,0.05682732867744458
53,BRN_,9.822222222222221,0.057209228116970025
53,BRN_,10.51111111111111,0.05756746983156758
53,BRN_,11.2,0.057904933021163195
53,BRN_,13.911111111111111,0.05907181045247677
53,BRN_,16.62222222222222,0.06004725850742713
53,BRN_,19.333333333333332,0.060887207462483856
53,BRN_,22.044444444444444,0.06162596196471629
53,BRN_,24.755555555555556,0.06228613015926065
53,BRN_,27.466666666666665,0.06288342472326085
53,BRN_,30.177777777777777,0.06342922257238337
53,BRN_,32.888888888888886,0.06393203409637552
53,BRN_,35.6,0.06439839673728286
53,BRN_,37.2,0.06465865024362744
53,BRN_,38.800000000000004,0.06490889414855627
53,BRN_,40.4,0.06514990298161595
53,BRN_,42.0,0.06538236352443122
53,BRN_,43.6,0.06560688766809922
53,BRN_,45.2,0.06582402299007833
53,BRN_,46.8,0.06603426152051149
53,BRN_,48.4,0.0662380470585022
53,BRN_,50.0,0.06643578131766092
53,CRAN,0.0,0.01404704346065847
53,CRAN,0.1111111111111111,0.014079362502627518
53,CRAN,0.2222222222222222,0.014111754839055747
53,CRAN,0.3333333333333333,0.01414422063126076
53,CRAN,0.4444444444444444,0.014176760040892685
53,CRAN,0.5555555555555556,0.014209373229934638
53,CRAN,0.6666666666666666,0.014242060360703414
53,CRAN,0.7777777777777777,0.014274821595849963
53,CRAN,0.8888888888888888,0.014307657098360084
53,CRAN,1.0,0.014340567031554882
53,CRAN,1.4444444444444444,0.01447295434937452
53,CRAN,1.8888888888888888,0.014606545711433824
53,CRAN,2.333333333333333,0.014741351732525549
53,CRAN,2.7777777777777777,0.01487738311479536
53,CRAN,3.2222222222222223,0.015014650648344278
53,CRAN,3.6666666666666665,0.015153165211832872
53,CRAN,4.111111111111111,0.015292937773087432
53,CRAN,4.555555555555555,0.015433979389707904
53,CRAN,5.0,0.015576301209677549
53,CRAN,5.688888888888889,0.015799456344990737
53,CRAN,6.377777777777777,0.016025756484517734
53,CRAN,7.066666666666666,0.016255244450824265
53,CRAN,7.755555555555555,0.0164879636062656
53,CRAN,8.444444444444443,0.016723957858530532
53,CRAN,9.133333333333333,0.01696327166620383
53,CRAN,9.822222222222221,0.01720595004434623
53,CRAN,10.51111111111111,0.017452038570090336
53,CRAN,11.2,0.01770158338825113
53,CRAN,13.911111111111111,0.018718135540188932
53,CRAN,16.62222222222222,0.019791889196706765
53,CRAN,19.333333333333332,0.020925924509761735
53,CRAN,22.044444444444444,0.02212347119435478
53,CRAN,24.755555555555556,0.023387913855421452
53,CRAN,27.466666666666665,0.024722797261594664
53,CRAN,30.177777777777777,0.026131831527007838
53,CRAN,32.888888888888886,0.02761889715710237
53,CRAN,35.6,0.029188049908758635
53,CRAN,37.2,0.030154333271050587
53,CRAN,38.800000000000004,0.031151579397240135
53,CRAN,40.4,0.03218071152334102
53,CRAN,42.0,0.03324267579352768
53,CRAN,43.6,0.03433844151180837
53,CRAN,45.2,0.035469001372020595
53,CRAN,46.8,0.03663537166392415
53,CRAN,48.4,0.037838592453043295
53,CRAN,50.0,0.03907972773178293
53,EDEM,0.0,1e-05
53,EDEM,0.1111111111111111,0.03777590766004416
53,EDEM,0.2222222222222222,0.04029078890384557
53,EDEM,0.3333333333333333,0.04183714953403855
53,EDEM,0.4444444444444444,0.04296937035555728
53,EDEM,0.5555555555555556,0.0438681667734097
53,EDEM,0.6666666666666666,0.04461615084801192
53,EDEM,0.7777777777777777,0.0452582687924405
53,EDEM,0.8888888888888888,0.045821782959575855
53,EDEM,1.0,0.04632451767689512
53,EDEM,1.4444444444444444,0.04792895201954909
53,EDEM,1.8888888888888888,0.04913347248085068
53,EDEM,2.333333333333333,0.05010297739660624
53,EDEM,2.7777777777777777,0.050916928339233794
53,EDEM,3.2222222222222223,0.05161993935633833
53,EDEM,3.6666666666666665,0.05223964879587335
53,EDEM,4.111111111111111,0.05279440387771165
53,EDEM,4.555555555555555,0.05329702643901213
53,EDEM,5.0,0.05375684068883159
53,EDEM,5.688888888888889,0.05440079024291652
53,EDEM,6.377777777777777,0.05497729232806857
53,EDEM,7.066666666666666,0.05549965100736346
53,EDEM,7.755555555555555,0.05597754372585245
53,EDEM,8.444444444444443,0.05641823665061038
53,EDEM,9.133333333333333,0.05682732867744458
53,EDEM,9.822222222222221,0.057209228116970025
53,EDEM,10.51111111111111,0.05756746983156758
53,EDEM,11.2,0.057904933021163195
53,EDEM,13.911111111111111,0.05907181045247677
53,EDEM,16.62222222222222,0.06004725850742713
53,EDEM,19.333333333333332,0.060887207462483856
53,EDEM,22.044444444444444,0.06162596196471629
53,EDEM,24.755555555555556,0.06228613015926065
53,EDEM,27.466666666666665,0.06288342472326085
53,EDEM,30.177777777777777,0.06342922257238337
53,EDEM,32.888888888888886,0.06393203409637552
53,EDEM,35.6,0.06439839673728286
53,EDEM,37.2,0.06465865024362744
53,EDEM,38.800000000000004,0.06490889414855627
53,EDEM,40.4,0.06514990298161595
53,EDEM,42.0,0.06538236352443122
