chemical.id,conc,plate.id,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23
53.0,0.0,9289.535714285714,5.3,3.217857142857143,4.4107142857142865,74.52142857142857,58.87857142857144,52.2392857142857,11.342857142857143,2.221428571428571,3.4892857142857143,37.26071428571429,51.83928571428572,35.482142857142854,24.58571428571429,1.242857142857143,6.321428571428571,13.174999999999997,33.34285714285714,39.364285714285714,40.239285714285714,9.617857142857144,4.660714285714286,4.371428571428572,44.96071428571428,40.06071428571429
53.0,1.0,9289.5,4.728125,8.221874999999999,10.440625,89.734375,89.18125,95.67187499999999,22.990625,4.45625,8.187500000000002,62.59374999999999,73.121875,64.765625,40.00000000000001,0.19375,3.9187499999999997,11.606249999999998,50.90000000000001,59.612500000000004,62.909375,20.093749999999996,1.7937500000000002,3.04375,49.15625,60.53437500000002
53.0,11.199999999999994,9289.483870967742,8.183870967741933,4.532258064516129,3.725806451612903,62.53548387096774,72.75161290322579,78.89677419354841,12.709677419354838,2.1806451612903226,5.2935483870967746,66.53870967741935,62.245161290322585,72.73870967741935,45.71290322580646,0.6741935483870968,1.9548387096774194,10.438709677419356,53.96774193548388,49.33225806451614,57.45483870967742,21.612903225806445,0.9516129032258065,4.696774193548387,51.329032258064515,58.141935483870974
53.0,35.6,9289.483870967742,5.361290322580645,10.151612903225805,8.419354838709678,80.95806451612903,82.3193548387097,77.70322580645161,16.26451612903226,2.2709677419354835,2.7838709677419353,64.32903225806452,55.39677419354839,59.1741935483871,29.148387096774194,2.393548387096774,1.032258064516129,15.490322580645161,56.819354838709685,45.07419354838709,48.45806451612903,13.1,1.8516129032258064,4.0935483870967735,59.91935483870968,53.590322580645164
53.0,5.0,9289.516129032258,5.658064516129033,4.703225806451614,8.238709677419354,67.67741935483872,63.54193548387096,55.47419354838709,15.619354838709677,4.145161290322581,6.870967741935484,54.89032258064517,53.36451612903225,47.19677419354838,20.37419354838709,3.7612903225806456,4.619354838709676,13.60967741935484,46.825806451612905,42.90967741935484,42.664516129032265,15.441935483870969,2.183870967741936,2.8387096774193545,43.13870967741936,38.62903225806453
53.0,50.0,9289.516129032258,2.9451612903225812,6.9870967741935495,10.170967741935485,45.37741935483872,66.6741935483871,62.91290322580645,13.816129032258065,5.438709677419354,2.5193548387096767,51.28709677419354,51.990322580645156,52.22258064516129,29.467741935483875,1.4064516129032256,2.7903225806451615,15.02258064516129,45.13548387096775,52.74838709677418,48.53870967741936,13.961290322580645,2.7580645161290325,4.041935483870968,47.487096774193546,65.96129032258064
54.0,0.0,12840.5,3.708384615384616,9.371076923076924,10.487769230769231,61.14350000000002,46.25176923076921,41.589807692307694,7.191846153846153,5.236807692307693,8.471846153846155,41.20519230769231,46.72215384615384,37.188384615384614,5.747461538461537,4.676384615384617,3.750269230769231,43.89134615384615,27.990423076923076,27.09430769230769,6.60146153846154,5.179384615384616,5.427384615384616,26.426576923076915,19.333653846153844,26.12357692307692
54.0,0.10000000000000005,12840.666666666666,4.224466666666667,6.602600000000001,6.6709000000000005,49.2862,45.45723333333333,44.8881,8.548566666666666,3.771466666666667,5.6902,48.48806666666667,36.05136666666667,31.44953333333333,4.667166666666666,2.862,7.928666666666667,39.34746666666667,36.31393333333334,32.09076666666666,6.106866666666667,2.9195333333333338,2.4866999999999995,40.652100000000004,31.274266666666673,25.3614
54.0,0.5,12840.58064516129,6.551548387096775,8.230193548387096,7.5134838709677405,46.37283870967742,46.14212903225806,26.108612903225815,4.316193548387098,5.358677419354839,5.926193548387098,22.79567741935484,24.758000000000006,27.380645161290325,4.272064516129032,4.4405806451612895,5.229129032258065,29.095806451612898,16.016580645161287,11.347032258064518,3.7323225806451616,5.030516129032259,5.003612903225807,27.691064516129032,22.301032258064513,25.740774193548386
54.0,1.1200000000000008,12840.8,8.23036,8.35648,10.58864,48.71212,43.4332,31.397079999999995,5.710960000000001,7.83444,4.184760000000001,47.319880000000005,26.83536,25.846600000000002,6.541680000000001,2.43344,6.1356399999999995,52.373639999999995,33.91224,30.571599999999993,7.447840000000002,2.68228,8.264800000000001,38.55624,31.60504,27.232720000000004
54.0,3.5600000000000005,12841.055555555555,7.578111111111111,8.187222222222221,38.51411111111112,137.60505555555557,155.29799999999997,154.8827777777778,82.7922777777778,116.11322222222225,120.00316666666669,148.2168888888889,150.41288888888894,151.1126111111111,94.45155555555556,107.4636111111111,113.36555555555555,146.53583333333333,153.93855555555555,148.86794444444442,74.68366666666668,62.04705555555555,85.16711111111113,103.49222222222222,125.24566666666666,122.51766666666666
54.0,5.0,12841.636363636364,8.346272727272728,47.098,58.222545454545454,161.9221818181818,150.4950909090909,148.89,83.18563636363636,95.68427272727273,103.35272727272726,128.9799090909091,120.74227272727272,114.36936363636364,62.18800000000001,61.51345454545455,75.59927272727273,75.92981818181819,84.141,96.04927272727274,53.35254545454545,68.15336363636362,43.91709090909091,69.71454545454546,78.85745454545454,79.24481818181818
