Chemical_ID,End_Point,X_vals,Y_vals
1515,AXIS,NULL,NULL
1515,BRN_,NULL,NULL
1515,CRAN,NULL,NULL
1515,EDEM,NULL,NULL
1515,LTRK,NULL,NULL
1515,MUSC,NULL,NULL
1515,NC__,NULL,NULL
1515,SKIN,NULL,NULL
1515,TCHR,NULL,NULL
1519,AXIS,NULL,NULL
1519,BRN_,NULL,NULL
1519,CRAN,NULL,NULL
1519,EDEM,NULL,NULL
1519,LTRK,NULL,NULL
1519,MUSC,NULL,NULL
1519,NC__,NULL,NULL
1519,SKIN,NULL,NULL
1519,TCHR,NULL,NULL
3053,ANY24,NULL,NULL
3053,ANY120,NULL,NULL
3053,AXIS,NULL,NULL
3053,ALL_BUT_MORT,NULL,NULL
3053,BRN_,NULL,NULL
3053,CRAN,NULL,NULL
3053,DP24,NULL,NULL
3053,EDEM,NULL,NULL
3053,LTRK,NULL,NULL
3053,MO24,NULL,NULL
3053,MORT,NULL,NULL
3053,MUSC,NULL,NULL
3053,NC__,NULL,NULL
3053,NC24,NULL,NULL
3053,SKIN,NULL,NULL
3053,SM24,NULL,NULL
3053,TCHR,NULL,NULL
3053,TOT_MORT,NULL,NULL
101,ANY120,NULL,NULL
101,AXIS,NULL,NULL
101,ALL_BUT_MORT,NULL,NULL
101,BRN_,NULL,NULL
101,CRAN,NULL,NULL
101,DP24,NULL,NULL
101,EDEM,NULL,NULL
101,MORT,NULL,NULL
101,MUSC,NULL,NULL
101,NC__,NULL,NULL
101,NC24,NULL,NULL
101,SKIN,NULL,NULL
101,SM24,NULL,NULL
101,TCHR,NULL,NULL
102,NC__,NULL,NULL
102,NC24,NULL,NULL
102,SKIN,NULL,NULL
102,SM24,NULL,NULL
103,MO24,NULL,NULL
103,NC__,NULL,NULL
103,NC24,NULL,NULL
103,SKIN,NULL,NULL
103,SM24,NULL,NULL
131,ALL_BUT_MORT,NULL,NULL
131,CRAN,NULL,NULL
131,EDEM,NULL,NULL
131,LTRK,NULL,NULL
131,MO24,NULL,NULL
131,MUSC,NULL,NULL
131,NC__,NULL,NULL
131,NC24,NULL,NULL
131,SKIN,NULL,NULL
131,SM24,NULL,NULL
131,TCHR,NULL,NULL
132,ANY24,NULL,NULL
132,ANY120,NULL,NULL
132,ALL_BUT_MORT,NULL,NULL
132,CRAN,NULL,NULL
132,DP24,NULL,NULL
132,EDEM,NULL,NULL
132,LTRK,NULL,NULL
132,MORT,NULL,NULL
132,MUSC,NULL,NULL
132,NC__,NULL,NULL
132,NC24,NULL,NULL
132,SKIN,NULL,NULL
132,SM24,NULL,NULL
132,TCHR,NULL,NULL
132,TOT_MORT,NULL,NULL
177,AXIS,NULL,NULL
177,BRN_,NULL,NULL
177,CRAN,NULL,NULL
177,EDEM,NULL,NULL
177,LTRK,NULL,NULL
177,MO24,NULL,NULL
177,MORT,NULL,NULL
177,MUSC,NULL,NULL
177,NC__,NULL,NULL
177,SKIN,NULL,NULL
177,SM24,NULL,NULL
177,TCHR,NULL,NULL
177,TOT_MORT,NULL,NULL
452,NC24,NULL,NULL
452,SM24,NULL,NULL
452,TCHR,NULL,NULL
495,AXIS,NULL,NULL
495,BRN_,NULL,NULL
495,CRAN,NULL,NULL
495,EDEM,NULL,NULL
495,MO24,NULL,NULL
495,MORT,NULL,NULL
495,MUSC,NULL,NULL
495,SKIN,NULL,NULL
495,SM24,NULL,NULL
495,TOT_MORT,NULL,NULL
669,MO24,NULL,NULL
669,MORT,NULL,NULL
669,SM24,NULL,NULL
669,TOT_MORT,NULL,NULL
719,SM24,NULL,NULL
719,TCHR,NULL,NULL
723,ANY24,NULL,NULL
723,MO24,NULL,NULL
723,NC24,NULL,NULL
723,SM24,NULL,NULL
744,AXIS,NULL,NULL
744,ALL_BUT_MORT,NULL,NULL
744,BRN_,NULL,NULL
744,CRAN,NULL,NULL
744,DP24,NULL,NULL
744,EDEM,NULL,NULL
744,LTRK,NULL,NULL
744,MUSC,NULL,NULL
744,NC__,NULL,NULL
744,NC24,NULL,NULL
744,SKIN,NULL,NULL
744,SM24,NULL,NULL
744,TCHR,NULL,NULL
797,SKIN,NULL,NULL
797,SM24,NULL,NULL
798,ALL_BUT_MORT,NULL,NULL
798,DP24,NULL,NULL
798,NC24,NULL,NULL
798,SKIN,NULL,NULL
798,SM24,NULL,NULL
799,NC24,NULL,NULL
799,SKIN,NULL,NULL
799,SM24,NULL,NULL
800,NC24,NULL,NULL
800,SKIN,NULL,NULL
800,SM24,NULL,NULL
839,MO24,NULL,NULL
839,MUSC,NULL,NULL
839,NC24,NULL,NULL
839,SKIN,NULL,NULL
839,SM24,NULL,NULL
858,DP24,NULL,NULL
858,MUSC,NULL,NULL
858,SKIN,NULL,NULL
858,SM24,NULL,NULL
858,TCHR,NULL,NULL
889,ANY24,NULL,NULL
889,ANY120,NULL,NULL
889,ALL_BUT_MORT,NULL,NULL
889,CRAN,NULL,NULL
889,DP24,NULL,NULL
889,EDEM,NULL,NULL
889,LTRK,NULL,NULL
889,MO24,NULL,NULL
889,MORT,NULL,NULL
889,MUSC,NULL,NULL
889,NC__,NULL,NULL
889,NC24,NULL,NULL
889,SKIN,NULL,NULL
889,SM24,NULL,NULL
889,TOT_MORT,NULL,NULL
890,ANY24,NULL,NULL
890,ANY120,NULL,NULL
890,AXIS,NULL,NULL
890,ALL_BUT_MORT,NULL,NULL
890,BRN_,NULL,NULL
890,CRAN,NULL,NULL
890,DP24,NULL,NULL
890,EDEM,NULL,NULL
890,LTRK,NULL,NULL
890,MO24,NULL,NULL
890,MUSC,NULL,NULL
890,NC__,NULL,NULL
890,NC24,NULL,NULL
890,SKIN,NULL,NULL
890,SM24,NULL,NULL
890,TOT_MORT,NULL,NULL
891,ANY24,NULL,NULL
891,ANY120,NULL,NULL
891,MO24,NULL,NULL
891,MORT,NULL,NULL
891,NC__,NULL,NULL
891,NC24,NULL,NULL
891,SM24,NULL,NULL
891,TOT_MORT,NULL,NULL
1004,SKIN,NULL,NULL
1004,SM24,NULL,NULL
1004,TCHR,NULL,NULL
1008,SM24,NULL,NULL
1009,SKIN,NULL,NULL
1009,SM24,NULL,NULL
1035,ANY24,NULL,NULL
1035,ANY120,NULL,NULL
1035,AXIS,NULL,NULL
1035,ALL_BUT_MORT,NULL,NULL
1035,BRN_,NULL,NULL
1035,CRAN,NULL,NULL
1035,DP24,NULL,NULL
1035,EDEM,NULL,NULL
1035,LTRK,NULL,NULL
1035,MO24,NULL,NULL
1035,MORT,NULL,NULL
1035,MUSC,NULL,NULL
1035,NC__,NULL,NULL
1035,NC24,NULL,NULL
1035,SKIN,NULL,NULL
1035,SM24,NULL,NULL
1035,TCHR,NULL,NULL
1035,TOT_MORT,NULL,NULL
1036,NC24,NULL,NULL
1036,SKIN,NULL,NULL
1036,SM24,NULL,NULL
1037,MO24,NULL,NULL
1037,NC__,NULL,NULL
1037,NC24,NULL,NULL
1037,SKIN,NULL,NULL
1037,SM24,NULL,NULL
1037,TOT_MORT,NULL,NULL
1038,MORT,NULL,NULL
1038,MUSC,NULL,NULL
1038,NC__,NULL,NULL
1038,NC24,NULL,NULL
1038,SKIN,NULL,NULL
1038,SM24,NULL,NULL
1038,TOT_MORT,NULL,NULL
1426,BRN_,NULL,NULL
1426,CRAN,NULL,NULL
1426,EDEM,NULL,NULL
1426,MORT,NULL,NULL
1426,MUSC,NULL,NULL
1426,SKIN,NULL,NULL
1426,SM24,NULL,NULL
1426,TCHR,NULL,NULL
1427,ANY120,NULL,NULL
1427,AXIS,NULL,NULL
1427,BRN_,NULL,NULL
1427,CRAN,NULL,NULL
1427,EDEM,NULL,NULL
1427,MUSC,NULL,NULL
1427,NC24,NULL,NULL
1427,SM24,NULL,NULL
1427,TCHR,NULL,NULL
1428,DP24,NULL,NULL
1428,EDEM,NULL,NULL
1428,MO24,NULL,NULL
1428,SM24,NULL,NULL
1428,TOT_MORT,NULL,NULL
1429,ANY120,NULL,NULL
1429,AXIS,NULL,NULL
1429,ALL_BUT_MORT,NULL,NULL
1429,BRN_,NULL,NULL
1429,CRAN,NULL,NULL
1429,EDEM,NULL,NULL
1429,MO24,NULL,NULL
1429,MUSC,NULL,NULL
1429,NC24,NULL,NULL
1429,SM24,NULL,NULL
1429,TCHR,NULL,NULL
1431,AXIS,NULL,NULL
1431,CRAN,NULL,NULL
1431,EDEM,NULL,NULL
1431,MORT,NULL,NULL
1431,MUSC,NULL,NULL
1431,SKIN,NULL,NULL
1431,SM24,NULL,NULL
1432,MORT,NULL,NULL
1432,SM24,NULL,NULL
