chemical.id,plate.id,well,chemical_plate_well,conc,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49
53,9289,A01,53_9289_A01,50.0,1.5,0.0,0.0,0.0,0.0,0.0,0.294117647058824,43.29411764705879,0.0,34.823529411764696,51.6470588235294,0.0,0.0,12.588235294117599,41.125,0.0,0.0,0.0,0.0,37.0,5.9375,0.0,30.8235294117647,19.4705882352941,0.0,0.0,0.0,0.0,38.7647058823529,2.05882352941176,0.0,1.29411764705882,55.6470588235294,115.1875,54.23529411764711,5.52941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
53,9289,A02,53_9289_A02,35.6,0.0,25.8235294117647,6.1875,0.0,0.0,0.0,0.0,41.8235294117647,4.25,0.0,17.6470588235294,16.6875,0.0,69.1176470588235,0.0,0.0,0.0,0.0,13.764705882352901,30.529411764705895,23.0,0.0,0.0,0.0,29.6875,4.29411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8125,7.47058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,9289,A03,53_9289_A03,11.2,0.0,0.0,0.0,0.0588235294117647,37.0588235294118,0.6875,0.0,26.588235294117602,16.4375,0.0,0.0,46.8125,0.0588235294117647,0.0,0.0,26.1176470588235,7.76470588235294,0.0,40.0,10.9411764705882,0.0625,48.82352941176471,0.0,34.941176470588196,0.1875,0.0,0.0,26.625,2.7058823529411806,0.0,0.0,0.0,40.5294117647059,44.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0
53,9289,A04,53_9289_A04,5.0,0.0,0.0,61.8125,0.0588235294117647,0.0588235294117647,0.0,24.647058823529395,13.882352941176501,79.8125,2.76470588235294,0.0,0.0625,60.76470588235289,44.94117647058821,39.6875,0.0,0.0,22.5,37.2352941176471,0.0,0.0,78.5882352941177,1.05882352941176,24.8823529411765,35.3125,0.0,0.0,45.1875,34.5294117647059,0.0,62.125,0.529411764705882,0.0,49.5625,29.529411764705895,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,9289,A05,53_9289_A05,1.0,0.0,5.47058823529412,34.4375,36.9411764705882,0.0588235294117647,0.0,0.0,37.0,33.25,14.294117647058801,0.0,2.5,40.4705882352941,0.0,50.1875,28.058823529411804,0.11764705882352902,0.0,47.23529411764711,0.0,25.25,11.176470588235302,44.82352941176471,8.352941176470589,0.0,29.8235294117647,0.0588235294117647,53.125,0.0,13.9411764705882,24.1875,0.0,0.0,54.1875,23.0,15.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0
53,9289,A06,53_9289_A06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
53,9289,A07,53_9289_A07,50.0,0.0,45.05882352941179,0.0,0.0,28.7058823529412,15.0625,0.0,0.0,39.9375,2.7058823529411806,0.0,48.1875,0.0,0.0,36.8125,10.294117647058801,0.0,51.75,0.0588235294117647,0.0,48.6875,0.823529411764706,0.0,26.2941176470588,22.9375,0.0,0.0,68.6875,0.0588235294117647,35.7647058823529,0.0,0.0588235294117647,17.6470588235294,123.375,51.29411764705879,13.764705882352901,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,9289,A08,53_9289_A08,35.6,0.0,0.0,0.0625,34.823529411764696,0.0,0.0,39.9411764705882,1.7647058823529398,0.0,0.0,0.0,0.0,0.0,0.0,46.75,19.8823529411765,0.0,0.0625,0.0,12.117647058823499,15.625,0.0,0.0,0.0,0.0,8.882352941176471,23.1764705882353,0.0,0.0,0.0,33.875,1.94117647058824,64.35294117647061,64.9375,47.5882352941176,24.2941176470588,42.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0
53,9289,A09,53_9289_A09,11.2,0.0,0.0,32.8125,0.23529411764705901,0.0,0.0,0.0,40.6470588235294,0.0,0.0,0.0,0.0,29.1176470588235,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0625,0.0,31.2352941176471,3.88235294117647,0.0,0.0588235294117647,55.5882352941176,1.875,0.0,22.470588235294105,0.0,40.2352941176471,124.117647058824,127.375,80.9411764705882,19.4705882352941,18.1875,18.1176470588235,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,14.0588235294118,20.70588
53,9289,A10,53_9289_A10,5.0,2.9,29.058823529411804,30.25,4.82352941176471,0.0,0.0,59.5294117647059,0.0,15.625,15.588235294117599,0.0,22.875,2.05882352941176,0.0,30.125,0.0,11.588235294117599,14.9375,0.0,27.7647058823529,0.0,0.0,25.941176470588196,0.0,0.0,28.8823529411765,0.0,63.625,21.529411764705895,1.88235294117647,0.0,0.0,81.6470588235294,78.9375,99.52941176470591,76.7647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
